exhibitor_name,email
Human Medical Solutions d.o.o.,dusan.kosic@humeds.com
coronect GmbH,info@coronect.de
RBS Chemical Products R. Borghgraef s.a.,rbs@rbs-cp.be
MEC - Medical Electronic Construction R&D,info@mecrd.eu
Uni-Com SCRL,info@uni-com.eu
Siemens Healthcare GmbH,contact.healthcare@siemens.com
Matrix Requirements SPRL Make It Real,info@matrixreq.com
LTA Medical S.A.S,export@ltamedical.com
FSE International S.A.,infobruxelles@fse-export.com
INNOV'SPINE SARL,innovspine@innovspine.com
Farafan Engineering Co.,business@farafan.com
"Anatomi Metrix, Inc.",info@manu3lab.com
Bionic Production GmbH,info@bionicproduction.com
PROMOTAL SAS,contact@promotal.com
Invasix Ltd InMode,judia@invasix.com
KH GLOBAL PTE LTD,sales@khglobal.com.sg
Neurostyle Pte Ltd,info@neurostyle.biz
Osteopore International Pte Ltd,sales@osteopore.com
M.S.T- Medical Surgery Technology Inc.,israel@mst-sys.com
"Shinhwa Medical Co., Ltd.",joanna@shinhwamedical.co.kr
RUIYING MEDICAL TECHNOLOGY PTE LTD,nas@ruiying.sg
Accessrec Europe SARL,sales@accessrec.eu
Vitam Dare SAS,vitamdare1@gmail.com
ID bio S.A.S.,info@h2b.eu
International Enterprise Singapore Board,contact@iesingapore.gov.sg
Wirtschaftskammer OE Messebereich Advantage Austria,awo.messen@wko.at
MIKAI SPA,mikai@mikai.it
VDE Prüf- und Zertifizierungsinstitut GmbH,vde-institut@vde.com
General Medical Italia S.r.l. (GMI),info@gmitalia.eu
EMI Integrated Systems Ltd.,info@emi-is.com
Meditek LTD,shatalova@astrocard-meditek.ru
Fraunhofer-Institut für Biomedizinische Technik IBMT,info@ibmt.fraunhofer.de
Eugen Geyer GmbH,vertrieb@eugengeyer.de
Zecha Hartmetall-Werkzeugfabrikation GmbH,info@zecha.de
Cluster-Initiative HOCHFORM Wirtschaft und Stadtmarketing Pforzheim (WSP),info@ws-pforzheim.de
Mahe Medical GmbH,info@mahe-med.de
medicut Stent Technology GmbH,info@medicut.de
Vascotube GmbH,info@vascotube.com
GENTHNER GmbH Systemtechnologie,info@genthner.com
F&W Frey & Winkler GmbH,mail@freywinkler.de
EUROFLEX GmbH,info@euroflex.de
Epic Medical Pte Ltd,freddie.lee@epic-med.com
LifeSense Group,info@lifesense-group.com
C.HAFNER GmbH & Co. KG,info@c-hafner.de
TMG-BMC Ltd.,info@tmg.si
Chordate Medical AB,info@chordate.com
WTSH - Wirtschaftsförderung und Technologietransfer Schleswig- Holstein GmbH,info@wtsh.de
MediTouch Ltd.,info@meditouch.co.il
International Hospital - Clinical Laboratory International c/o PanGlobal Media sprl,sales@panglobal.be
Renol S.A.,office@renolcare.com
SERGES S.A.,management@sergesmedicals.be
Information Technology for Translational Medicine S.A. (ITTM),info@ittm-solutions.com
TOPOCARE LTD,lior@topo-group.com
Hélioscopie S.A.,standard@helioscopie.fr
"Changzhou Waston Medical Appliance Co., Ltd.",info@wastonmed.com
Allium Medical Solutions Ltd.,itay@allium-medical.com
Hip Hope Technologies Inc.,info@hip-hope.com
"Jiangsu Saikang Medical Equipment Co., Ltd.",inquiry@jssaikang.com
Micomme Medical Technology Development Co. Ltd.,intl@micomme.com
Wenzhou Longwan Medical Device Factory,info@taiyumed.com
Obelis European Authorized Representative Center,mail@obelis.net
Sahe - South American Health Exhibition,international@sahe.com.br
Openîmes Métropole,ebobin@openimes.com
Guide In Medical Ltd.,ariel@guideinmed.com
First Sensor AG,medical@first-sensor.com
Saratiba,info@saratiba.com
altona Diagnostics GmbH,petra.kampmann@altona-diagnostics.com
IndivuTest GmbH,info@indivutest.com
Medical Biomaterial Products GmbH,info@mbp-gmbh.de
Mammotome / Devicor Medical Germany GmbH,info-germany@devicormedical.com
care integral GmbH,info@care-integral.de
n a n d a t e c GmbH,Infos@nandatec.com
"Shandong Hangwei Orthopedics Medical Instrument Co., Ltd.",info@hangwei.win
"Jiangyin Binjiang Medical Equipment Co.,ltd",postmaster@chengyi-cn.com
Nanjing Yanan Special Lighting Factory,sales@kwslight.co
FARMACARE S.r.l.,info@farmacare.it
"Suzhou Youbetter Medical Apparatus Co., Ltd.","yeahxixi@126.com, sophiejin@youbetter.cn"
"Zhejiang Jiecang Linear Motion Technology Co., Ltd.",sales@jiecang.com
"Longfian Scitech Co., Ltd.",jessica@longfian.com
Taiwan Biophotonic Corporation,serv@tbpchc.com
i-MEDS Healthcare SAS,contact@imeds-healthcare.com
Ortho Medico NV,info@orthomedico.be
Safebox Sundplast,johan.sundin@sundplast.se
Integrity Applications Ltd,davidm@integrity-app.com
Lumenis Ltd.,moshe.shtengel@lumenis.com
G. Heinemann Medizintechnik GmbH,export@heinemann-ent.de
Sinutronic sp. z o.o.,office@sinutronic.eu
EarlySense Ltd.,info@earlysense.com
Immuno-Cell Int.,info@immuno-cell.com
"HEDY Medical Device Co., Ltd.",overseas@hedymed.com
"Suzhou Hybiome Biomedical Engineering Co., Ltd",wangxiuwei@hybiome.com
"NANTONG MEDICOME INTERNATIONAL BUSINESS CO.,LTD",tommy@medicome.net
"TAIZHOU KBM IMPORT & EXPORT CO., LTD.",lefeng@vip.163.com
"SUZHOU EVERICH IMP. & EXP.CO.,LTD.",safemed@263.net
"SHANGHAI BERRY ELECTRONIC CO., LTD",yly@berry-med.com
"JIANGSU JAYSUN GLOVE CO., LTD",awu@jsglove.net
"Changzhou Changshun Plastic Co., Ltd.",alexjin@megatainer.com
Wuxi Yushou Medical Appliances Co.Ltd,dcx@chinasyringe.com
"NANJING LUSTRE MEDICAL & HEALTHCARE PRODUCTS CO., LTD.",annlee@lustre-nj.com
"Jiangsu LEO Bio-Technology Co., Ltd.",Jsleo03@gmail.com
"Baoying County Fukang Medical Appliance Co., Ltd.",info@china-fk.com
"Jiangsu Suhong Medical Instruments Co., Ltd.",njk@czsuhong.com
"Jiangsu Kangjian Medical Apparatus Co., Ltd.",export@china-kangjian.com
"Jiangsu Cureguard Glove Co., Ltd.",chenwee@cureguard.com
"Nantong Hailun Bio-Medical Apparatuses Manufacturing Co., Ltd.",mimizhang@nthailun.net
"M & G Products Co., Ltd.",mayuan@jsmgmedical.com
"Hospital & Homecare Imp. & Exp. Co., Ltd. Nanjing",Sales1@aline-medical.com
"Jiangsu Zekang Medical Technology Co., Ltd.",annie@js-zkmed.com
"Suqian Green Glove Co., Ltd.",info@allfineglove.com
"Suzhou Hengxiang Import & Export Co., Ltd.",hengxiang@hengxiang.cn
"JIANGSU RONGYE TECHNOLOGY CO.,LTD",1801654592@qq.com
"Chang Zhou Tongda Medical Appliance Co., Ltd.",tongdachina@vip.163.com
"Anji Jixiang Medical Co., Ltd.",lwh@jx-medical.com
Sartorius Stedim Biotech GmbH,info@sartorius-stedim.com
NANTONG HOPEWAY ENTERPRISES INC.,ntfuhua505@163.com
"Medtrue Enterprises Co., Ltd.",Export12@medtrue.com
"Elite Medical (Nanjing) Co., Ltd.",info@elitemedline.com
"Suzhou Colour-Way Enterprise Development Co., Ltd.",export2@colourway.com
"Citotest Labware Manufacturing Co., Ltd.",info@citotest.com
"Nanjing 3H Medical Products Co., Ltd.",info@3hmedical.com
HUAIAN CITY HENGCHUN MEDICAL PRODUCT CO. LTD.,eileen@tymedical.sina.net
"Haian Medigauze Co., Ltd.",jenny.zhong@medigauze.com
B-Cure Laser,more@gd-energies.com
Ohio Medical,Sales_Intl@ohiomedical.com
"NewMedical Technology, Inc.",jdziura@newmedical.com
Medical Cluster,mail@medical-cluster.ch
GiDoS s.p.r.l,mail@obelis.net
g.tec medical engineering GmbH,office@gtec.at
Medical Cluster,mail@medical-cluster.ch
EUROMEDICAL - DE JAGER C&P,s.dejager@euromedical-gmbh.de
Cardionics S.A.,info@cardionics.eu
Mercura Industries s.a./n.v.,info@mercura.com
Covartim SCS,kthibaut@covartim.com
KREIENBAUM Neoscience GmbH,info@neoscience.de
Qarad b.v.b.a.,info@qarad.com
Thieme Compliance GmbH,info@thieme-compliance.de
OptiGene Ltd,info@optigene.co.uk
KUMAVISION AG,med@kumavision.com
CEATEC Medizintechnik GmbH,info@ceatec.de
Spiegelberg GmbH & Co. KG,info@spiegelberg.de
SOVINTY SAS,contact@sovinty.com
Sud de France Developpement,contact@suddefrance-dvpt.com
Bit4id Srl,health@bit4id.com
USF Healthcare S.A.,info@usfhc.com
swisstom AG,jxb@swisstom.com
Avertim - innovation & management consulting,info@avertim.be
Imaginary SRL,info@i-maginary.it
ALPO Technik Medical Products GmbH & Co. KG,info@alpo-med.de
Handle S.A.S.,info@handle.fr
Aerotel Medical Systems Ltd.,info@aerotel.com
Bioinfinity (M) Sdn. Bhd.,info@vibrance.com.my
"MEDEXEL CO., LTD.",sales@medexel.co.kr
ClinicAll Germany GmbH,info@clinicall.de
best medical GmbH,info@bestmedical.biz
"Penguin System Co.,Ltd.",deutsch@penguins.co.jp
Maschinenfabrik Harry Lucas GmbH + Co. KG,info@lucas-elha.de
Earth Plastics Manufacturing Company,earthplastics@earthplastics.com.hk
China Effort Ltd.,marketing2@chinaeffort.com
BioLight Medical Devices Ltd.,"info@biolightMD.com, shahat@biolightMD.com"
VANAS Medical NV,medical@vanas.eu
DEKOM Medical,anfrage@dekom-medical.de
Carmelton Company Ltd.,carmelton@carmelton.com
Active Cues B.V.,info@activecues.com
Hochschule für Gesundheit,info@hs-gesundheit.de
Dormed Medizinische Systeme GmbH,b.falticko@sonoring.de
Nex Medical Limited,marketing@nex-med.com
Medex Intl (Holdings) Limited,info@medex-intl.com
"MEDCAPTAIN MEDICAL TECHNOLOGY CO., LTD.",info@medcaptain.com
Foster Corporation,info@fostercomp.com
Golden Starry Ltd.,info@goldenstarry.com.hk
Exact Medical Manufacturing BV,cs-eu@exactmm.com
"MicroGroup, Inc.",info@microgroup.com
MedNet GmbH,info@medneteurope.com
Grossenbacher Systeme AG,medtech@gesys.ch
Deringer-Ney Inc.,info@deringerney.com
"NP Medical, Inc.",sales@npmedical.com
Value Plastics,sales@nordsonmedical.com
Dino-Lite Europe,info@dino-lite.eu
"DaPro Rubber, Inc.",sales@daprorubber.com
Fenestrae B.V.,info@fenestrae.com
"Argon Medical Devices, Inc.",oem.customerservice@argonmedical.com
CCG Testing & Certification B.V.,info@ccg-certification.com
Grandway Healthcare Limited,sales@grandway.com.hk
Medu-Scientific Ltd.,info@medu-scientific.com
NDF Special Light Products BV,sales@ndf.eu
conplement AG,info@conplement.de
Oriental Inspiration Ltd.,sales@oi.com.hk
Lasertech Chemical Machining Group s.r.l.,info@cm-italia.it
CERHUM sa,info@cerhum.com
"Jiangsu Bioperfectus Technologies Co., Ltd.",zhurong@s-sbio.com
Smartizon Medical Group Limited,info@smartizon.net
Hamamatsu University School of Medicine,chizai@hama-med.ac.jp
Sinocare Inc.,info@sinocare.com
Vincent Medical Care Company Limited,overseas.vm@vincent-raya.com
ITR Software GmbH,info@itr-software.de
Pronat Medical,sales@pronatmedical.com
Kleinmann GmbH,info@kleinmann.net
Concord Medical Limited,info@concord-medical.com
Holzmann Medien GmbH & Co. KG,info@holzmann-medien.de
Telefield Medical Imaging Ltd.,cs.imaging@telefield.com.hk
1 Masks,cyrus@1masks.com
Super Jackpot (H.K.) Int'l Ltd,enquiry@vigorprecision.com.hk
Li Wai Precision International Ltd,oversea@aquilamedical.com
ENVISEN International Limited,ryan.wong@envsien.com
MSS HK Limited,hbourgeois@mss-hk.com
Veric Biomedical Technology (Hong Kong) Ltd.,sales3@landswick.com
Brand Meditech (Asia) Co. Ltd.,sarah@brand-med.com
"Apollo RT Co., Ltd.",contact@apollo-rt.com
pn verlag Dr. Wolf Zimmermann KTM Krankenhaus Technik + Management,ktm@pn-verlag.de
International Medical Engineering Company Limited,info@alma-healthcare.com
COMED Computerorganisation in der Medizin GmbH,comed@comed-com.de
Dr. Brill + Partner GmbH Institut für Hygiene und Mikrobiologie,info@brillhygiene.com
G&G Medical Products (HK) Co Ltd,admin@gandgmed.com
Phyco-Biotech SAS,a.flage@phyco-biotech.com
BEDAL NV,alexander@bedal.be
Besco Projects BVBA,info@besco.be
STANLEY Healthcare Inc.,stanleyhealthcare@sbdinc.com
UNIRENT EDV-Systemtechnik GmbH,info@unirent.de
SOPAC MEDICAL SAS,info@sopac-medical.com
DEMCON macavi respiratory systems BV,info@macawi.com
Finapres Medical Systems B.V.,info@finapres.com
"Bionet Co., Ltd.",sales@ebionet.com
GUIDED IMAGING Mepy Benelux BVBA,EELBODE@MEPY.be
Zebra Academy CVBA,bastien.ritzen@zebra-telemedicine.com
Z&D sprl,info@boutiquedudos.be
Regulatory Compliance Associates Inc.,info@rcainc.com
Haynl-Elektronik GmbH,info@haynl.com
Bio-techne (CLINIQA Corporation),info@cliniqa.com
Alere Technologies GmbH,regina.heinze@clondiag.com
TEMCA GmbH,info@temca.eu
3QBD Ltd.,mosheg@3QBD.com
BioMed Jena GmbH Biomedizinische Technik,info@biomed-jena.de
PRO - LAB Diagnostics Ltd.,uksupport@pro-lab.com
Imutest Limited,enquiries@imutest.com
JeNaCell GmbH,info@jenacell.de
MSE (UK) Ltd.,sales@mseuk.co.uk
SureScreen Diagnostics Ltd.,response@surescreen.com
Kugler GmbH,info@kugler-precision.com
VDMA - Arbeitsgemeinschaft Medizintechnik,vdw@vdw.de
macio GmbH,info@macio.de
RoweMed AG Medical 4 Life,info@rowemed.de
PLATO AG,info@plato.de
WIBU-SYSTEMS AG,info@wibu.com
Harmonic Drive AG,info@harmonicdrive.de
Trotec Laser Automation GmbH,tld@troteclaser.com
Eoswiss-Engineering Sàrl,info@eoswiss-engineering.ch
Pittman Motors,info.pittman-motors@ametek.com
GEMÜ GmbH,info.medical@gemue.ch
"AMETEK Technical & Industrial Products, Inc. Dynamic Fluid Solutions Business Unit",info@ametektip.com
Haydon Kerk Motion Solutions,info-europe.haydonkerk@ametek.com
Hospitech Manufacturing Services Sdn. Bhd.,theresa@hospitech.net
LEONIX SDN BHD,info@leonix.my
DIPPRO SDN BHD,sales@dippro.com.my
Icecure Medical Ltd.,himelfarb@icecure-medical.com
Technische Universität Chemnitz Fakultät für Maschinenbau Professur Sportgerätetechnik,frage-an-sgt@mb.tu-chemnitz.de
MediRox AB,info@medirox.se
G-FLEX Europe Sprl,info@g-flex.com
UNFO Med ltd.,eilon@unfo-med.com
Estar Medical Ltd.,yuval@estar-medical.com
Alan & Co. s.a.,info@alan.be
Leibniz-Institut für Analytische Wissenschaften ISAS - e.V.,info@isas.de
"Fachhochschule Südwestfalen, Zentrum für Gesundheitstechnologie und Ökonomie",
MyCartis NV,info@mycartis.net
ALPHA PLAN GmbH,message_to@alpha-plan.de
Cluster InnovativeMedizin.NRW GbR,info@innovative-medizin-nrw.de
Deutscher Akademischer Austauschdienst e.V. (DAAD),postmaster@daad.de
"FOM Hochschule f. Oekonomie&Manangement Ministerium f. Wirtschaft, Energie, Ind. Mittelst. u. Handw.",studienberatung@fom.de
SPNL PRINT SDN. BHD,export2@medigraphpaper.com
CF-system BVBA,info@cf-system.com
Pangolin medical,ohad@pangolin.co.il
Westfälische Hochschule Fachbereich Elektrotechnik und angewandte Naturwissenschaften,martin.overhoff@w-hs.de
Medvigo UG (haftungsbeschränkt),info@medvigo.com
SYNABS SA,
Healthcare X.0–Tumordokumentation–ISW GmbH,medica@healthcare-xnull.de
MPV MEDICAL GmbH,info@mpvmedical.com
European Sleep Research Institute NV,info@esri.be
Anne-Lore by Van Herck,info@van-herck.be
A.K.TEK GmbH,info@ak-tek.de
@-yet GmbH,info@add-yet.de
EvU-ACTS GmbH,info@inmepro.de
item Industrietechnik GmbH,info@item24.de
Kusch+Co GmbH & Co. KG,welcome@kusch.com
RHEOSOL Wachendorff-Chemie GmbH,info@rheosol.de
"""RehaReform"" - ZIM Netzwerk AGIL GmbH Leipzig",scarbata@agil-leipzig.de
Health o meter® Professional Scales,homprocs@homscales.com
ITA Technologietransfer GmbH,info@ita-gmbh-ac.de
Cryoalfa Europe Ltd.,cryoalfa@cryoswiss.com
Dr. Junghans Medical GmbH,info@dr-junghans.de
Dr. Müller Gerätebau GmbH,info@dr-mueller-geraetebau.de
MoveoMed GmbH,info@moveomed.de
InnoME GmbH,info@innome.org
Herbalind gGmbH,info@herbalind.de
MULTISAFE SDN BHD,lzwai@beesuremedical.com
GEDmbH,ged@ged-pcb-mcm.de
Profümed Karlheinz Lohr e. K.,info@profuemed.de
Wirtschaftsförderung Sachsen GmbH (WFS),info@wfs.saxony.de
Atostek OY,mika.torhola@atostek.com
Ladiy Healthcare SDN BHD,info@ladiy2u.com
GATC Biotech AG,customerservice@gatc-biotech.com
LKL Advance Metaltech Sdn Bhd,info@lklbeds.com
Bioni CS GmbH,info@bioni.de
DSWISS SDN BHD,vincent@dswissbeauty.com
Dr. Seibt Genomics GmbH,info@dr-seibt-genomics.com
Invest Region Leipzig GmbH,
bwh Spezialkoffer GmbH,info@bwh-koffer.de
H&R Medizintechnik GmbH & Co. KG,info@bone-helix.com
GUNZE INTERNATIONAL EUROPE GmbH,info@gunze-intl.de
F. H. Papenmeier GmbH & Co. KG,info@papenmeier.de
ELISCHA Business Development,info@elischa-med.de
DITG GmbH Deutsches Institut für Telemedizin und Gesundheitsförderung,office@ditg.de
BOSANA Medizintechnik GmbH,info@bosana.de
BioCampus Cologne Grundbesitz GmbH & Co. KG,info@biocampuscologne.de
AvP Service AG,dialog@avp.de
Agentur GesundheitsCampus Bochum,info@gc-bo.de
medi1one medical gmbh,info@medi1one.de
yband therapy AG,info@ybandtherapy.com
Endoss B.V.,info@endoss.nl
ACUTRONIC Medical Systems AG,info@acutronic-medical.ch
Heng Yu Electronic Manufacturing Co. Ltd,hy_sales@hengyu-tech.com
Novioscan,jorien.de.jonge@novioscan.com
Novymed International BV,info@novymed.com
MyDiagnostick Medical BV,info@mydiagnostick.com
Micro-Serve Laboratory,info@micro-serve.nl
Heijneman Medical BV,info@heijnemanmedical.nl
GELITA MEDICAL GmbH,service@gelitamedical.com
The Rodwell Autoclave Company,autoclavesales@rodwellgroup.co.uk
Innova Biosciences Ltd,info@innovabiosciences.com
"EUROHOB (UK) Co., Ltd.",hobtingting@gmail.com
Diabetizer Ltd. & Co. KG,r.hrassnigg@diabetizer.com
Sanmina EMS Haukipudas,pekka.lamminpaa@sanmina.com
NEOFECT Co. Ltd.,sy@neofect.com
Systema Gesellschaft für angewandte Datentechnik mbH,k.girke@systema-online.de
Forschungscampus M²OLIE Mannheim Molecular Intervention Environment,info@m2olie.de
"Shenzhen Creative Industry Co., Ltd",info@creative-sz.com
"Friedrich-Alexander-Universität Erlangen-Nürnberg, Lehrstuhl für Mustererkennung / Sportinformatik",bjoern.eskofier@fau.de
ProMéxico,promexico@promexico.gob.mx
NRW.International GmbH,info@nrw-international.de
Zahnmedizinisch-Biowissenschaftliches Forschungs- und Entwicklungszentrum (ZBZ Witten GmbH),info@zbz-witten.de
IHK-NRW e.V.,info@ihk-nrw.de
Rehab-Robotics Company Ltd.,info@rehab-robotics.com
Hochschule Niederrhein Fachbereich 10 - Gesundheitswesen,sekretariat-10@hs-niederrhein.de
Vomark Technologies Inc.,info@vomark.com
Tech-NEL GmbH,babynel-bed@nel.de
Media-NEL GmbH,info@media-nel.de
PLASTIK STC SDN BHD,info@hlhightech.com
Innovation Health Partners GmbH,info@innovationhealthpartners.de
PTA Schweiz GmbH,beate.tolen@pta.ch
"Yinjing Medical Technology (Shanghai) Co., Ltd.",lucyluo@yinjing.cn
Mediunion(Hubei) Nonwoven Products Co. Ltd.,service@cehcare.com
ASSKEA GmbH,info@asskea.de
"Anhui Hongyu Wuzhou Medical Manufacturer Co., Ltd.",info@hongyu-wuzhou.com
"Hunan China Sun Medical Devices Co.,Ltd.",chinasunmedical@163.com
Endosmart Gesellschaft für Medizintechnik mbH,info@endosmart.de
OBMedical Company Corp.,info@obmedco.com
GX Systems Limited,claire.banks@gxgroup.com
EKF Diagnostics Holdings plc,info@ekfdiagnostics.com
BeWell Innovations NV,joris.wille@bewellinnovations.com
ZAO EXPOCENTRE,centr@expocentr.ru
ARQUER DIAGNOSTICS Ltd. North East Business & Innovation Centre,info@arquerdx.com
Thera Bytes UG (haftungsbeschränkt),info@therabytes.de
Biofortuna Ltd,services@biofortuna.com
Astell Scientific Ltd.,info@astell.com
BBI Solutions OEM Limited,info@bbisolutions.com
FastROI Ltd,info@fastroi.fi
Finpro oy,paivi.antila@finpro.fi
Orfit Industries N.V.,welcome@orfit.com
medbike Ds-Design BVBA,sales@med.bike
DreamTec Software Ltd,info@dreamtecsoftware.com
NAQI nv,sales@naqi.com
Vales & Hills Biomedical Tech. Ltd.,
Weiss Klimatechnik GmbH Geräte- und Anlagenbau,mediclean@wkt.com
OSCOMED GmbH,info@oscomed.de
"Lifepum Meditech Co., Ltd",info@lifepum.com
REHA FUND Sp. z o.o.,info@rehafund.pl
"Beijing D&W Medical Equipment Co.,Ltd",global@dw-medical.com
99 Technologies S.A.,info@99technologies.ch
HANA MEDIC SDN BHD,admin@hanamedicsdnbhd.com
Single Use Surgical,info@susl.co.uk
"Beijing Eternal Medical Technology Co., Ltd.",export@eternal-med.com
NAQI Belgium,info@naqi.be
"Beijing Eternity Electronic Technology Co.,Ltd",yshmed@126.com
MDD Medical Device Development GmbH,info@m-d-d.net
Beijing HongRunDa Sci-Tech Development Co. Ltd,838509481@qq.com
"Beijing Gaoxin Huakang Technology Co., Ltd",yolanda@oxylanda.com
"Bionik, Inc.",skrebs@bioniklabs.com
"Beijing Huaren HSTD CO.,LTD",bjhuaren@126.com
"Beijing KellyMed Co., Ltd.",export@kelly-med.com
Beijing Kingst Commercial & Trade Co.,mail@ekingst.com
"Beijing Rongrui-Century Science & Technology Co., Ltd.",info@reswell.com.cn
promedtheus Informationssysteme für die Medizin AG,info@promedtheus.de
DMI GmbH & Co. KG,info@dmi.de
mdc medical device certification GmbH,mdc@mdc-ce.de
asap endoscopic products GmbH,info@asap-gmbh.de
Kitron GmbH,germany@kitron.com
Medanets OY,medanets@medanets.com
KERN & SOHN GmbH,info@kern-sohn.com
Roesys GmbH,info@roesys.de
B. Science Global Aps,info@bscienceglobal.com
C&W Electronics Pte. Ltd.,eugene.sng@cnw.com.sg
Putnam Plastics Corp.,kseaward@putnamplastics.com
Landeshauptstadt Dresden Amt für Wirtschaftsförderung,wirtschaftsfoerderung@dresden.de
Maccura Singapore Pvte. Ltd.,maccura@maccura.com
"Beijing Hotgen Biotech Co.,Ltd",sales@hotgen.com.cn
Innokas Medical Ltd.,innokas@innokasmedical.fi
Intertek Deutschland GmbH,germany@intertek.com
ELvation Medical GmbH,info@elvation.de
NANO Q S.A.,particles@nanoqoloids.com
Jei Daniel Biotech Corp.,business@jdbiotech.com
März Internetwork Services AG,info@maerz-network.de
ID Information und Dokumentation im Gesundheitswesen GmbH & Co. KGaA,info@id-berlin.de
"Asia Connection Co., Ltd.",info@asiaconnection.com.tw
Angeline Group Ltd.,angeline.charles@gmail.com
Peili Vision Oy,jussi.auvinen@peilivision.fi
Dr. Henke HCMC Akademie,medica@drhenke.de
Fischer ANalysen Instrumente GmbH,fan@fan-gmbh.de
"Kao Chen Enterprise Co., Ltd.",service@softguards.com
Panpac Medical Corp.,janice.chow@panpac.com.tw
"Homecare Enterprise Co., Ltd.",kuanlong@ms65.hinet.net
Precious Mountain Ent. Corp.,sales@pmgloves.com.tw
"Rehan International Co., Ltd.",rehan@rehanbiz.com
"TAV CO.,LTD.",tim@tav.com.tw
"Alexandave Industries Co., Ltd.",alex1168@alexandave.com
"True Source Technology Co., Ltd.",ken@truesource.com.tw
"Kaiwood Technology Co., Ltd.",service@kaiwood.com.tw
"Bioptik Technology, Inc.",service@bioptik.com.tw
Rebstock Instruments GmbH,info@rebstock.de
"Wellcare Co., Ltd.",info@wellcare-global.com
Unimax Medical Systems Inc.,unimax@unimaxmeds.com
"Master & Frank Enterprise Co., Ltd.",info@master-frank.com.tw
"DELBIO, INC.",jeff.peng@deltaww.com
Innovative Medical Manufacturing Company,service@immc.com.tw
"I Caremed Co., Ltd.",sales@i-caremed.com
"Grand Healthcare Co., Ltd.",vivienne.chen@grandhealthcare.com.tw
"Derwei Textile Co., Ltd","derwei@derweitex.com.tw, derwei.evelyn@outlook.com"
Asiatic Fiber Corp.,service@asiatic.com.tw
"Colossal Career Machinery Co., Ltd.",ccmcl@ms10.hinet.net
DINGZING ADVANCED MATERIALS INC.,patricia.shen@dingzing.com
"Hsiner Co., Ltd.",sales@hsiner.com
Comfort Plus Corporation,service@comfortplus-medical.com
"SENTEQ CO., Ltd",info@senteqlife.com
Artemis Medical SA,b.delovinfosse@artemis-medical.com
"KORUST Co., Ltd.",sales@korust.com
myon AG,info@myon.ch
Elcam Medical,sales@elcam.co.il
LinkTech Quick Couplings Inc.,csr@linktechcouplings.com
Kent Systems LLC,sales@kentsystems.com
Biolene S.r.l.,luis.herrera@biolene.com
Sonovum AG,info@sonovum.de
Vivalnk,support@vivalnk.com
OSP Healthcare Ltd.,lydia@osphealthcare.com
Total Vein Systems LLC,david@totalvein.com
OncoDNA S.A.,infos@oncodna.com
Association of British Healthcare Industries Ltd.,exhibitions@abhi.org.uk
Jorgensen Engineering A/S,jorgensen@jorgensen.dk
Merit Medical OEM,meritoem@merit.com
Newmed Srl,newmed.sales@midmark.com
Hochschule Kaiserslautern,itw@fh-kl.de
Medical-X B.V.,info@medical-x.com
Rotho Advanced Solutions AG,info@r-as.ch
Icare Finland Oy,info@icarefinland.com
Dermoequipos s.r.l.,info@dermotherap.com
Qserve Consultancy BV,info@qservegroup.com
Grupo Promex,info@grupo-promex.com.ar
Oxavita SRL,info@biobarica.com
Womsurgical SRL,dr.jorgepetrone@womsurgical.com
IDEAR Investigaciones y Desarrollos Arg. SRL,export@idearsrl.com.ar
Apexar Technologies S.A. (Biotrend),tradefair@apexar.com
Eccosur,comex@eccosur.com
HANSHI Ruben Lioi,ventas@hanshi.com.ar
Histo S.A.,info@histo.com.ar
"TINAVI Medical Technologies Co.,Ltd.",zhangxuqing@tinavi.com
IMI Precision Engineering,lifesciences@imi-precision.com
BWF Thermoforms tkt Technische Kunststoff-Teile GmbH,info@bwf-thermoforms.de
SKF GmbH LAT Sales,marketing@skf.com
FRIO UK Ltd.,info@friouk.com
Sensire Ltd. Sensire,sales.sensiremed@sensire.fi
neoplas tools GmbH,info@neoplas-tools.eu
Dialife SA.,info@dialifegroup.com
Suisse Med Technologies SA,info@suissemt.com
Wet Wipe Kft,wetwipe@wetwipe.hu
Dentech BT,dentech@dentech.hu
East-Trade Ltd SafeLaser Trade,endrei.balazs@safelaser-salespartner.com
EMD Endoscope Device Manufacturing and Sales Ltd.,sales@emd.hu
Medimetal Ltd.,medimetal@medimetal.hu
TensioMed Kft,info@tensiomed.com
MDQuest Ltd.,info@mdquest.hu
THOR Research & Development Kft,thor@thorlabor.com
HandinScan Kft.,sales@handinscan.com
MedCare Kft,info@medcareltd.com
MOMERT ZRT,farkasd@momert.hu
KLIMEX Medical Ltd.,
MEDICOR Zrt.,medica@medicor.hu
Belux Group Ltd.,sales@belux.hu
SAMAPLAST AG,info@samaplast.ch
IOB Medical Inc.,info@iobmedical.com
Maucher Jenkins,marketing@maucherjenkins.com
Tec-Innovation GmbH,office@tec-innovation.com
3D MEDIVISION Inc.,hbkim@3dmedivision.com
"ZHEJIANG SCOBRY MEDICAL TECHNOLOGY CO., LTD.",kimc@188.com
"TT MOTOR (SHENZHEN) Industrial Co., Ltd",ttmotor@ttmotor.com
"Wenzhou Aochang Misawa Medical Tech. Co., Ltd.",aochang@cn-aochang.com
"Shenzhen Keyto Fluid Control Co., Ltd.",info@keytofluid.com
"Sun-Round Technology (Shenzhen) Co., LTD",liyan@sun-round.com.cn
