exhibitor_name,email
EverBio Technology Inc.,info@everbiotech.com
Department for International Trade (DIT),John.Lownds@trade.gsi.gov.uk
Collagen Solutions plc,medica16@collagensolutions.com
Scottish Development International Scottish Enterprise,enquiry@scotent.co.uk
"Medwell Medical Products Co., Ltd",
CBM Smart Health Cluster Friuli Venezia Giulia SCRL,info@cbm.fvg.it
KIRMED SRL,international@kirmed.com
R3PLACE SRL,
"Banzai Corporation Pvt., Ltd.",info@banzai.com.pk
PIOMED GmbH,kontakt@piomed.ch
DIPTECH INDUSTRIES SDN BHD,gboon@diptech.com.my
"Hangzhou Guoguang Touring Commodity Co., Ltd.",guoguang@hz-guoguang.com
"Yangzhou Medline Industry Co., Ltd.",sales@cnmedical.net
"Beijing Safe Heart Technology Co., Ltd.",remy@safeheart.com.cn
ifap Service-Institut für Ärzte und Apotheker GmbH,info@ifap.de
DAUD JEE MFG. CO,info@daudjeemfg.com
CompuGroup Medical Deutschland AG Geschäftsbereich Telematik Infrastruktur,
CompuGroup Medical Deutschland AG GB Medizinische Informationssysteme,info.deutschland@cgm.com
CompuGroup Medical Deutschland AG Geschäftsbereich telemed,vertrieb@telemed.de
Kunshan Health&Beyond Inc.,info@healthandbeyond.cn
"Vadi Medical Technology Co., Ltd.",sales@vadimedical.com.tw
"Li-Tek Technology Co., Ltd",butter@li-tek.com
Tex Year Industries Inc.,brianc@texyear.com
Pharmed Neurotechnics Ltd,info@pharmed-group.com
Endospec Inc.,info@endospecinc.com
Kohlbrat & Bunz GmbH,office@kohlbrat-bunz.com
DeTechnik GmbH,messe@detechnik.de
Geon Corporation Ltd.,info@geon.com.tw
Molekula Group,"kbanks@molekula.com, enquiries@molekula.com"
Tecan Deutschland GmbH,info-de@tecan.com
privadis GmbH,info@privadis.de
"Well Lands Enterprise Co., Ltd.",wellland@wellland.com.tw
UVLrx Therapeutics,kirs@uvlrx.com
solimed - Unternehmen Gesundheit GmbH & Co. KG,netzbuero@solimed.de
SYSADVANCE - Sistemas de Engenharia SA,info@sysadvance.com
Amcor Flexibles SPS SASU,contact.sps@amcor.com
Evena Medical Inc.,info@evenamed.com
Hamburg Applications MES UG (haftungsbeschränkt),info@hamburg-applications.com
Mesa Biotech,
"Anqing Baojie Packaging Co., Ltd.",2880992571@qq.com
"Jiangxi Langhe Medical Instrument Co., Ltd",
medical bees GmbH,info@medical-bees.de
"MedicalTek Co., Ltd.",mdtk.tw@gmail.com
TapMed Medizintechnik Handels GmbH,info@tapmed.de
"BI Medical, LLC",elizabeth@materialsscience.org
Sappi Casting & Release Paper,neoterix@sappi.com
Melet Schloesing Laboratoires GmbH C & E Europe,office@mslab.at
Shandong Sincere Medical Products Co. Ltd.,sales@sinceremed.com
GEMTIER MEDICAL (SHANGHAI) INC.,sales@gemtier.com
"Hangzhou GSPmed Medical Appliances Co., Ltd.",info@gspmed.com
Changshu Beyond Medical Device Co. Ltd.,by@beyondmed.cn
Rumidimur DMCC,rumidimur@rumidimur.com
MEGASAN Medikal Gaz Sistemleri Tibbi Alet ve Cihazlar A.S. Çankiri,yecelikten@megasan.com.tr
My Pharma Company SAS,contact@mypharmacompany.com
JenaSurgical GmbH,info@jenasurgical.com
"National Bio-Founder Biotechnology Co., Ltd.",info@nb-f.cn
Nestmedic Sp. z o.o.,office@nestmedic.com
"Sunrise Medtech International Co., Ltd.",info@srmedtech.com
"Shenzhen Szone Medical Electronic Co., Ltd.",sales@szonemed.com
"Wuxi BioHermes Bio&Medical Technology Co., Ltd.",info@biohermes.com.cn
Rising Medical Cooperation Limited,marketing@kewei-rising.com
Shenzhen Association of Medical Devices,medicalshow@samd.org.cn
"Sunray Medical Apparatus CO., LTD",overseas@sunray.cn
BTL Medizintechnik GmbH,info@btlmed.de
Hermann Medizintechnik GmbH,info@hermann-medizintechnik.de
Humanscale International Holdings Ltd.,info@humanscale.co.uk
"Shenzhen Jiacom Technology Co., Ltd.",robin@szjiakang.com
"Shenzhen Aeon Technology Co., Ltd.",market@aeon-med.com
"Shenzhen Bliss Technology Co., Ltd.",zhu@blissbest.com
"Shenzhen Probe Science & Technology Co., Ltd.",liyz@probemedical.com
"Shenzhen Shenchao Transducer Co., Ltd.",market@probe-china.com
"Jing Yun Plastics Co., Ltd.",wendy.hung@jyplastics.com
"APK Technology Co., Ltd.",offices2@apk-technology.com
STERIMED SARL,export@cons-med.com
PECMI,imed.charfeddine@groupepec.com
MEDIKA HITEX,s.charnine@medis.com.tn
Sofemed International SARL,export@sofemed.com.tn
BIOSPHERE BIOLOGICAL TECHNICS SARL,hds.rigane@biosphere.tn
Societe de Fabrication des Articles Pharmaceutiques SO.F.A.P,selim.mrad-daly@sofapmedical.com
BioService Tunisie SARL,info@bioservicetunisie.com
"Biomedical Instruments Co., Ltd.",sales@bi-biomed.com
"Shenzhen Taijia Electronics Co.,Ltd.","judy@taijia.com, zjangxiaoru@taijia.com"
"Shenzhen Jumper Medical Equipment Co, Ltd.",info@jumper-medical.com
"Shenzhen Kingyield Technology Co., Ltd.",kingyield@kingyield.com
"Sky Wise Medical Instrument(Shenzhen) Co.,Ltd",sales@skynector.com
"Guangzhou Huaxi Medical Science Technology Co., Ltd.",kelzhang@gzhuaxi.com
"Shenzhen ECGMAC Medical Electronics Co.,Ltd.",info@ecgmac.com
Shenzhen Boomingshing Medical Device Co.,"cs5@bomingshing.com, cs7@bomingshing.com"
"FUDAKANG INDUSTRIAL CO., LTD",sales3@fudakang.com
REMA Medizintechnik GmbH,info@rema-surgery.de
"Shenzhen Elite Medical Technology Co., LTD",sales@chinaelitemed.com
Mizuho OSI Corporation,kmccallum@mizuhosi.com
Früh Verpackungstechnik AG,tgood@fruh.ch
Innovfusion Pte. Ltd.,theotan@thebiofactory.com
SG Meditech Pte Ltd,theotan@thebiofactory.com
TNR Diagnostics Pte Ltd,theotan@thebiofactory.com
Oscare Medical Oy,info@oscaremedical.fi
Lysoform Dr. Hans Rosemann GmbH,kontakt@lysoform.de
"Fiberpure Co., Ltd.",info@fiberpure.com.tw
Ultra for Medical Products Co. ULTRAMED,shady@elaggargroup.com
Life Wear Technolgies,
MAJnMAR MEDICAL PRODUCTS Co. Ltd.,info@majnmar.com
"Shenzhen Wisonic Medical Technology Co., Ltd.",info@wisonic.cn
NINGBO SUNCARE MEDICAL INSTRUMENTS CO. LTD.,info@suncaremed.com
"Changzhou Shuangma Medical Devices Co., Ltd.",info@shuangma-china.com
Ningbo Newcare Import & Export Co. Ltd.,sale@chinanewcare.com
Healthcare IT Solutions GmbH,info@hit-solutions.de
MEDIFIT SRL,info@medifit.tech
Fraunhofer-Institut für Fertigungstechnik und Angewandte Materialforschung IFAM,info@ifam.fraunhofer.de
Ansmann AG,info@ansmann.de
Hoffmann+Krippner GmbH,info@tastatur.de
Farum S.A.,export@farum.com.pl
ITEMAS: Healthcare Technologies Innovation Platform,info@itemas.org
AirSep Corporation,info@airsep.com
Lasotronix Marcin Pokora,med@lasotronix.eu
"Sazgan Gostar Co., Ltd.",info@sazgan.com
Parsiss Co.,sales@parsiss.com
Ehya Darman Pishrafteh,info@ehyadarman.com
ChitoTech Inc.,info@chitotech.com
Kavandish System Engineering Co. Inc.,info@kavandish.com
DAHIANPEZESHKI PISHRO,info@dahian-co.com
Novatis Teb Company LLC,info@icdgroup.org
Danesh Bonyan Maya Slim Aria,info@medariaco.com
Pooyandegan Pezeshki Pardis (3P) Ltd.,info@3pardis.com
BehbanShimi Pharmaceutical Company,info@behbanshimi.ir
"Zhejiang Haisheng Medical Device Co., Ltd.",info@hisern.com
Communauté d'agglomération Caen la mer EPCI,laure.lehaut@synergia.fr
Jiangsu Allwell Medical Products Co.Ltd.,
"Hangzhou Kailong Medical Instruments Co., Ltd.",info@kailongx-ray.com
"Yixing Medical Devices Co., Ltd.",Ethansales@163.com
"HUGER Medical Instruments Co., Ltd.",inform@huger.cn
"Suzhou Hengxiang Import & Export Co., Ltd.",wmgl@hengxiang.cn
KUKA Roboter GmbH,sales.robotics.de@kuka.com
Addcare Bio-Tech Ltd. Company,sales@addcare.cn
A.M.C. STAMPI S.R.L,elisa@amcstampi.it
TES Frontdesign GmbH,info@tes-frontdesign.de
"Statcorp Medical Corporation a part of Spacelabs Healthcare, an OSI Systems Co.",customerservicestatcorp@osi-systems.com
Cruinn Medical Ltd,info@cruinn.ie
Centra for Medical Supplies JSC,info@centra-egypt.com
"TOP-MEDICAL MEDICAL DRESSING CO., LTD.",laurence@topmedical.com.cn
Vitro Scient Limited Partnership,info@vitroscient.com
Egy Chem for Lab Technology S.A.E,sales@egy-chem.net
Miralab,logistics@mira-lab.com
HCS Computertechnologie GmbH,info@hcs-ct.de
VINNO Technology (German) GmbH,
CAIRE Inc,customerservice.europe@chartindustries.com
Deutsche Gesellschaft für Telemedizin e.V.,info@dgtelemed.de
Chart MVE,customerservice.europe@chartindustries.com
medica Medizintechnik GmbH,info@thera-trainer.de
Braxton MFG Co. Inc.,sales@braxtonmfg.com
ITZ Medicom GmbH & Co. KG,info@itz-medi.com
HPI SAS,hpi@hpi-medical.com
G. Brans Beneware Benelux,info@beneware.nl
Taisier-Med (S.A.E.) Surgical Sutures & Mes,info@taisiermed.com
intarsys consulting GmbH,sales@intarsys.de
"Perfect Medical Industry Co., Ltd.",1029@pwuhui.com.tw
"Lampire Biological Laboratories, Inc.",lampire@lampire.com
Dymax Corporation,info@dymax.com
Hochschule Trier Umweltcampus Birkenfeld,presse@umwelt-campus.de
RHEIN Enterprises (Pvt) Ltd.,info@rheingroup.com
Parsian Medical Co.,info@parsianmedical.com
ZAB ZukunftsAgentur Brandenburg GmbH,info@zab-brandenburg.de
MT MonitorTechnik GmbH & Co. KG,monitortechnik@t-online.de
PHARMA SEPT MEDICAL PRODUCTS INC.,info@pharmasept.com
AKLEBIA eCare Solutions GmbH Aktiv leben im Alter,service@aklebia.de
BOX O3 GmbH,info@boxo3.de
R-Optics O.O.O,info@r-optics.ru
The International Medical Cluster Foundation,info@imc-foundation.ru
NOMICS S.A.,sales@nomics.be
Upright Technologies Ltd,oded@uprightpose.com
Science & Engineering Center Scaner LLC,sr@scaner.ck.ua
Medisana AG,info@medisana.de
disty communications GmbH,info@disty.de
Cosinuss GmbH,info@cosinuss.com
112Motion BV,info@112motion.com
"Bore Da Biotech Co., Ltd.",
Forta Medical SIA,info@fortamedical.com
Nebropath GmbH,info@nebropath.de
Enfucell Oy,info@enfucell.com
TESCOM EUROPE GmbH & Co. KG,eu.tescom@emerson.com
Branson Ultraschall Niederlassung der EMERSON Technologies GmbH & Co. OHG,info@branson.eu
Medical Predictive Science Corporation,info@heroscore.com
Friendship Europe ApS,
"Ultra-Controlo Projectos Industriais, Lda.",info@ultra-controlo.com
"United Imaging Systems (Beijing) Co., Ltd.",sales@unimaging.com
Nordiska GmbH,info@nordiska.de
Silver Med,help@silver-med.com
Novo Care for Trading and Agancies,novocare@novocare.com.eg
Vi Pha Co,contact@vipha.co
KiWi GmbH,info@kiwi-kiel.de
MININI S.R.L.,info@minini.eu
Arab Medical Equipments Company (AMECO),ameco@amecoegypt.com
Enteplin Egypt,sales@enteplin.com
Apex Tools and Orthopedics Co. Ltd.,apex@apexitool.net
Interco SPRL,info@intercomatelas.be
Urban Invention GbR,contact@urban-invention.com
CNC Sail Large International Group Inc.,
"Somnics, Inc.",weichun@somnics.com
Technomed Europe BV,info@technomed.nl
Sanquin Blood Supply Foundation Division Reagents,reagents@sanquin.nl
Medisafe Technologies,contact@medisafe-tech.com
"Ningbo Techart Medical Equipment Co., Ltd.",sales01@techartmed.com
"Hopefull Medical Equipment Co., Ltd.",salea01@hope-full.com
WRIG Nanosystems Pvt. Ltd.,siddarth@wrig.in
Ceyoniq Consulting GmbH,info-consulting@ceyoniq.com
"Joson-Care Enterprise Co., Ltd.",overseas_ma@joson-care.com.tw
Kinesis Health Technologies Ltd.,info@kinesis.ie
Personal Connected Health Alliance / Continua,info@pchalliance.org
Fokus Technologies GmbH,info@fokus-technologies.de
MIME Technologies Ltd.,info@mimetechnologies.com
Melvin ApS,info@mymelvin.com
arab medical Egypt,info@acita.com
EUROMED,euromed@euromed.com.eg
Austrian Business Agency GmbH,office@aba.gv.at
Vitacon AS,
BeneSol,
Mobile Workforce Inc.,sales@mobile-workforce.com
HOTSPOT AREA - Messe Düsseldorf GmbH,
GLÄSERNE REDAKTION - Messe Düsseldorf GmbH,
Usono,
Bambi Belt B.V.,info@bambi-belt.com
Rein Medical GmbH,info@reinmedical.com
Prodipp ApS,Keld@Prodipp.com
Omnicare Group Inc.,info@omnicareonline.com
Maestro Innovations Corporation,maestro@maestrohealthcare.com
UEBE Medical GmbH,info@uebe.com
"Advanced Instrumentations, Inc.",info@advanced-inst.com
Noxerior s.r.l.,info@noxerior.com
Roche Diabetes Care,info@roche.com
"DONGGUAN CITY RISEN MEDICAL PRODUCTS CO., LTD.",info@risenmedical.com
"Suzhou Pulikang Medical Device Co., Ltd",
"Shanghai Minhua Medical Apparatus Supplies Co., Ltd",
goMed2Med BV,info@gomed2med.com
Silfradent S.r.l.,info@silfradent.com
Sabri Industries,sabri@nmsabri.com
Kummas Corporation,info@kummas.com
Ekso Bionics Europe GmbH,enquiries@eksobionics.com
Especialistas en Esterilizacion y Envase SA de CV,sales@grupoeee.com
Lomed Nederland BV,info@lomed.com
Oxyhelp Industry GmbH,office@oxyhelp.eu
"DISEÑO Y DESARROLLO DE COMPRESORES GRADO MEDICO, SAPI DE C.V.",gerencia@compressorsdd.com
Cohmedic SA de CV,
Chinovik Enterprises Inc,chinovik@outlook.com
"Jiangsu Zhiyu Medical Instrument Co., Ltd.",
"SHENYANG AERTI TECH CO., LTD.",
Sino-Hero (Shenzhen) Bio-Medical Electronics Co. Ltd.,manager@sinoheromed.com
Precision Biosensor Inc.,info@precision-bio.com
MH MEDICAL CO. LTD,info@mhmedical.cn
Nexor Medical GmbH,
Begüm Saglik Hizmetleri Tibbi Malzemele Danismanlik San ve Tic Ltd Sti,ingrownnail@gmail.com
Unify Deutschland GmbH & Co. KG,marketing.deutschland@unify.com
Vernipoll Srl,cesari@vernipoll.com
Videomed SRL,silvia.selvatico@it.trumpfmedical.com
DRGEM Corporation,drgem@drgem.co.kr
Antares Computer Verlag GmbH,antares@medizin-edv.de
ABANA MEDISYS PVT. LTD.,sales@abanamedisys.com
DGN Deutsches Gesundheitsnetz Service GmbH,infoline@dgn.de
Unitymedia NRW GmbH,
Servizi Associati Soc. Coop.,stefanom@servizi-associati.it
Hygienio Srl,hygienio@hygienio.com
Top Quality Group S.r.l.,info@topqualitygroup.it
Antano Group SRL,commerciale@antanogroup.com
Welcare Industries S.p.A.,info@welcaremedical.com
BTREE SRL,info@btree.it
10 MED LLC,sales@10med.com
"HUBEI HUANFU PLASTIC PRODUCTS CO., LTD",sales@hfnonwoven.com
GS1 Germany GmbH,info@gs1-germany.de
"Toyobo Co., Ltd. Diagnostic System Dept.",motoki_kyo@toyobo.jp
ProBrixia Branche Office Chamber of Commerce of Brescia,info@univet.it
Univet s.r.l.,info@univet.it
ProBrixia Branche Office Chamber of Commerce of Brescia,info@univet.it
3A Health Care S.r.l.,mail@3-a.it
ProBrixia Branche Office Chamber of Commerce of Brescia,info@univet.it
Idrogenet Srl,info@gloreha.com
ProBrixia Branche Office Chamber of Commerce of Brescia,info@univet.it
Flaem Nuova S.p.A.,info@flaemnuova.it
Franplast S.p.A.,info@franplast.it
ProBrixia Branche Office Chamber of Commerce of Brescia,info@marfranmed.it
ProBrixia Branche Office Chamber of Commerce of Brescia,info@marfranmed.it
Francesco Franceschetti Elastomeri Srl,info@marfranmed.it
ProBrixia Branche Office Chamber of Commerce of Brescia,info@marfranmed.it
Enki S.r.l.,info@enki-microtubes.com
"Pixelteq, Inc.",info@pixelteq.com
"nSpire Health, Inc.",sales@nspirehealth.com
Johari Digital Healthcare Ltd.,info@joharidigital.com
Intermedica,info@intermedica.com.eg
ARR AUSTRALIA PTY LTD,xindeli@vip.sina.com
Endosurg Medical Inc.,info@endosurgmed.com
Smith Associates Inc,
"Zhejiang Aoki Medical Dressing Co., Ltd.",aoqi@aoqimed.com
Swantia Medical Pvt. Limited,info@swantiamedical.com
NAPIER HEALTHCARE SOLUTIONS PTE. LTD.,info@napierhealthcare.com
CURAPRO GmbH,contact@curapro-trade.com
IQC AG,info@iqc-group.com
Sterimed Infection Control AWH Holding SAS,info@sterimed.fr
DAD&SONS SURGICAL INDUSTRY,info@dnssurgical.com
Guided Therapy Systems,info@guidedtherapy.com
Natvar Corporation A Tekni-Plex Company,carolyn.edwards@tekni-plex.com
avasis GmbH,info@avasis.biz
Lexel SRL,info@lexelmedical.com
"Longood Medicine (Beijing) Co., Ltd.",lange@longood.net
exceet Secure Solutions GmbH,info@exceet-secure-solutions.de
