NAME,DESC,IMGURL,PRICE,SPRICE,MEASURE
Givvo Sweet Peas,"Product of Kenya. Sweet, crunchy, and delicious raw or cooked (or pickled or roasted!), they are one of the most wonderful foods of spring.",/i/m/8885003326782_0096_1448861818370.jpg,2.1,0.0,200 g
YUVVO Sweet Corn,Product of Malaysia. Yellow in color. Rich in sugar.,/i/m/8885003329073_0001_1476354696967.jpg,1.1,0.0,2 per pack
YUVVO Japanese Sweet Potato,"Product of Vietnam. Purple skin and yellow flesh, the Japanese sweet potatoes are packed full of goodness containing the dietary fiber and vitamin C that may be your secret for dieting to lose weight just by eating healthy.",/i/m/8885003329370_0001_1476355017350.jpg,1.75,1.45,500 g
Givvo Butterhead Lettuce,"Product of Malaysia. Butter lettuce is also known as Boston lettuce. It has soft and delicate leaves, varying in color from mid-green to brown or red tinged. It has a subtle, slightly sweet flavor, and is good in all kinds of salads.",/i/m/8885003323026_2_1437109244491.jpg,3.0,0.0,200 g
Givvo Lady Fingers,"Product of Malaysia. Stewed okra is great, but for a little variety, we like to roast ours from time to time. This is so simple and easy and the okra tends to not be nearly as gummy or slimy when roasted. Chopped tomato, onion and some spices makes for great additions too.",/i/m/88850033266900120_1441196159236.jpg,1.6,0,200 g
Russet Potatoes,"Product of USA.Russets are long and large with a thick, rough, skin. A high-starch potato, with a flesh that's snowy white and very dry, they are the quintessential baking potato.",/i/m/IMG1586_1411023672749.JPG,4.43,0.0,2.27 kg
YUVVO Japanese Cucumber,"Product of Malaysia. Long, dark-green exterior with slightly rough surface with few seeds.",/i/m/8885003329141_0001_1476354845815.jpg,1.8,0.0,500 g
Airflown Cucumbers,"Product of Netherlands. Cucumbers are a wonderfully refreshing vegetable, with a crisp texture and cool taste. They're available in a number of different varieties, all of which can be used raw in salads, sandwiches, dips and accompaniments, as well as cooked in soups.",/i/m/8719172060423_5_1435902606635.jpg,2.75,0,1 per pack
Airflown Avocado,"Product of Chile. Hass Avocados have coarsely textured skin, and they are the only variety that changes colour with ripening, turning from green to purplish-black.",/i/m/8719172060942_1_1435901164092.jpg,6.95,0,2 per pack
Givvo Romaine Lettuce,"Product of Malaysia. Romaine is the usual lettuce used in Caesar salad. Romaine lettuce is commonly used in Middle Eastern cuisine.  The raw produce grows in a tall head of sturdy leaves with firm ribs down their centres.  It is light green in colour, fresh, crispy",/i/m/8885003324061_8_1434606820519.jpg,2.8,0.0,350 g
YUVVO Cauliflower,"White flower heads on edible, thick, sturdy stalk. Produce of China",/i/m/8885003330994_0066_1488524204114.jpg,1.8,0.0,1 per pack
Givvo Young Ginger,"Product of Thailand. Ginger is used a lot in Asian and Indian cuisine. It is sweet and floral on your tongue, tickles your sinuses, and warms the back of your throat. Ginger brings out the flavor in sweet and savory foods and works very well in curries, marinades and stir-fries.",/i/m/8888383323785_0221_1448861903886.jpg,2.35,2.2,300 g
Givvo Baby Corn,"Product of Thailand. Baby corn, young corn, or cornlettes, is a cereal grain taken from corn harvested early while the stalks are very small and immature. It typically is eaten whole-cob included, in contrast to mature corn, whose cob is too tough for human consumption. It is eaten both raw and cooked. Baby corn are most common in Asian cuisine. In Thai cookbooks, it is referred to as candle corn.",/i/m/88850033269662_1433994917560.jpg,1.5,0.0,90 g
Givvo Australian White Washed Potatoes,"Current variety is a premium purple stain potato, the purple blush comes from their Irish parent, the Cara potato. The purple skin marks are formed naturally by antioxidants called anthocyanin which can be found in blueberries. The purple spots are completely natural and perfectly safe to eat. Product of Australia. White washed potatoes have creamy colored, smooth skin outside and white flesh inside. They should have few eyes and a fairly even texture. White potatoes are excellent fried, baked, boiled and roasted. They have a great boiled texture that is perfect for salad.",/i/m/8885003328120_0067_1488524196344.jpg,3.95,0.0,1 kg
Givvo Enoki Mushroom,Product of Malaysia. Enoki mushrooms have a light and mild flavor and is best eaten raw or barely cooked. Add enokis to soups or stir-fries just a minute or two before the end of cooking time.,/i/m/8885003321138_0001_1491980218811.jpg,0.7,0.65,100 g
BELLVO Cucumber Local,"Product of Malaysia. A commonly cultivated gourd that features dark-green skin, crispy, moisture rich flesh, and small edible seeds concentrated near its core.",/i/m/8885003328595_0083_1470814665467.jpg,1.8,0.0,300 g
Givvo Red Padi Chilies,"Product of Vietnam/ Malaysia. The heat of chilies is stored mostly in the seeds and membranes, so remove these to remove the heat. Wash your hands thoroughly after handling, because the oils that cause the heat can burn skin or eyes. Chilies matches well with bananas, beans, chutneys, corn, fruit, ketchup, pineapple and rice. These smaller the chilies are slightly milder.",/i/m/8885003326638_0089_1448861782249.jpg,0.9,0.0,100 g
Givvo Japanese Leek,"Product of China. Leeks have a slightly milder taste than onions. They add wonderful complex layers and fullness to soups and stews. The can also be braised in red wine or grilled as an accompaniment to hearty meat dishes. The milder, white part pairs well with seafood whilst both the whites and bottom greens add life to a Bouillabaisse or any other fish soup.",/i/m/8885003320377_0125_1448861597241.jpg,2.25,0.0,300 g
AirFlown Organic Fennel,"Product of Netherlands. Organic foods are foods produced by organic farming. While the standards differ worldwide, organic farming in general features cultural, biological, and mechanical practices that foster cycling of resources, promote ecological balance, and conserve biodiversity.",/i/m/8719172062670_0123_1448214534489.jpg,7.95,0.0,1 per pack
Givvo Laksa Leaves,"Product of Malaysia. In Singapore and Malaysia, the shredded leaf is an essential ingredient of laksa soup, so much so that the Malay name daun laksa means 'laksa leaf'.",/i/m/8885003327512_0107_1448861843960.jpg,0.95,0.0,50 g
Givvo Blue Ginger Galangal,"Product of Malaysia. Ginger is used a lot in Asian and Indian cuisine. It is sweet and floral on your tongue, tickles your sinuses, and warms the back of your throat. Ginger brings out the flavor in sweet and savory foods and works very well in curries, marinades and stir-fries.",/i/m/8885003320100_0220_1448861571511.jpg,2.25,0.0,400 g
Airflown Jumbo Green Asparagus,"Product of Peru. Asparagus is a delicate vegetable, with crisp stems and fragile tips. Asparagus are available all year round and are great steamed, boiled or barbequed. Add them to salads and risottos or serve on their own.",/i/m/Asparagus_1437717789912.JPG,11.95,0.0,450 g
Airflown Sweet Corn,"Product of Spain. Sweetcorn is a sweet and juicy delight, able to be used in many ways. Corn on the cob is an old favorite, but sweetcorn kernels are also delicious in salads, soups, fritters and salsas.",/i/m/8719172060805_1_1435901442425.jpg,7.95,0.0,2 per pack
DICKY BILL Wild Rocket,"Dicky Bill Australia is a 4th generation farming business that specializes in Baby Leaf Salads. Each product is harvested and triple washed to ensure the freshest and highest quality salads.  Wild Rocket or Arugula has a slightly peppery taste, making it a perfect addition to any salad or even on its own.",/i/m/9350664000115_0009_1494226988840.jpg,3.95,0.0,100 g
Givvo Lotus Root,"Cut Portion.  Creamy- white exterior with slight sweet, creamy-white flesh.",/i/m/8885003325396_0001_1495709459090.jpg,4.65,0.0,400 g
Givvo Bean Sprouts,The typical bean sprout is made from the greenish-capped mung beans.,/i/m/8885003326591_0001_1495709464040.jpg,1.25,0.0,300 g
Airflown Mixed Capsicums 3 Colours,"Product of Netherlands. Capsicums, also known as sweet peppers, are closely related to hot chilies, but are sweeter tasting and not hot to eat.",/i/m/8719172060256_3_1435902863276.jpg,6.95,0.0,500 g
Givvo Watercress,"Product of Indonesia. Watercress has a sharp, bold and bitter taste. Watercress adds feisty, fresh sharpness to a sandwich or a salad. It mellows when cooked, so enjoy this nutrient-packed green in soups and sautes.",/i/m/8885003326935_0114_1448861835758.jpg,1.45,0.0,200 g
Givvo Sweet Potato Leaves,"Product of Malaysia. Most farmers grow sweet potatoes for the big, sweet tubers. However, the leafy green tops are edible too. If you've never tried eating potato vine leaves, you're missing out on a tasty, highly nutritious veggie.",/i/m/8888383323679_0117_1448861869845.jpg,1.35,0.0,250 g
YUVVO Corn Young,Product of Malaysia. The stalks are still small and immature.,/i/m/8885003329110_0001_1476354779934.jpg,0.75,0.0,100 g
Airflown BostonLettuce,"Product of Netherlands. Butter lettuce is also known as Boston lettuce. It has soft and delicate leaves, varying in colour from mid-green to brown or red tinged. It has a subtle, slightly sweet flavor, and is good in all kinds of salads. Weight might vary.",/i/m/8719172060201_2_1435903041313.jpg,2.95,2.4,250 g
Saute Asparagus Mix,"Tenderstem Broccoli, Extra Fine beans, Sugar Snap Peas & Asparagus.",/i/m/9351278000096_0039_1481555923165.jpg,4.85,0.0,200 g
Saute Mixed Sunshine Vegetables,"Butternut Squash, Asparagus, Tenderstem Broccoli, Baby corn.",/i/m/9351278000010_0004_1481555900905.jpg,4.25,0.0,200 g
Airflown Organic Aubergine/ Brinjal,"Product of Netherlands. Organic foods are foods produced by organic farming. While the standards differ worldwide, organic farming in general features cultural, biological, and mechanical practices that foster cycling of resources, promote ecological balance, and conserve biodiversity.",/i/m/8719172062175_1_1435900407059.jpg,5.95,0.0,200 g
BELLVO Cress Kaiware,"Product of Holland. Featuring tall, silky crisp white stems and crisp green leaves, it can be prepared fresh in salads or sandwiches or to add to soups, sushi rolls.",/i/m/8885003328588_0031_1470814656058.jpg,2.2,0.0,90 g
Comcrop Fresh Wasabi Greens,"Comcrop produce is harvested daily, here in Singapore so you get the healthiest and freshest flavors. Our herbs and vegetables are grown without using any pesticides, herbicides or other harmful chemicals, instead grown on a rooftop using fresh water and plenty of sunshine. We grow locally, which means longer shelf-life and more nutrition for you but also greater efficiency and fewer food miles ? so do good for the planet by doing good for you.",/i/m/8881304370820_0115_1480004900447.jpg,3.0,0.0,50 g
Organic 4 Life Organic Carrots,"Product of Australia. Crunchy-sweet carrots add flavor, texture, moisture and color to dishes. Organically produced to ensure that it does not have any chemical residue. Awarded the 'Australian certified organic' certification.",/i/m/Carrots_1426045727815.JPG,5.4,0.0,500 g
Givvo Round Aubergine/ Brinjal,"Product of Malaysia. Lush and creamy, with a mild, earthy flavor, eggplant has the most velvety texture in the vegetable family. It's high in healthy fiber. Use it sliced, brushed with olive oil and salt, and grilled or roasted. You can also have it breaded, fried, and smothered in fried onions.",/i/m/8885003326164_0232_1448861736208.jpg,2.85,0.0,500 g
White Washed Potatoes,"Product of Australia. White washed potatoes have creamy colored, smooth skin outside and white flesh inside. They should have few eyes and a fairly even texture. White potatoes are excellent fried, baked, boiled and roasted. They have a great boiled texture that is perfect for salad.",/i/m/IMG1584_1411025732435.JPG,4.5,0.0,1 kg
Givvo Round Cabbage,"Product of China. Sturdy, abundant, and inexpensive, cabbage is a longstanding dietary staple throughout the world and is so widely cultivated. Use it in soups or saute in a stir-fry.",/i/m/8885003325563_0235_1448861722731.jpg,2.1,1.8,1.5 kg
Givvo Red Chilies,"Product of Vietnam/ Malaysia. These larger the chilies are slightly milder. The heat of chilies is stored mostly in the seeds and membranes, so remove these to remove the heat. Wash your hands thoroughly after handling, because the oils that cause the heat can burn skin or eyes. Chilies matches well with bananas, beans, chutneys, corn, fruit, ketchup, pineapple and rice.",/i/m/8885003326645_0209_1448861790665.jpg,0.95,0.85,100 g
Givvo Fine Beans,Product of Indonesia. Tender and sweet fine green beans.,/i/m/8885003328144_0111_1448861860777.jpg,2.95,2.6500000000000004,170 g
Japanese Green,"Product of China/ Malaysia/ Thailand. Fresh Japanese Green is one of the most popular vegetables in Asian cuisine. It is relatively cheap, easy to prepare and quick to cook.",/i/m/8885003323002_0127_1442254420146.jpg,1.25,0.0,250 g
Organic 4 Life Organic Japanese Pumpkin,"Product of Australia. Japanese pumpkin is popular for it's strong yet sweet flavor and moist, fluffy texture, which is like chestnuts. Organically produced to ensure that it does not have any chemical residue. Awarded the 'Australian certified organic' certification.",/i/m/8888319008236_0179_1480004916552.jpg,5.4,0.0,450 g
BELLVO Beetroot,"They are rich in potassium, magnesium, iron, vitamin B6, A, C, nitrate, etc. It can be eaten raw as a salad or cooked without peeling its skin to retain all the nutrients in it.",/i/m/8885003328489_0074_1470814572182.jpg,2.4,0.0,500 g
Mushroom Gourmet Brown Buna Mushrooms,"The brown Buna mushroom, or bunashimeji, has a nutty, buttery flavor, and a firm, crunchy texture. The mushrooms grow in clusters and produce tender caps. Try this mushroom baked, steamed, or sauteed in olive oil. The brown Buna can be eaten in clusters or individually separated. Simply trim off the base of the cluster, they are clean and ready-to-cook. The brown Buna is not only flavorful, but healthy too. It provides a significant source of niacin and is a good source of protein, fiber, and antioxidants. This mushroom is also cholesterol-free, low in calories, and a tasty meat substitute.",/i/m/49857611000140025_1444196146724.jpg,1.4,0,100 g
YUVVO Lady Finger,"Product of Malaysia. Light-green vegetable with fibrous pods containing seeds, sticky juice and pentagonal cross-section when cut into half.",/i/m/8885003329189_0001_1476354897400.jpg,0.9,0.0,200 g
Earthbound Organic Peeled Mini Carrots,"Product of the USA - please note Best Before date is in US format: mm/did/ of USA - please note Best Before date is in US format: mm/did/yyyy. Little snack-size organic carrots are perfect for healthy snacks, lunches and even for saving kitchen prep time. Organic produce is grown without chemical fertilizers, pesticides, fungicides, preservatives or GMOs.",/i/m/032601041007_0062_1474569441046.jpg,5.95,0.0,454 g
Givvo Green Chilies,"Product of Vietnam/ Malaysia. These larger the chilies are slightly milder. The heat of chilies is stored mostly in the seeds and membranes, so remove these to remove the heat. Wash your hands thoroughly after handling, because the oils that cause the heat can burn skin or eyes. Chilies matches well with bananas, beans, chutneys, corn, fruit, ketchup, pineapple and rice.",/i/m/8885003326621_0216_1448861773841.jpg,0.8,0.0,100 g
Asparagus,"Product of USA. Asparagus is a delicate vegetable, with crisp stems and fragile tips. Asparagus are available all year round and are great steamed, boiled or barbequed. Add them to salads and risottos or serve on their own.",/i/m/Asparagus_1439974497336.JPG,5.95,5.65,300 g
Givvo Snow Peas,Product of Kenya. Snow Peas are most commonly used in Asian dishes. They are sweet and crisp with a snap of sharpness. Saute or steam them quickly or add them raw to salads.,/i/m/8885003326775_0093_1448861809257.jpg,2.95,0.0,200 g
Mushroom Gourmet Swiss Brown Mushrooms,"Premium Swiss brown mushrooms from Holland. Swiss brown mushrooms are related to the white agarics variety, with brown skin rather than white. Their flavor is stronger than white agarics, making them good for use in risottos, casseroles and soups. Portobello mushrooms are mature Swiss browns, whose caps have fully opened. Swiss brown mushrooms are available all year round.",/i/m/8886458106554_0107_1441190512024.jpg,3.9,3.35,200 g
Givvo Australian Bi-Color Sweet Corn,Product of Australia. These augmented super sweets give you the tenderness that the consumer now demands coupled with exceptional sweetness and flavor. Discover for yourself the difference that these varieties can bring to your meals.,/i/m/88850033245662-copy_1434531371029.jpg,2.5,0.0,1 per pack
Givvo Kai Lan,"Product of China. Kai Lan has thin, pale-green colored stems, with crisp dark blue-green leaves and small white flowers. Both the stems and the leaves are eaten.",/i/m/88850033220125_1433995094896.jpg,2.0,0.0,300 g
Airflown Organic Round Tomatoes,"Product of Netherlands. Organic foods are foods produced by organic farming. While the standards differ worldwide, organic farming in general features cultural, biological, and mechanical practices that foster cycling of resources, promote ecological balance, and conserve biodiversity.",/i/m/8719172062090_3_1435900598455.jpg,7.95,0,500 g
Airflown Organic Cherry Plum Tomatoes On The Vine,"Product of Netherlands. Organic foods are foods produced by organic farming. While the standards differ worldwide, organic farming in general features cultural, biological, and mechanical practices that foster cycling of resources, promote ecological balance, and conserve biodiversity.",/i/m/87191720621440066_1441196525768.jpg,6.95,0.0,250 g
Givvo Petai Beans,"Product of Thailand. Petai beans are best when combined with other strongly flavored foods such as garlic, chili peppers, dried shrimp or shrimp paste, as in sambal petai.",/i/m/8888383324638_0101_1448861921888.jpg,3.95,0.0,150 g
YUVVO Red Chili,"Product of Malaysia. These larger the chilies are slightly milder. The heat of chilies is stored mostly in the seeds and membranes, so remove these to remove the heat.",/i/m/8885003329288_0001_1476354989744.jpg,1.35,0.0,200 g
Mushroom Gourmet BBQ Swiss Mushrooms,"Swiss brown mushrooms are related to the white agarics variety, with brown skin rather than white. Their flavor is stronger than white agarics, making them good for use in risottos, casseroles and soups. Portobello mushrooms are mature Swiss browns, whose caps have fully opened.",/i/m/88864581065850098_1441196978570.jpg,4.85,0.0,200 g
AirFlown Organic Ginger,"Product of Peru. Organic foods are foods produced by organic farming. While the standards differ worldwide, organic farming in general features cultural, biological, and mechanical practices that foster cycling of resources, promote ecological balance, and conserve biodiversity.",/i/m/8719172062748_0092_1448214596249.jpg,5.95,0.0,200 g
Givvo Red Radish,"Product of Holland. Radishes are a most attractive vegetable. Their delicate pink skin and pure white flesh can lift any salad or sandwich to gourmet heights. Their refreshing yet peppery flavor is a great complement to many different dishes. Radishes are available all year round, and can be used in salads, sandwiches and pickles.",/i/m/8885003324641_7_1434607314043.jpg,2.75,0.0,125 g
Earthbound Organic Baby Romaine Lettuce,"Product of the USA - please note Best Before date is in US format: mm/did/yyyy, Product of USA.Tender baby leaves of organic Red and Green Romaine. Organic produce is grown without chemical fertilizers, pesticides, fungicides, preservatives or GMOs.",/i/m/Romaine_Lettuce_1434587913646.JPG,6.5,0.0,142 g
Saute Mixed Tenderstem Stir-fry Pack,"Pak choi, Tenderstem Broccoli, Fine Beans, Red Onions, Mangetout, Coriander, Garlic, Red Chilli.",/i/m/9351278000140_0019_1481555949245.jpg,5.45,0.0,240 g
AirFlown Brown Mushroom,"Product from Europe: Brown mushrooms are great substitute for button ones and have much stronger flavor than white agaricus which makes risottos, casseroles, and soups perfect. Whether it's grilled, sauteed, baked, or roasted, Brown mushrooms are great and consists of much lower water content than whites. Think of mushroom steak, mushroom casserole, cream of brown mushroom soup, and mushroom burgers or pies.",/i/m/Brown_Button_Mushrooms_1441159806106.JPG,4.95,0.0,250 g
BELLVO Gourd Hairy,"Product of Malaysia. It is usually green to dark green with pale green speckles, delicate with an almost bland taste.",/i/m/8885003328618_0077_1470814687353.jpg,2.1,0.0,500 g
BELLVO Bean Pearl,Pearl bean is most recommend for soup nutritious and easy to prepare. The nutty and creamy taste of pearl bean is different from other beans.,/i/m/8885003328472_0055_1470814564989.jpg,2.15,0.0,200 g
Japanese Squash Halved (Kabocha),"Product of Japan. It's deep yellow/orange colored flesh reflects the presence of lutein and other carotenoids, it has a taste similar to yams so it is richer, sweeter and creamier than other varieties of winter squash and, best of all, you don't have to remove the skin! Kabocha is the one variety of winter squash that you can eat skin and all.",/i/m/Japanese_Pumpkin_1434073978187.JPG,5.25,0,300 g
Airflown Kumatoes,Product of Netherlands. A uniquely colored tomato that changes from a bright green skin to its ideal dark brown reddish colour when ripe. The Kuma to can be eaten and enjoyed at all stages of its life. They are extremely sweet and have a strong and distinctive taste.,/i/m/8719172060522_4_1435862143243.jpg,7.95,0.0,500 g
Airflown Cherry Tomatoes Carnaval,"Product of Netherlands. A colorful mix of tomatoes. Use them for salads, stews and grills.",/i/m/8719172060478_5_1435902411878.jpg,6.95,0.0,250 g
Earthbound Organic Baby Lettuce,"Product of the USA - please note Best Before date is in US format: mm/did/yyyy, Product of USA.A blend of milder baby lettuces, including Red and Green Oak leaf, Lollp Rosa, Red and Green Romaine, and Tango. Organic produce is grown without chemical fertilizers, pesticides, fungicides, preservatives or GMOs.",/i/m/Mixed_Salad_Leaves_1434587945807.JPG,6.5,0.0,142 g
BELLVO Leek Flower,"Product of China. Straight, thin, white-flowering stalks that are much taller than the leaves and has a flavor that is more similar to garlic than chives.",/i/m/8885003328663_0020_1470814720211.jpg,2.6,0.0,200 g
Givvo Cherry Tomatoes On The Vine,"Product of The Netherlands. Ripened on their vine and packaged directly into punnets with the stem still attached. They have bright red skin, juicy flesh and an intense flavor.",/i/m/8885003324429_0113_1493894145479.jpg,5.25,0.0,300 g
