HREF,CONAME,TEL,EMAIL,FAILMSG,BIZADD,DATE_SCRAPED 
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=93609&sid=EDBBE86C29B7DF0E0FDE57CC3B886D56,AH CHENG LAKSA SDN BHD,03 - 80817146,ahchenglaksa@hotmail.my,,54 JALAN INDUSTRI USJ 1/1 TAMAN PERINDUSTRIAN USJ 1 SUBANG JAYA 47600 SELANGOR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=95273&sid=0E1C0887E91A098DEE64B16F28F4FC69,REGAL INTRADE (M) SDN. BHD,03 - 41499431,regalintrade@gmail.com,,NO 20-2 JALAN 8/23E TAMAN DANAU KOTA BATU 4 1/2 OFF JALAN GENTING KLANG 53100 KUALA LUMPUR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12076&sid=89475A5C1D5A427E24BCFFFAFE5F39BE,KARA MARKETING (M) SDN BHD,03 - 80611199,export@kara.com.my,,"19, JALAN TPP 1/1A, TAMAN INDUSTRI PUCHONG 12TH MILE, JALAN PUCHONG PUCHONG 47100 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=80401&sid=21B68C90B09A5134F2477522131A614E,PRISTMAT TRADING SDN BHD,05 - 3281233,pristmattrading@gmail.com,,"2, LEHUH MANDARIN GERBANG PASIR INDAH IPOH 31650 PERAK",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=98320&sid=CB3B1E66909760E12B85A5A7508B467B,SS MUTIARA MARKETING SENDIRIAN BERHAD,03 - 77732544,ssmutiaramarketing@gmail.com,,19-1 JALAN PJS 5/28A PETALING JAYA COMMERCIAL CITY (PJCC) PETALING JAYA 46150 SELANGOR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12098&sid=71E51B5235020F8164388C894FE8EC05,HAEWAYTIAN CAKE HOUSE SDN BHD,03 - 78459680,tbyap@oversea.com.my,,"LOT 13,JLN UTARID U5/16,SECTION U5 KAW. PERIND. MAH SING INTEGRATED SHAH ALAM 40150 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=94318&sid=FAC274F892D2F7F0062056612F440515,SFAERA MARKETING SDN BHD,04 - 8900509,anil@sfaeramarketing.com,,97-1-5 PRIMA TANJUNG BUISNESS CENTRE JALAN FETTES 10470 PULAU PINANG,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=6880&sid=83E07EE336E974982BC8A2EDCE57BB3B,SCIENTIFIC R&D SDN BHD,03 - 77857816,meelean_leong@hotmail.com,,"24 TO 24-3 JALAN 2/131A PROJECT JAYA INDUSTRIAL ESTATE 6TH MILE, JALAN KLANG LAMA 58200 KUALA LUMPUR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=98446&sid=500E0802D2990476948E8A7EA2DD733B,MIWI FOOD SDN BHD,011 - 15678316,miwifood@gmail.com,,"NO 21,22,23 & 24 PERSIARAN SEKSYEN 6/1 BANDAR PUTRA BERTAM KEPALA BATAS 13200 PULAU PINANG",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=85738&sid=4805317D71F21A5181BE56DBAB103F53,MASQ MARKETING SDN BHD,03 - 23338858,mmsbmy@gmail.com,,E-8-6 MEGAN AVE. 1 189 JALAN TUN RAZAK 50400 KUALA LUMPUR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=80273&sid=ACA764DDD427D5CC982D3FFC1E76D0E8,BESTMARK GLOBAL VENTURES (M) SDN BHD,03 - 74935132,marketing@bestmark.com.my,,"E111 BLOCK E PUSAT DAGANGAN PHILEO DAMANSARA 1 NO 9, JALAN 16/11, OFF JALAN DAMANSARA PETALING JAYA 46350 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=98453&sid=D15D24DA25A1086278892D6D8308E0AE,INDUSTRI MAKANAN D SANJUNG SDN BHD,13 - 4052793,imdsanjung@gmail.com,,"KSB 2-4 KILANG IKS PARIT RAJA, BATU PAHAT 86400 JOHOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=98499&sid=4C85FF863B2C626C742336F7B66DAF65,DHUHA TENSAI RESOURCES,012 - 3717358,dhuhatensai@gmail.com,,NO 29 JALAN AMANPUTRA 3/1 TAMAN AMANPUTRA PUCHONG 47130 SELANGOR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=98497&sid=86954E1320E21F2A9860710B4B289E53,NOR FOOD SUPPLIER,012 - 9308292,norfoodsupplier@gmail.com,,D-G-10 RESIDENSI BISTARIA JALAN UKAY BISTARI HULU KLANG AMPANG 68000 SELANGOR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=98491&sid=F5528C0DDF4A0319E35A41779550CEBA,NORWICH SHAH ENTERPRISE,017 - 3726850,amere@mail.com,,LOT KS26 PRESINT 7 PUTRAJAYA SENTRAL  62250 PUTRAJAYA,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=98448&sid=8BA4955BE7BC538C4A35600D1446D388,PAWA CANNING CORPORATION (MALAYSIA) SDN BHD,03 - 61856899,pawa.pawada@gmail.com,,LOT NO 3 KOMPLEK INDUSTRI MAKANAN MARA (KIMAR) KM 13 OFF JALAN BATU CAVES 68100 KUALA LUMPUR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=50811&sid=2ADF28E01E6F5D10389E20BB1D6CC04F,FOKUS SERAYA SDN BHD,03 - 78457515,mamachopspapagrill@gmail.com,,"5, JALAN SAUJANA INDAH 8 TMN PERINDUSTRIAN SAUJANA INDAH SEKSYEN U2, SHAH ALAM 40150 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=98511&sid=553F0FBA10916E00F5E215D81EE5C951,IZ INTELLIGENCE RESOURCES,03 - 22021881,izmanufacturer@gmail.com,,2-2-11 KONDO RAKYAT DESA PANTAI JALAN PANTAI MURNI 2 59200 KUALA LUMPUR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=77279&sid=F2844609F4FAE1072A5689563E9A7466,ZHANG VILLAGE SDN BHD,03 - 79558863,chfm@zhangvillage.com,,13 SECTION 19/1 PETALING JAYA 46300 SELANGOR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=98561&sid=35F86A8E8BF8F0CA0A13FBA836316CA7,SUNSHINE TROPICS (MALAYSIA) SDN BHD,03 - 56126855,sales@sunshinetropics.com,,B-5-28 LEVEL 5 EMPIRE SOHO SUBANG JALAN SS16/1 47500 SELANGOR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=98572&sid=9F3F0316EEF00FD21FC678D74EE03441,AZTAL SDN BHD,0 - 1111375753,aztalmsia@gmail.com,,19 JALAN INDAH 1/5 TAMAN BUKIT INDAH  81200 JOHOR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=93976&sid=9A5A693BAF741AD96770E91B176ABA74,CAHAYA MALA ENTERPRISE,06 - 3346317,cahayamala14@gmail.com,,"NO 14, JALAN BP 1 TAMAN BERTAM PERDANA PULAU GADONG 75200 MELAKA",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=98566&sid=7B9E4D213197DF2E34EC8352F3F0006F,KHALIFAH EKSKLUSIF SDN. BHD.,04 - 5394786,ariff.khan@outlook.com,,439 JALAN PERMATANG RAWA  14000 PULAU PINANG,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=2553&sid=44B57DC518BBC372499575A1DB8529E6,NASUHA ENTERPRISE SDN BHD,03 - 91715200,admin@maksiti.com,,"1 & 3, JALAN JUJUR 2 KAWASAN PERNIAGAAN BANDAR TUN RAZAK  56000 KUALA LUMPUR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=95768&sid=88C28A978AEB7FA0985E830BF8F12328,NJB INNARI SDN BHD,03 - 62017918,sun@ddrrltd.com,,L-3-6 BLOCK L PLAZA DAMAS NO 60 JALAN SRI HARTAMAS 1 SRI HARTAMAS 50480 KUALA LUMPUR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=88427&sid=7CE6B17B528620C1B74B6D6677F3D70E,RMK TIMUR QASEH SDN BHD,012 - 9891848,rmktimur@yahoo.com,,466C-11 TAMAN SEROJA KUALA TERENGGANU HULU TERENGGANU 21700 TERENGGANU,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13322&sid=112F57438704EF0F499C21D311188555,KILANG MAKANAN MAMEE SDN BHD,03 - 56325588,julene.ooi@mamee.com.my,,"LOT 793,  PERSIARAN SUBANG INDAH OFF PERSIARAN SUBANG TAMAN INDUSTRI SUBANG, SUBANG JAYA 47500 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=73045&sid=67D59D76F1069B25FB11DADAE296704A,ES FUSION,017 - 7111954,syahflavor@yahoo.com,,"PLOT 8, JALAN E.P 5 MELAKA HALAL HUB SERKAM MERLIMAU, MELAKA 77300 MELAKA",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=75709&sid=F8FC66483DA17B67671FD41A0207A3BC,EASTERN MARTS SDN BHD,06 - 2312418,easternmarts_lee@yahoo.com,,"98-1, JALAN TU 40 TAMAN TASIK UTAMA AYER KEROH 75450 MELAKA",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=98604&sid=BA0CDFDA65FAA958D280583300D7B3C8,AADONAI FOODS (MALAYSIA) SDN BHD,012 - 6022808,export@aaronfoods.com,,UNIT B-5-28 EMPIRE SOHO EMPIRE SUBANG JALAN 16/1 SUBANG JAYA 47500 SELANGOR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=98632&sid=E8DE11D074A84143634BB01ADD2EDAF3,ADVANTIC NUTRACEUTICALS SDN BHD,03 - 87231258,janetk@advantical.com,,3 JALAN P2/16 SEKSYEN 2 BANDAR TEKNOLOGI KAJANG SEMENYIH 43500 SELANGOR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=86990&sid=E45CF14E94AA11C0CB3B2B26B808D567,UES F&B SDN BHD,03 - 92361159,nathelie.chia@uesgroup.com.my,,"18-G-18-1 JALAN METRO PUDU FRASER BUSINESS PARK, OFF JALAN TUN RAZAK 55200 KUALA LUMPUR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=69226&sid=8EC79248407135711D8AD0A45E24A68D,QSR TRADING SDN BHD,03 - 55697795,sweekheng.chan@qsrbrands.com.my,,1 JALAN PELUKIS U1/46A TEMASYA GLENMARIE SHAH ALAM 40150 SELANGOR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=2603&sid=D1BB5751031F885F2BC950572D713747,NORTH WEST ENTERPRISE SDN BHD,03 - 55685100,chtan@northwest.com.my,,"5, JALAN PEGUAM U1/25, SECTION U1 HICOM-GLENMARIE INDUSTRIAL PARK SHAH ALAM 40150 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=98688&sid=CE9D833A42FE7A282BA390AFF051EFD1,NACEE STOP AND SHOP CENTRE,016 - 2252970,noranacee@gmail.com,,NO K1 TAMAN TASIK AMPANG HILIR JALAN KEDONDONG DESA PAHLAWAN 55000 KUALA LUMPUR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=7082&sid=4B6A7D18022A645D0B051D0853CC2793,FOODVISA SDN BHD (FORMERLY KNOWN AS COOKIE TREE SDN BHD),03 - 78451421,cookietree1999@gmail.com,,"30 & 32, JALAN PJU 1A/12 TAMAN PERINDUSTRIAN JAYA PETALING JAYA 47301 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=98689&sid=89E44D10DA0518C32A784D30BEC808E5,WSA LEGEND ENTERPRISE,012 - 2979081,amyalwi@yahoo.com,,NO 8 JALAN UNGU U9/34D SUNWAY KAYANGAN SHAH ALAM 40150 SELANGOR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=98658&sid=49A5D956E1D4E0B14153D140D477C436,CJ BIO MALAYSIA SDN BHD,09 - 8302429,chulsung.chang@cj.net,,LOT Q KERTEH BIO POLYMER PARK PHASE 2 MUKIM KERTIH KEMAMAN 24300 TERENGGANU,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=99081&sid=924B5D8C6BF286F2954E44C361F1513A,PERANAKAN RECIPE SDN BHD,03 - 80525119,peranakanrecipe@gmail.com,,38 JLN SP 3/8 SAUJANA PUCHONG PUCHONG 47100 SELANGOR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=99083&sid=DD2EAF6F23C89D6814C2D72C2559262A,ZAIN & SONS ENTERPRISE,03 - 41088532,entzainandsons@gmail.com,,NO 317 LORONG KEDAH MELAWATI SQUARE TAMAN MELAWATI 53100 KUALA LUMPUR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=82976&sid=C8254C6B14E3130A5293CE46AE244B79,KEHOGG BRANDS SDN BHD,04 - 3905798,info@borneoacacia.com,,996 JALAN BESAR PERAI 13600 PULAU PINANG,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=98378&sid=5BDAC9F6EB525384FC053C116DE9DCF7,MY SOURCEPRO SDN BHD,03 - 89406780,nancyhii@unigroup.my,,NO 28 JALAN PERINDUSTRIAN PP3 TAMAN PERINDUSTRIAN PUTRA PERMAI SERI KEMBANGAN 43300 SELANGOR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=82870&sid=4541D02D7B635672687103C76B302E56,BESTCONT LINE SDN BHD,016 - 5135323,darrenchoong92@gmail.com,,"2, JALAN KELAB GOLF JALAN KELAB GOLF IPOH 31650 PERAK",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14640&sid=877C58D1BB948352510BE1A5543A7069,GOAL TRADE SDN BHD,05 - 2813298,andygoaltrade@mail.com,,14 DATARAN KLEDANG 3 TAMAN PERINDUSTRIAN CHANDAN RAYA MENGLEMBU 31450 PERAK,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11837&sid=2876BD20540D5D7F9B1974B9B111AE7B,KITRA INDUSTRIES (M) SDN BHD,03 - 78049177,info@kitraindustries.com,,"55B, JALAN SS 6/12 KELANA JAYA PETALING JAYA 47301 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=7229&sid=DF6275E75D19B69BE86DD5650B9AC611,LONDON BISCUITS BERHAD,607 - 8615288,derick.lim@lbbg.com.my,,"1, JALAN ISTIMEWA 2 TAMAN PERINDUSTRIAN DESA CEMERLANG ULU TIRAM 81800 JOHOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=99096&sid=1C8496D5B5A11F87FB1917BB9DFF15DF,NUTRIO FOOD SDN BHD,03 - 61893898,hthsauce@yahoo.com,,LOT 17 JALAN PERUSAHAAN EMPAT PERUSAHAAN BATU CAVES BATU CAVES 68100 SELANGOR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=61412&sid=FF0EDED47281FD35691526BDDC36455C,FOODSWISE NETWORK SDN BHD,03 - 77314420,enquiry.foodswise@gmail.com,,"A508, BLOCK A, KELANA SQUARE 17, JALAN SS7/26, KELANA JAYA PETALING JAYA 47301 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=99448&sid=891E922A6D56438B7AB2D755E2911483,JOTHIS EXPORTS,016 - 4106850,kamalaviloshini@yahoo.com,,"NO 39, LALUAN LAPANGAN PERDANA 10, TMN PANORAMA LAPANGAN PERDANA IPOH 31650 PERAK",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=72709&sid=66F2C8F6AE04E4BA439CFC1BD5AD76FC,ELP FOOD SDN BHD,19 - 3859576,newelpfoods@gmail.com,,"NO5A, JALAN BS7 BUKIT SEGAR, CHERAS  43200 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=99191&sid=5953B8E8E3EAB4AACF38006E85E5202E,APG PLANTATION SDN BHD,013 - 5073240,apgplantation@gmail.com,,NO 40 JALAN BM6/5D SEKSYEN 6 BUKIT MAHKOTA 43000 SELANGOR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11086&sid=DF8792BD12B0C677FCC40E578598289B,ORIENTAL FOOD INDUSTRIES SDN BHD,06 - 2310333,sethtan@ofi.com.my,,65 JALAN USAHA 7 AYER KEROH INDUSTRIAL ESTATE 75450 MELAKA,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=99447&sid=DA20A2CB64207B63D4087BF2F3FA1B3D,JIJOTES KITCHEN,019 - 2741574,jijoteskitchen@gmail.com,,NO 27 JALAN UTARID 5/5 SEKSYEN U5/5 BANDAR PINGGIRAN SUBANG SHAH ALAM 40150 SELANGOR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=99445&sid=1C8FCF6E766B34069CB51D38D7AD937A,ANIZZAM ENTERPRISE,012 - 3454750,ayangkuaniza@gmail.com,,BLOK 2E-TLG-U-04 JALAN P9G PRESINT 9 62250 PUTRAJAYA,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=88029&sid=1C5C46F0755F7C0A2268DF7C3A0791B3,TONGEE TRADING SDN BHD,03 - 62531111,cepoh@tongee.com.my,,3 JALAN SEGAMBUT PUSAT SEGAMBUT INDUSTRIAL AREA 51200 KUALA LUMPUR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=99455&sid=0571E98CC92BEF0C6CE898E1B5AE0068,KV DISTRIBUTORS SDN BHD,082 - 433501,gloriakiu@alljoyfood.com,,LOT 927 DEMAK LAUT INDUSTRIAL PARK PHASE 1 JALAN DEMAK LAUT LORONG 3 KUCHING 93050 SARAWAK,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=99475&sid=F4E8412B48FF39EB8C2EFC212BEF3307,HOMEMADE SUEGAR FLOUR,085 - 640672,cillahenry@hotmail.com,,LOT 2008 BLOCK 3 MCLD BATU 6 TAMAN PERMAISURI INDAH JALAN PUJUT LUTONG MIRI 98000 SARAWAK,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=99493&sid=982911CBD637E35CF21787EA8266AB9F,MYNY RESOURCES SDN BHD,012 - 2073862,raymond@mynyresources.com,,M1-11-08 8TRIUM TOWER JALAN CEMPAKA SD 12/5 BANDAR SRI DAMANSARA 52200 KUALA LUMPUR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=35345&sid=9B2E4EED8FEC9A640BDAEDECBB6BB4B9,F&N DAIRIES MANUFACTURING SDN BHD,03 - 92329000,norazrin.ny@fn.com.my,,"LEVEL 7, KOMPLEKS METRO PUDU NO.1, JALAN METRO PUDU 2, FRASER BUSINESS PARK 55100 KUALA LUMPUR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=76364&sid=B764D1032AF5B6E8BF495028001DB3B5,FELDA WELLNESS CORPORATION SDN BHD,03 - 26170392,iliani.i@felda.net.my,,LEVEL 3 BALAI FELDA JALAN GURNEY 1 54000 KUALA LUMPUR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=99484&sid=5B068B74DB9C7C510F667372F7856E31,HENG NAM IMPORT & EXPORT (M) SDN. BHD.,03 - 92227688,hengnam3@gmail.com,,NO 2 JALAN 4 OFF JALAN CHAN SOW LIN 55200 KUALA LUMPUR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=56318&sid=EB634EA21D72EDD4DEC55A97BC965F9D,KHM FOOD INDUSTRIES SDN BHD,03 - 61892326,mamartfoods@gmail.com,,"66 JALAN SBC 8, TAMAN SRI BATU CAVES 68100 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=99717&sid=E22A217D5C776C98BC55D2E90F6A96C3,TINSLE MIRACLE TRADING,016 - 9658860,TINSLE.MIRACLE@HOTMAIL.COM,,NO 93 JALAN LAMAN KEMBOJA 3/1 KOTA SERIEMAS NILAI 71800 NEGERI SEMBILAN,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=99684&sid=24689397BFF9291454271B1F60511BAC,TAC HEALTH FORMULAS SDN BHD,03 - 61561101,sales@eraherbal.com,,LOT 2218 KAMPONG JAYA INDUSTRIAL AREA JALAN KUSTA SUNGAI BULOH 47000 SELANGOR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=99267&sid=3923D7F2B7E7C42F8E4D482FE173FE61,TEA BREAK SNACK HOUSE,03 - 40231449,james_sia@hotmail.com,,132 & 134 TAMAN SRI SETAPAK BATU 3 1/2 JALAN GOMBAK 53000 KUALA LUMPUR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=99674&sid=DA8E6DD9AA60E18407E1196B69A65969,GSTAR NUTRILABS SDN BHD,03 - 41618335,hashim@gstar.my,,SUITE NO 1522 UNIT A-3-1 BLOCK A NORTHPOINT OFFICES MID VALLEY CITY 58000 KUALA LUMPUR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=99698&sid=7EA7B0A54FBEAC5CD7B3E2BD6674F2B4,DESSERT CAPTAIN SDN BHD,04 - 2626002,franchising@chendul.my,,435B LEBUH PANTAI GEORGETOWN  10300 PULAU PINANG,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=99252&sid=9FDC7D24052D595D9B92866D0E5AD02E,GUAN XIANG QUALITY FOOD SDN BHD,03 - 91083798,gxgeneral23@gmail.com,,NO 4A JALAN PINGGIRAN MINANG 1 TAMAN MINANG CHERAS 56000 KUALA LUMPUR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=99361&sid=C7CAF6EBBAC359DAF774A7F24FB2EE09,SCF FOOD INDUSTRIES SDN BHD,09 - 5661287,scf@scffood.com.my,,LOT 63 KAWASAN PERINDUSTRIAN SEMAMBU KUANTAN 25350 PAHANG,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=99259&sid=96780EF7818EC249B76231E0ACF8AF37,BRANCO INTERNATIONAL SDN BHD,03 - 61201227,info@gtexgroup.com.my,,48S JALAN BIDARA 2/5 TAMAN BIDARA BATU CAVES 68100 SELANGOR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=73131&sid=4267CC7388A528446CE25D138BEE05E9,EHS FOOD INDUSTRIES SDN BHD,07 - 4241028,ehsfood@yahoo.com,,"10 & 11, JALAN BESAR 83100 RENGIT JOHOR 83100 JOHOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=95265&sid=DEDC27D77937A43840FBB39902F81383,BNX TAKAHARA SDN BHD,07 - 8617700,jiayi@bnx.my,,NO 40 & 40A JALAN SASA 4 TAMAN GAYA ULU TIRAM 81800 JOHOR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=99347&sid=A84539AD5ABD9EBE1D6EDEC50F34BC11,JCS FOOD INDUSTRIES,03 - 60879345,jcsfoodindustries2014@gmail.com,,55 & 57 JALAN KANTAN 2G SEKSYEN BB8 BUKIT BERUNTUNG 48300 SELANGOR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=99255&sid=6F21A2569A26AE74038A4644B918AB56,YONG SHENG CONFECTIONERY SDN BHD,06 - 9863362,yschoolum@gmail.com,,LOT 1965 BATU 3 1/2 MUKIM JALAN BAKRI MUAR 84000 JOHOR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=99346&sid=83BD197BCE31A9428EA7A45EC171E855,PASTRY WORLD SDN BHD,03 - 51218989,pastryworld88@hotmail.com,,NO 16 &18A JALAN ANGGERIK VANILLA W31/W KOTA KEMUNING SHAH ALAM 40460 SELANGOR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=82956&sid=29CA89C75BCE8566081CD5AC9BFEA4C2,AZ SUCCESS CONSULTANT SDN BHD,03 - 21060306,az.success@outlook.com,,5 JALAN 19/32 TAMAN JINJANG BARU 52000 KUALA LUMPUR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10936&sid=9778BC777DB13531FAC83074A1D31673,FRESH AND TASTY SDN BHD,03 - 80621095,freshtasty988@gmail.com,,"6, JALAN UTAMA 1/2 TAMAN PERINDUSTRIAN PUCHONG UTAMA PUCHONG 47140 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=99359&sid=3FC08AC7D494FEAC917E56FF34F6ABE8,MAZMIN FOOD CRAFTS SDN BHD,03 - 92011046,info@gourmetwhisk.com,,27-1 JALAN 3/76D DESA PANDAN 55100 KUALA LUMPUR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10020&sid=1672C64EDDDF05781C053B2DCCB94180,NICKO JEEP MANUFACTURE SDN BHD,06 - 4431111,info@candy.com.my,,"LOT 6382 & 6384, KAW INDUSTRI KECIL TAMAN GUNUNG MAS TAMPIN 73000 NEGERI SEMBILAN",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=93778&sid=F3DE63AA4AF57624FB7625B5AE095F6B,FORMOSA SPICE SDN. BHD.,03 - 77730699,formosaspice@gmail.com,,NO15 JALAN PJS 5/26 PJ SELATAN INDUSTRIAL CENTRE TAMAN DESARIA PETALING JAYA 46000 SELANGOR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=99707&sid=745F573A8D0A5ECF86F177220A77E05E,CENTRAL SWEETS MANUFACTURING SDN BHD,03 - 62624034,esther@centralsweets28.com.my,,LOT 37622 JALAN 2/37A TAMAN BUKIT MALURI INDUSTRIAL AREA KEPONG 52100 KUALA LUMPUR,'2017-08-02
