FAILMSG,HREF,BIZADD,EMAIL,DATE_SCRAPED,TEL,CONAME 
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=2512&sid=355D5EE4EEEEA3D08365CC3E3DCA5886,"PLOT 372, PENANG SCIENCE PARK LORONG PERINDUSTRIAN BUKIT MINYAK 21 TAMAN PERINDUSTRIAN BUKIT MINYAK, SIMPANG AMPAT, SEBERANG PERAI TENGAH 14100 PULAU PINANG",michel@paramit.com.my,'2017-08-04,04 - 5407000,PARAMIT MALAYSIA SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=101464&sid=BBB66E0B446F2E0FBBA39590533C6835,BANGUNAN THK SUITE 2.1 2ND FLOOR NO 2A JALAN 243 SECTION 51A PETALING JAYA 46100 SELANGOR,be-my-yorkcs@jci.com,'2017-08-04,03 - 76284100,YORK (MALAYSIA) SALES & SERVICES SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=36954&sid=089F36A4D6E0E2B49DB019B128626260,LOT 2286 JALAN BUKIT PASIR BATU PAHAT 83050 JOHOR,anniekea@gmail.com,'2017-08-04,07 - 4310923,TARMAH VENTILATION SYSTEM MANUFACTURER SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=5587&sid=FEC15B2251D102F872A16F6D3A3D3604,"LOT 6, BATU BERENDAM FTZ PHASE III BATU BERENDAM 75350 MELAKA",nurul.anissim@dominant-semi.com,'2017-08-04,06 - 2833566,DOMINANT OPTO TECHNOLOGIES SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=101539&sid=9C9A99E90E733DC88E60242244D892E7,NO 34 JALAN INDUSTRI USJ 1/4 TAMAN PERINDUSTRIAN USJ 1 SUBANG JAYA 47600 SELANGOR,hoe@jst-ups.com.my,'2017-08-04,03 - 80216900,JST POWER SOLUTIONS SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8382&sid=66E59EDB5B3CAA1C1D7C13B869CAFB3D,NO. 102 LORONG MAAROF 3 BANGSAR  59000 KUALA LUMPUR,info@somamedical.net,'2017-08-04,03 - 22874790,SOMA MEDICAL SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=41434&sid=699560EAF415D274CC94B0C6E5E706B0,"NO. 4, JALAN SRI HANECO 1 / 10,KAWASAN PERINDUSTRIAN SRI HANECO, SEMENYIH  43500 SELANGOR",admin@tcsqp.com.my,'2017-08-04,03 - 87271877,TCS QUALITY & PRODUCTIVITY SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=73778&sid=3040A593F8151E44F90D9A6BE84599D1,"13, JALAN PJU 3/38 SUNWAY DAMANSARA TECHNOLOGY PARK ONE GASMASTER SDN BHD 47810 SELANGOR",cat@onegasmaster.com,'2017-08-04,03 - 78850202,ONE GASMASTER SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=3667&sid=C199D171989A4F24DB356FDB272B0C73,"34-5, JALAN TASIK SELATAN 3 BANDAR TASIK SELATAN  57000 KUALA LUMPUR",sales@dpisb.com,'2017-08-04,603 - 90583388,DPI INDUSTRIES SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=60376&sid=7BD1EC8A832F467D5A88E40A01802EE6,"NO. 1, LOT 4324N BULATAN CHERRY, OFF JALAN TUN ABDUL RAZAK IPOH 30100 PERAK",info@envotech.com.my,'2017-08-04,05 - 5278287,ENVOTECH NETWORK SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12104&sid=CF96F268251388B57464C34EF530E708,"LOT 4, BLOCK A, JALAN SS13/7 SUBANG JAYA INDUSTRIAL ESTATE SUBANG JAYA 47500 SELANGOR",mktan@eita.com.my,'2017-08-04,03 - 56378099,EITA TECHNOLOGIES (MALAYSIA) SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=101524&sid=8A7D966F922A2D7DC31B27F093B7B12A,LOT 824 JALAN SUBANG 5 SUBANG INDUSTRIAL AREA SUBANG JAYA 47500 SELANGOR,account@makita.my,'2017-08-04,03 - 80230824,MAKITA POWER TOOLS (MALAYSIA) SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=104804&sid=1E86A30B37B6A7131D3E1548C5158F50,NO 56 JALAN ANGGERIK VANILLA Z 31/Z KOTA KEMUNING SHAH ALAM 40460 SELANGOR,nurul.tuhid@satakemalaysia.com,'2017-08-04,03 - 55253171,SATAKE TECHNOLOGIES SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=57166&sid=1CFD7D5D8317FD63F74CD10AAD6B8F66,"LOT 1-7 LION INDUSTRIAL PARK PERSIARAN JUBLI PERAK, SECTION 22 SHAH ALAM 40300 SELANGOR",azmi@neg.com.my,'2017-08-04,03 - 55430000,NIPPON ELECTRIC GLASS (MALAYSIA) SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=70918&sid=1B2A7231B870EBA5BC7AB68CA5F640E8,35 JALAN USJ 21/11 UEP SUBANG JAYA SUBANG JAYA 47600 SELANGOR,nets@naber.com.my,'2017-08-04,03 - 80815655,NABER ENGINEERING & TECHNOLOGY SERVICES SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11987&sid=F3B4695356D8F30862C302ACFEF2EFF8,"LOT 5, JALAN 11 KG BARU AMPANG AMPANG 68000 SELANGOR",marvelmy11@gmail.com,'2017-08-04,03 - 42918817,MARVEL ELECTRONICS INDUSTRY (M) SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10819&sid=D95706DCBFB6A5C6C7B08657B9EF4530,"8, JALAN S.B. JAYA 9 TAMAN INDUSTRI S.B. JAYA SUNGAI  BULOH 47000 SELANGOR",yschang@idrica.com.my,'2017-08-04,03 - 61404778,YONG NIAN ENGINEERING & MANUFACTURING SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=104949&sid=28745CA10EE4668E8DF9D22AFFA6A8E3,91 JALAN S2 GREEN TECHNOLOGY PARK SEREMBAN 70300 NEGERI SEMBILAN,mohan@linktech.asia,'2017-08-04,06 - 6014661,LINK TECH MANUFACTURE (M) SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12321&sid=70892E53BE980FE2F918CDD09041B596,"22, JALAN MANIS 3 TAMAN SEGAR CHERAS 56100 KUALA LUMPUR",inquiry@lexsun.com.my,'2017-08-04,03 - 91315113,LEXSUN HOLDINGS SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10617&sid=7334BDF8112738ACD0FE385BF7BAAEFF,NO. 48-1 & 48-2 JALAN TP 7/1 TAMAN PERINDUSTRIAN SIME UEP SUBANG JAYA 47620 SELANGOR,amir@amirdic.com.my,'2017-08-04,03 - 51929834,AMIRDIC SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=86116&sid=1AD5D6FF37BE41888FD7BB536EAFDA07,"6, 8 & 10, JALAN BK 3/2 BANDAR KINRARA PUCHONG 47180 SELANGOR",info@fingertec.com,'2017-08-04,03 - 80709933,TIMETEC COMPUTING SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=105487&sid=3990497534B23097253C83F1345BDB14,NO 3A LORONG TEKNOLOGI 3/4A NOUVELLE INDUSTRIAL PARK 2 TAMAN SAINS SELANGOR 1 KOTA DAMANSARA 47810 SELANGOR,finance@cspm.com.my,'2017-08-04,03 - 61437700,CSPM SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=5552&sid=137980A707D72050DA1A31DC4D04239D,"PLOT 9, LORONG PERUSAHAAN BKT MINYAK 7 KAW PERUSAHAAN BKT MINYAK SEBERANG PRAI TENGAH 14100 PULAU PINANG",yclai@highace.com.my,'2017-08-04,04 - 5071888,HIGH ACE INDUSTRIES SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=91996&sid=9D1856ADB830BEC52D80289C3DC0468E,50-1 JALAN SUNGAI RASAU D32/D BERJAYA PARK SECTION 32  40460 SELANGOR,info.process@lkssb.com.my,'2017-08-04,03 - 51240822,LKS PROCESS INTEGRATOR SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=62991&sid=DF26513227D5B7C7AC5B3028170577C8,118B JALAN RAJA PERMAISURI BAINUN PERAK 30250 PERAK,info@sc88.com.my,'2017-08-04,05 - 2536113,STERLING CIRCLE SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=105820&sid=E63ADB8E2CB7AC5479EAAE9ECC489D6E,A-6-23 CENTRIO JALAN PANTAI MURNI PANTAI HILLPARK 59200 KUALA LUMPUR,hello@stephaniengdesign.com,'2017-08-04,03 - 27164350,STEPHANIE NG DESIGN
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=70064&sid=F038775779F58664E570EE69E26DDACF,3-61 (2ND FLOOR) THE SCOTT GARDEN 289 OLD KLANG ROAD 58100 KUALA LUMPUR,eldrick@creativetoday.com.my,'2017-08-04,03 - 79810308,CREATIVE TODAY SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9437&sid=36D4609F37DD0061C9AD05E793180D1A,"23A, JALAN JASA 19, MEDAN PEJASA OFF JALAN KLANG LAMA PETALING JAYA 46000 SELANGOR",alsignol@gmail.com,'2017-08-04,03 - 77813133,ALSIGNOL SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=76249&sid=1E37C6809C7A679D4A092682664182B6,"35-2, JALAN PUTERI 4/1 BANDAR PUTERI PUCHONG 47100 SELANGOR",account@genius.net.my,'2017-08-04,03 - 80602020,GENIUS COOLING TOWERS SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11181&sid=5DDB1A7BCE7BB0D41B3F3DD8CE10BA01,"LOT NO 6033, JALAN KASAWARI BATU 9, OFF JALAN KEBUN BARU TELOK PANGLIMA GARANG 42500 SELANGOR",hazwani@mkcastings.com,'2017-08-04,03 - 31220488,DIAYO DIE-CASTING (M) SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8877&sid=4E8CC65B2A07687896844C1ABCAF99A2,"12, JALAN METRO PERDANA BARAT 11 SRI EDARAN INDUSTRIAL PARK KEPONG 52100 KUALA LUMPUR",sales@tackly.com,'2017-08-04,03 - 62585866,TAYO INDUSTRIES SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=66405&sid=4557BFC6621E0E0B17D754CA75DAFFB9,"SUITE 12A-2, 1ST FLOOR JALAN PJU 5/4, DATARAN SUNWAY KOTA DAMANSARA, PETALING JAYA 47810 SELANGOR",info@nafalia.com,'2017-08-04,03 - 61417327,NAFALIA CORPORATION SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=64509&sid=4845447EF0EAE3F00B48195E2754AB95,1 & 1-M JALAN 6/7 PANDAN INDAH COMMERCIAL PARK 55100 KUALA LUMPUR,kvin1188@gmail.com,'2017-08-04,03 - 42925278,SHIMONO HOLDING (M) SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=106207&sid=FE08357EFD5D1AB9C81C4845422A56AC,LOT 30 JALAN 223 SECTION 51-A PETALING JAYA 46100 SELANGOR,pecolengineering001@gmail.com,'2017-08-04,03 - 79572588,PECOL ENGINEERING SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11193&sid=92293913A0C1EAFCC16B1B9A82C7FBA0,"NO 5, JALAN PJS 1/21A TAMAN PETALING UTAMA PETALING JAYA 46150 SELANGOR",sales@ao.com.my,'2017-08-04,603 - 77841515,AO ADVANCE AUTOMATION SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=106123&sid=99A45558A0835AA99B831AA91B41D5C3,LOT 30 JALAN 223 SECTION 51-A PETALING JAYA 46100 SELANGOR,asiapacific.dynamics@gmail.com,'2017-08-04,03 - 79572588,ASIA PACIFIC DYNAMICS (M) SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12472&sid=51ECECED022EB1FE4F79BEF88455D7FD,"40-3, JALAN SULTAN ISMAIL   50250 KUALA LUMPUR",admin@fotoshangri-la.com,'2017-08-04,03 - 21423078,FOTO SHANGRI-LA (M) SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=35555&sid=EA2264C869203550443425C95A7DEE09,"51, 49 & 47 JALAN MAHAGONI BANDAR UTAMA BUSINESS CENTRE BATANG KALI 44300 SELANGOR",cqgselva@yahoo.com,'2017-08-04,03 - 60572714,CLEAN Q GRIP (M) SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13787&sid=19CC7C69224298960F177A61E801C154,"LOT 194, CYBER 8 SENAI INDUSTRIAL PARK SENAI 81400 JOHOR",adminhr@plastico.com.my,'2017-08-04,07 - 5986085,PLASTICO SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=76198&sid=24BA46F047EDC18A0420D5C3572AC598,45 JALAN NAKHODA 20 TAMAN UNGKU TUN AMINAH SKUDAI 81300 JOHOR,lesotrademarketing@outlook.com,'2017-08-04,016 - 796792,LESO TRADE MARKETING SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12114&sid=B6FD8B773BC75C8779292F9F4BA73E94,"45 - 47, JALAN 9/118B DESA TUN RAZAK INDUSTRIAL PARK CHERAS 56000 KUALA LUMPUR",enquiry@shzenhoong.com,'2017-08-04,03 - 91723512,SHZEN HOONG PLASTIC INDUSTRIES SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=7503&sid=64FD8D26AEFA614B1B9C9FA450988901,"LOT 315, JALAN PKNK 3 KAW PERINDUSTRIAN SUNGAI PETANI 08000 KEDAH",milinter@gmail.com,'2017-08-04,04 - 4414288,MILLION INTERWORK SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=3990&sid=1A9C5A5E4EA5D8959F3F553025ADF14D,"2, JALAN TAMBUR 33/19 SHAH ALAM TECHNOLOGY PARK SECTION 33, SHAH ALAM 40400 SELANGOR",hanita@maluri.net,'2017-08-04,03 - 51248118,MALURI EQUIPMENT (MALAYSIA) SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=4174&sid=A362583C2E000DBADBA0721780E82CA7,"10, JALAN TPK 2/5 TAMAN PERINDUSTRIAN KINRARA PUCHONG 47100 SELANGOR",kennychew@live.com,'2017-08-04,03 - 80708840,LIVE-TECH SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8750&sid=08FCE742A47696C80E8F55C153893AC3,"21, JALAN PBS 14/3 TAMAN PERINDUSTRIAN BKT SERDANG SERI KEMBANGAN 43300 SELANGOR",an2melia@avialite.com,'2017-08-04,03 - 89414227,AVIALITE SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=107239&sid=CF6776C500C55F5B5A0ADA9F9358744D,MENARA C-18-02 REGINA USJ 1 JALAN SUBANG PERMAI SUBANG JAYA 47500 SELANGOR,vicentelite.my@gmail.com,'2017-08-04,019 - 6099889,VICENT ELITE BIRD NEST TRADING SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=7626&sid=BF6625A890F210A1E1B36CF0A1692A88,"7, LORONG TAMAN SEMBILAN TAMAN PERTAMA IPOH 30100 PERAK",ceprima28@gmail.com,'2017-08-04,05 - 5271412,CASH ENTERPRISE
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=4803&sid=D57816A89C8FA5837A70CC69B7374E52,"16,  JALAN TP5 TAMAN PERINDUSTRIAN SIME UEP SUBANG JAYA 47600 SELANGOR",marketing@cct.com.my,'2017-08-04,03 - 80247099,CRYSTAL CLEAR TECHNOLOGY SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9203&sid=228A6BF9A8CC8B56454E6830DE4F326D,AL 292 KG BARU SG BULOH 47000 SELANGOR,admin@kolling.com.my,'2017-08-04,03 - 61560310,KOLLING ENGINEERING SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=96549&sid=3FCB408AFBA68963785CBE7F8C025B85,NO 4 JALAN UTAMA 2/32 TAMAN PERINDUSTRIAN PUCHONG UTAMA  47100 SELANGOR,krutechsb@yahoo.com,'2017-08-04,03 - 80633266,KRUTECH SDN.BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=98781&sid=48A2F4C34C87A6A2FC10B68892DE884D,WISMA FEDERAL MALAY HOLDINGS NO 10 PERSIARAN 65C PEKELILING BUSINESS CENTRE JALAN PAHANG BARAT 53000 KUALA LUMPUR,federalmalay@gmail.com,'2017-08-04,03 - 40221010,KUT RESOURCES SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14856&sid=75EAB7E3850B218131E05861CE17C68B,"B-G-8, ENDAH PROMENADE NO. 5, JALAN 3/149E  TAMAN SRI ENDAH BANDAR BARU SRI PETALING 57000 KUALA LUMPUR",tekmark.kl@tekmarkgroup.com,'2017-08-04,03 - 90578999,TEKMARK SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=2352&sid=0C085C9649FAA217D839687FDDD76D1F,"12, LORONG SAGA JAYA 2 TAMAN PERINDUSTRIAN SAGA JAYA SEBERANG PERAI 13600 PULAU PINANG",soh@ecogen.com.my,'2017-08-04,04 - 3806332,QUANTUM WATER HEATERS SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=7148&sid=93757BC15178B3FEFC9BEC764F873D3B,"LOT 17494, 8 1/2 MILES JALAN IPOH SELAYANG INDUSTRIAL ESTATE BATU CAVES 68100 SELANGOR",info@prestar.com.my,'2017-08-04,03 - 61380033,PRESTAR ENGINEERING SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=5810&sid=CEA465E21A70E6BBAF5476E7EFC5BF8C,"A9-M, JALAN SELAMAN 1/1 DATARAN PALMA AMPANG 68000 SELANGOR",salt.my@sea-landtech.com,'2017-08-04,03 - 42701616,SEA AND LAND TECHNOLOGIES SDN  BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11481&sid=0CD40728F84BD3B290E2EC0D9DB7399E,"LOT 6, JLN SG KAYU ARA 32/40 TMN PERINDUSTRIAN BERJAYA, SEKSYEN 32 SHAH ALAM 40460 SELANGOR",info@alpha-electric.com,'2017-08-04,03 - 57408866,ALPHA ELECTRIC CO SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=97167&sid=EB3EBCD8E6EDDCAC86A14C43C7B18BA1,"D-G-12 , PLAZA CRYSTALVILLE , JALAN VITA 1 LINGKARAN CYBER POINT TIMUR CYBER 12 , CYBERJAYA 63000 SELANGOR",admin@vr.com.my,'2017-08-04,03 - 83222220,VERA REAL SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=6065&sid=A4D8F8E6B9C983C5A01FF9797DD4F801,"1165, LORONG PERINDUSTRIAN BUKIT MINYAK 16, TAMAN PERINDUSTRIAN BUKIT MINYAK, SIMPANG AMPAT 14100 PULAU PINANG",lee@pensonic.com,'2017-08-04,04 - 5070393,PENSONIC CORPORATION SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=95261&sid=C32B245C44436F9004382CA5559071E3,LOT 37830 JALAN BUKIT NAGA KAMPUNG BUKIT NAGA SECTION 32 40460 SELANGOR,info@pmt-my.com,'2017-08-04,03 - 51623046,YM VENTILATOR (M) SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=48754&sid=7B110EF32C8CAA821A4BA7D2A2D39B63,"ONE PRECINCT 1C-06-02 LENGKOK MAYANG PASIR, 11950 PULAU PINANG",finance@aemulus.com,'2017-08-04,04 - 6846000,AEMULUS CORPORATION SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9944&sid=FE58505DA2BB73A9E565A37538890CC9,PLOT 102 & 102A BAKAR ARANG INDUSTRIAL ESTATE SG PETANI 08000 KEDAH,chlim@esmtt.com,'2017-08-04,04 - 4229881,SMT TECHNOLOGIES SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=70018&sid=F61B069C199CD8F9522A569DC89436E1,"38, JALAN PEMBERITA U1/49 TEMASYA INDUSTRIAL PARK SECTION U1 40150 SELANGOR",sales-sam@sato-global.com,'2017-08-04,03 - 76208901,SATO AUTO-ID MALAYSIA SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10211&sid=C318E41AD8ACCB652B08E99BF97D2A9F,895 JALAN PERINDUSTRIAN BUKIT MINYAK KAWASAN PERINDUSTRIAN BUKIT MINYAK MK 13 14100 PULAU PINANG,karenmoy@pensonic.com,'2017-08-04,04 - 5070393,PENSIA ELECTRONIC SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11578&sid=671A6443DFE6A443B5F5CF47407DD0A9,"33 & 35 JALAN BA 2/1 KAWASAN PERINDUSTRIAN BUKIT ANGKAT SUNGAI CHUA, KAJANG 43000 SELANGOR",inquiry@imec.com.my,'2017-08-04,03 - 87349255,IMEC HYGIENE SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=61152&sid=B1901FF1B3B39A8503E25F8FF2449D04,"13-1, JALAN EQUINE 9 TAMAN EQUINE, BANDAR PUTRA PERMAI SERI KEMBANGAN 43300 SELANGOR",kolowa.my@gmail.com,'2017-08-04,03 - 89430027,KOLOWA VENTILATION (MALAYSIA) SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13274&sid=1AEF5160F24361F59B8184A64A013ACA,"17, JALAN SBJ 13, TAMAN INDUSTRI SB JAYA, SUNGAI BULOH 47000 SELANGOR",sslee@lsb-auto.com.my,'2017-08-04,603 - 61566208,LSB AUTOMATION SYSTEM
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=96097&sid=5590014EECB659577E3C342964770975,"LOT 29, JALAN BRP 9/1D TAMAN PERINDUSTRIAN PUTRA, BUKIT RAHMAN PUTRA, 47000 SELANGOR",careline@mcqwinindustries.com,'2017-08-04,03 - 61402333,MCQWIN INDUSTRIES SDN. BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=76062&sid=AA09E4225A1FEA16C8B26DBEBB7047AC,8 JALAN PJU 3/46 SUNWAY DAMANSARA TECHNOLOGY PARK 47810 SELANGOR,ipsh@ipsh.com.my,'2017-08-04,03 - 78039260,IPSH SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12929&sid=1F7A2C3B524FA5D70E4915F40671F9F2,"9, JALAN 1/137B RESOURCE INDUSTRIAL CENTRE 5TH MILE, OLD KLANG ROAD 58000 KUALA LUMPUR",wellykhoo@comsysscan.com,'2017-08-04,03 - 79802980,COMSYSSCAN SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=31791&sid=DC0A25F57CDA76376613F4566B9E8D30,"36A, JALAN BAYU 2/1 TAMAN PERINDUSTRIAN TAMPOI JAYA JOHOR BAHRU 81200 JOHOR",sales@heattemps.com,'2017-08-04,07 - 2366611,HEATTEMPS ENGINEERING SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=103008&sid=DFE91E7AED3DA2F9FD73B93CE641AC38,15-1 JALAN PJU 5/20B THE STRAND KOTA DAMANSARA PETALING JAYA 47810 SELANGOR,partner@arche-group.com,'2017-08-04,012 - 7367257,ARCHE GROUP SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=101462&sid=8AA64D055CDC94FD8E36E49418857D27,78 TINGKAT BINJAI 12 TAMAN SRI RAMBAI BUKIT MERTAJAM 14000 PULAU PINANG,limsweegim@yahoo.com,'2017-08-04,04 - 5300918,SUN FLAME INDUSTRIES SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=73129&sid=0B7FF8AE7871217DC5BF17A36E7674A5,"C-9-3A, CENTUM, OASIS CORPORATE PARK, NO.2, JALAN PJU 1A/2, ARA DAMANSARA PETALING JAYA 47301 SELANGOR",info@dptech.com.my,'2017-08-04,017 - 2755311,DYNAMIC POSITIONING TECH SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=69706&sid=70AC3DDECB90E62D8EEA22AD5FF11500,651-3B BATU 4 OFF JALAN IPOH 51200 KUALA LUMPUR,kentomarketing@gmail.com,'2017-08-04,03 - 62598163,KENTO SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12740&sid=3BEF3D7F049A550C6A3BCF0D1B362225,"LOT.11, JALAN P/7, BANGI INDUSTRIAL ESTATE, BANDAR BARU BANGI  43650 SELANGOR",bryair@bryair.com.my,'2017-08-04,03 - 89256622,BRY-AIR (MALAYSIA) SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14663&sid=034DFF0C0A902F72848D0B784E5D6199,"S11 IKANO POWER CENTRE, 2 JALAN PJU 7/2 MUTIARA DAMANSARA  47800 SELANGOR",mewah7177@yahoo.com,'2017-08-04,03 - 77271377,EUPHONY MUSICAL SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15776&sid=6F4A90334AA646BB1D5EB2AC6F72C357,"LOT 2829, JALAN SG KELKATI 32/148 OFF JALAN SRI GAMBUT SECTION 32 SHAH ALAM 40460 SELANGOR",jovenmkt@joven.com.my,'2017-08-04,03 - 51626633,JOVEN MARKETING SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=105157&sid=C06CBC4DC83522E8C3166D6872EBC6BF,AS60 JALAN HANG TUAH 4 TAMAN SALAK SELATAN  57100 KUALA LUMPUR,metroconsumer@gmail.com,'2017-08-04,03 - 79815662,METRO CONSUMER SDN BHD
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=90473&sid=7ACE34E869018393E386BE3F93CDE7CB,"8-2, WISMA FIAMMA 22, JALAN 7A/62A BANDAR MANJALARA 52200 KUALA LUMPUR",limth@fiamma.com.my,'2017-08-04,03 - 62798866,FIMACO SDN BHD
