HREF,TEL,CONAME,DATE_SCRAPED,BIZADD,FAILMSG,EMAIL
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=87134&sid=FB3F1D7CCD0DEE933B8AD38156D52A79,089 - 272299,LKS COMMODITIES SDN BHD,'2017-08-02,LOT 80-2F BLOCK 6 LORONG PRIMA 3 PRIMA SQUARE SANDAKAN 90000 SABAH,,lkscomsb@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=38588&sid=FCA6241FF7609DFEAB6540C4353AB647,07 - 6526314,PACIFIC OILS & FATS INDUSTRIES SDN BHD,'2017-08-02,"24 MILE, OFF JALAN AIR HITAM KULAIJAYA  81000 JOHOR",,anba.mmsamy@pacificofats.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12469&sid=C16ED8ECE42E9102F2CC15BE6C7CBF9B,03 - 20934660,PREMIUM VEGETABLE OILS SDN BHD,'2017-08-02,"SUITE 6-7 & 6-8 LEVEL 6,WISMA UOA DAMANSARA II 6, CHANGKAT SEMANTAN, DAMANSARA HEIGHT 50490 KUALA LUMPUR",,abrahama@goodhope-my.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=63013&sid=82DC507201FF9CC066EC332DAC309113,04 - 4477932,DINXINGS (M) SDN BHD,'2017-08-02,"40, BATU 17 JLN GURUN GUAR CHEMPEDAK 08300 KEDAH",,ken@dinxings.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=66901&sid=1FDBC6B1BF077A7E3977D40CF2B96FD5,012 - 2862616,QUAY TRADING,'2017-08-02,LOT 1 TAPAK IKS NAKA PEKAN NAKA KUALA NERANG 06350 KEDAH,,fahkri@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=87989&sid=C6BE455BC997DB93CB516A8975744EBA,04 - 2839155,AZ-ZUMAR HOLDING RESOURCES SDN BHD,'2017-08-02,"1-L2-3A, METRO AVENUE LINTANG HAJJAH REHMAH JELUTONG 11600 PULAU PINANG",,azzumarhldng@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=87252&sid=D2F080625BD0C6D6D1836D5DAC728490,03 - 92010761,BUNCH CLIMAX SDN BHD,'2017-08-02,"B8-5-7,BLOCK 8, QUEEN AVENUE JALAN BAYAM CHERAS 55100 SELANGOR",,penguine1968@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=79293&sid=4EDDEE9B0E5618F0ED0C3053C08FAE00,03 - 21648128,TWIN WEALTH OILS & FATS MALAYSIA SDN BHD,'2017-08-02,"UNIT 7-1 LEVEL 7, UOA II 21, JALAN PINANG 50450 KUALA LUMPUR",,arthur.lim@twinwealth.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14561&sid=7AA3C38D316E4F455D55759CC7A5D844,012 - 5127329,KURNIA KEBAL SDN BHD,'2017-08-02,"134A, JALAN SULTAN YUSUFF, IPOH, PERAK.  30200 PERAK",,dominic.m@kurniakebal.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=82489&sid=1B12ED5B7A06E9C61E55C1F27E03D44C,03 - 89590866,BIO ARANG RESOURCES SND BHD,'2017-08-02,"SERENA 202, JALAN SAUJANA SUTERA 10 SAUJANA SUTERA S2 HEIGHTS 70300 NEGERI SEMBILAN",,afeefah.bioar@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=88016&sid=BB5796E5A671F47151D9DDDDAC74FD01,09 - 8584807,ENRO ANALISA SDN BHD,'2017-08-02,"K­9604, GR & 1ST FLOOR TAMAN CHUKAI UTAMA KEMAMAN 24000 TERENGGANU",,enroanalisasb@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=73690&sid=5DA1DCBFE1BC6F563326C2D66178547B,09 - 7730828,MAYA DUTA SDN BHD,'2017-08-02,"LOT 3A & 3B ENTREPRENUER PARK FASA 3 KAWASAN INDUSTRI MARA (KIM) PENGKALAN CHEPA JALAN PADANG TEMBAK, KOTA BHARU 15050 KELANTAN",,mayaduta.kb@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=82798&sid=0053AA4FD3219B370678C179364B3835,012 - 7209706,RUCHI OILS & FATS SDN BHD,'2017-08-02,70-1 JALAN MAHOGANI 1 BANDAR BOTANIC KLANG 41200 SELANGOR,,gsugu@ruchionline.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13328&sid=77EFE4D87D9686DE51C08F0687BF5E61,03 - 78464325,KARYON (MALAYSIA) SDN BHD,'2017-08-02,"16 JALAN UTARID U5/16 MAHSING INTEGRATED INDUSTRIAL PARK, SECTION U5 SHAH ALAM 40150 SELANGOR",,export@karyon.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=74609&sid=E6A41DD3B4E46C00AB8B046D4C86DF91,03 - 58826574,GENERAL MACHINERIES & INDUSTRIAL SDN BHD,'2017-08-02,"3G, JALAN BANDAR 10 PUSAT BANDAR PUCHONG PUCHONG 47160 SELANGOR",,enquiry@gmisb.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=64970&sid=523FDBD0D1990EBFDA88E28E179DE5CF,03 - 41310786,STAR REVOLUTION SDN BHD,'2017-08-02,"NO. 111-1, JALAN 3/23 A, OFF JLN GENTING KELANG TAMAN DANAU KOTA SETAPAK, KUALA LUMPUR 53300 KUALA LUMPUR",,starrevolution2010@hotmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14675&sid=83252B32D4EFA64B4B2F42EF80C590C6,03 - 27755879,VAKMINAY SENDIRIAN BERHAD,'2017-08-02,"C26, 2ND FLOOR PLAZA PEKELILING 2 JLN TUN RAZAK 50400 KUALA LUMPUR",,siva@vakminay.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=73277&sid=FB4B3AA50349AFAA64FC58F6FD218BD0,03 - 27108493,AAK MALAYSIA SDN BHD,'2017-08-02,"LOT 17.01-02, LEVEL 17 WISMA GOLDHILL 67, JALAN RAJA CHULAN 50200 KUALA LUMPUR",,tan.hooi.yean@aak.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=83856&sid=7801C4C2A15E4015730086739FBA3DB3,04 - 5533386,GOLD LEO PROPERTIES SDN BHD,'2017-08-02,"60, TINGKAT 2, JALAN PERNIAGAAN PUSAT PERNIAGAAN ALMA BUKIT MERTAJAM 14000 PULAU PINANG",,absoluteproperty_sb@yahoo.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15878&sid=B130FC2D52899F9BD9868A733490E40E,03 - 62001600,IRFAZ EXPORTS SDN BHD,'2017-08-02,BLOCK L UNIT 8-1A 2 JALAN SOLARIS SOLARIS MONT KIARA 50480 KUALA LUMPUR,,info@irfaz.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=83485&sid=9D13FF44CAC6C6E941A9BC3914700450,010 - 3858713,RSBS ENTERPRISE SDN BHD,'2017-08-02,NO 6 TAMAN INDERA JALAN SEKOLAH DERMA 01000 PERLIS,,rsbsmalaysia@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=83957&sid=C47DB119452E079545E9683735F242DF,03 - 21175378,TARTIIB GENERAL TRADING SDN BHD,'2017-08-02,LEVEL 20 MENARA STANDARD CHARTERED 30 JALAN SULTAN ISMAIL 50450 KUALA LUMPUR,,info@tartiib.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=84592&sid=5E31436AF71A0CB9D4D903D64C9EC5AF,013 - 3479731,JS PALM TRADE,'2017-08-02,"27, JALAN WARISAN MULIA 4/2 KOTA WARISAN SEPANG 43900 SELANGOR",,vani270508@yahoo.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=84078&sid=8436370DB88BDBCF3B37E1E3AC548BFC,03 - 41426516,SWIFT INTER TRADE SDN BHD,'2017-08-02,146-1 JALAN TUN SAMBATHAN BRICKFIELD 50470 KUALA LUMPUR,,swift.it2015@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=75711&sid=34EC0AB1126D077DD9BA32C9B6029C55,03 - 74922611,WAKOMAS NIAGA SDN BHD,'2017-08-02,"E-7-08 CAPITAL 5, OASIS SQUARE 2A JALAN PJU1A/7A, ARA DAMANSARA PETALING JAYA 47301 SELANGOR",,benjaminharris@wakomas.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11042&sid=26D4464B138CC129D9EC6EDD27505DEA,03 - 89612864,AB MAURI (M) SDN BHD,'2017-08-02,LOT 4185 KG BARU BALAKONG BALAKONG 43300 SELANGOR,,info@abmauri.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=84963&sid=218BE21B14FD8592CA5BE9B2C7A84CC6,03 - 51150216,AGRI ASIA GROUP SDN BHD,'2017-08-02,"SUITE C-5-6,7 & 8, LEVEL 5, BLOCK C SKYPARK @ ONE CITY, JALAN USJ 25/1 SUBANG JAYA 47650 SELANGOR",,info@agriasia.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=76509&sid=7629FE34833AF98D30C0D7FAACEBE924,03 - 79571995,SAHABAT RENEWABLE FUEL VENTURES SDN BHD,'2017-08-02,"T1-L9-2,9TH FLOOR, JAYA 33, 3 JALAN SEMANGAT SECTION 13 PETALING JAYA 46200 SELANGOR",,azhan.yaacob@premium-re.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=85227&sid=D820482099908A1E4B5CCE528694D44A,017 - 3247326,WORLDWIDE ANTI-AGING PROFESSIONALS SDN BHD,'2017-08-02,B-3-5 GATEWAY KIARAMAS 1 JALAN DESA KIARAMAS 50480 KUALA LUMPUR,,info@sirm.se
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=85759&sid=7C5874EB050827DEA93730EE2DD0D0DD,03 - 91734721,SHAZ DINAMIK SDN BHD,'2017-08-02,"51-2, JALAN DWITASIK 2 DATARAN DWITASIK, BANDAR SRI PERMAISURI CHERAS 56000 KUALA LUMPUR",,shazdinamik@yahoo.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=6079&sid=B80582B9FACC4E271F47AE5083E555E2,07 - 2543188,IFFCO (MALAYSIA) SDN BHD,'2017-08-02,"PLO 406,JALAN EMAS KAW PERINDUSTRIAN PASIR GUDANG PASIR GUDANG 81700 JOHOR",,amohamed@iffco.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=85849&sid=D49B5C173B7A5A4F9691CD094D43EAA2,016 - 6308630,GREAT PAC UNIVERSAL PRODUCTS,'2017-08-02,45 JALAN IMJ 2 TAMAN INDUSTRI MALIM JAYA 75350 MELAKA,,greatpacm@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=85734&sid=5C8A5EB3819FBF052532FCCB2CE2C3DD,016 - 4156889,MAXSEN RESOURCES (M) SDN BHD,'2017-08-02,"53, GROUND FLOOR LORONG PERDA SELATAN 1 BANDAR PERDA, BUKIT MERTAJAM 14000 PULAU PINANG",,jingmu133@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=77790&sid=ACEBD124812DA4985B9D75A1F01223DD,03 - 79543661,MIRESCO INTEGRATED SDN BHD,'2017-08-02,"UNIT 901, BLOCK B, PUSAT PERDAGANGAN PHILEO DAMANSARA 1, NO. 9, JALAN 16/11 OFF JALAN DAMANSARA,  46350 SELANGOR",,drihsan@mirescointegrated.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11742&sid=731FE1FBF428B38507BD464F5EA30250,03 - 21611164,ABLEACE (M) SDN BHD,'2017-08-02,"A-5-4 MEGAN AVENUE 1 189, JLN TUN RAZAK  50400 KUALA LUMPUR",,secretary.aar@ableace.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=88450&sid=49D4218BE32AB6D6F30A5A5D2C028F53,06 - 6783162,RESCOM ENTERPRISE,'2017-08-02,889 JALAN TTJ 2/7 TAMAN TUNKU JAAFAR 71450 NEGERI SEMBILAN,,knzmaju@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8970&sid=BC0670FEDF8571C414DBF4D1278840C6,089 - 611011,SANDAKAN EDIBLE OILS SDN BHD,'2017-08-02,"KM 8, JALAN BATU SAPI, KARAMUNTING PETI SURAT 2605, SANDAKAN  90729 SABAH",,seo_enquiry@wilmar.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=42299&sid=6161AA6671D2A82DBB0808FADA6B8472,03 - 80637889,BIO GREENO SDN BHD,'2017-08-02,"58, JALAN PUTERI 2/4 BANDAR PUTERI PUCHONG 47100 SELANGOR",,biogreeno@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=92894&sid=6917D212C9E07B4683CB05483E0DC0B6,03 - 21438811,HWG CONSORTIUM SDN BHD,'2017-08-02,WISMA HO WAH GENTING NO.35 JALAN MAHARAJALELA  50150 KUALA LUMPUR,,ahmadbinjamil@hwgconsortium.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15356&sid=1C689C8045C0252C6D6D40966785E3A1,07 - 2380886,MUSTIKA GOMBANG SDN BHD,'2017-08-02,"3A, JALAN INDAH 1/1 BUKIT INDAH JOHOR BAHRU 81200 JOHOR",,mustika@mypalmoil.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=89065&sid=377C818B2BECFD8FCDB7290A392DFD68,017 - 3681819,OSMT ENTERPRISE,'2017-08-02,1699 TAMAN TKK BT 3 1/2 JLN PANTAI 71050 NEGERI SEMBILAN,,osmtmalaysia@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=80848&sid=C5CFF94E60694C3FD81908BE0E0AA9EA,07 - 5124600,GLOBAL FIBRE SDN BHD,'2017-08-02,27A & B JALAN JAYA MAS 1 TAMAN JAYA MAS 81300 JOHOR,,azzurin@globalfibre.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=92044&sid=C5DDD4FF9E81F497F49C5857AB0103FD,03 - 42574491,FIGS FIESTA ONE MALAYSIA SDN BHD,'2017-08-02,A-0-7 SETIAWANGSA BUSINESS SUITE NO1 JALAN SETIAWANGSA 11 TMN SETIAWANGSA 54200 KUALA LUMPUR,,isotexservices@yahoo.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=80902&sid=58398B7D3E3C949C94F3FE5749AEA85C,082 - 428188,LE BORNEO RESOURCES SDN BHD,'2017-08-02,"3RD FLOOR, NO. 163, BORMILL ESTATES LORONG TUN AHMAD ZAIDI ADRUCE 8 KUCHING 93150 SARAWAK",,stella.imc@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=93606&sid=CFC778E4E4593E33B3338452516EB2E8,019 - 7241991,ANISA EXIM TRADING,'2017-08-02,NO 45 JALAN D'ALPINIA 1 TAMAN D'ALPINIA PUCHONG 47120 SELANGOR,,anisaexim@outlook.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=7683&sid=C55EA3836CBA8DD14B6D7937B4BA1369,088 - 316470,EPS IMPEX,'2017-08-02,"P.O. BOX 21904 DAMAI PLAZA, LUYANG KOTA KINABALU 88777 SABAH",,sales@epsimpex.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=36369&sid=B474CB33CF465E176A5FF550A1B0A8C7,03 - 78468625,GREENWELL OLEOCHEMICALS SDN BHD,'2017-08-02,"NO.18 JLN BULAN BT U5/BT, SEKSYEN U5  SHAH ALAM 40150 SELANGOR",,khtan@greenwell.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=93828&sid=B73BC3D552D8822AA19C5F512143AB92,03 - 41443944,DMM RESOURCES SDN. BHD.,'2017-08-02,D-56-2 PLAZA USAHAWAN GENTING KELANG CRYSTAL VILLE JALAN DANAU NIAGA 1 TAMAN DANAU KOTA 53300 KUALA LUMPUR,,dmm.resources@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=93699&sid=8B882B075CCF6E21C53F24EB8790548E,07 - 2543668,VANCE BIOENERGY SDN BHD,'2017-08-02,PLO 668 & 669 JALAN KELULI 5 KAWASAN PERINDUSTRIAN PASIR GUDANG PASIR GUDANG 81700 JOHOR,,sales@vancebioenergy.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=93804&sid=0D6E5C46CF4B6F1E69FD7692F22B83F6,03 - 62000639,ROBAN RUSH OLEO SDN BHD,'2017-08-02,710 L-7-2 JALAN SOLARIS DUTAMAS 2 MONT KIARA 50480 KUALA LUMPUR,,iqbalyazed@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=88484&sid=E594D847CACFBA52E0B2F80DE13183B6,03 - 56244250,NAYAB TRADING (M) SDN BHD,'2017-08-02,"SUITE 20-01 & 20-02B, LEVEL 20 THE PINNACLE, PERSIARAN LAGOON BANDAR SUNWAY, SUBANG JAYA 47500 SELANGOR",,talha.nayab@nayabtradings.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=72855&sid=9FEB1007B3330009137A2A34A282305E,013 - 9266600,AA NIAGA PLT,'2017-08-02,"7, JALAN SONGKET TAMAN MAZNAH KAMPUNG JAWA, KLANG 41000 SELANGOR",,afham.aaniaga@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=74816&sid=BF2ADDAC17C807906859570551B24D0F,03 - 92055990,BLACKGOLD OIL & GAS SDN BHD,'2017-08-02,SUITE 6-7-2 QUEEN'S AVENUE JALAN SHELLY OFF JALAN PEEL 55100 KUALA LUMPUR,,musa@blackgold.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=89836&sid=26BB844E1AEEE353C9B5F4BEA5A1C962,03 - 32907837,AGRO NATURAL RESOURCES SDN BHD,'2017-08-02,"706, LOT 3182 BATU 7, JALAN KAPAR KAPAR 42200 SELANGOR",,tanjungktt@yahoo.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=58339&sid=08297BC93827A02EF1F0DFA350AA95C7,03 - 33756789,SOUTHERN PRODUCTS MARKETING SDN BERHAD,'2017-08-02,WISMA SOUTHERN 6TH FLOOR NO.26-34 JALAN DATO HAMZAH KLANG 41000 SELANGOR,,enquiry@southern.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9467&sid=DFD10EC1439CF3D5E30EFAD6EF5CEB6A,03 - 31012288,ABLE PERFECT SDN BHD,'2017-08-02,"LOT 2112, JALAN ENGGANG BATU 9, KAMPUNG KEBUN BARU. TELOK PANGLIMA GARANG. SELANGOR D. E. KUALA LANGAT 42500 SELANGOR",,kelvin.teo@ableperfect.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=89862&sid=96C8FF3F4983079807F09C7D5C53E7AD,03 - 33198282,OPL ANCHOR OCEAN (M) SDN BHD,'2017-08-02,92 LEBUH GAMBUS TAMAN DESAWAN 41200 SELANGOR,,oplmarineservice@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=2376&sid=9CCC306B463E28874F66B29CC44AE589,06 - 9859998,MUAR BAN LEE ENGINEERING SDN BHD,'2017-08-02,JR 52 LOT 1818 JLN RAJA KAWASAN PERINDUSTRIAN BKT PASIR MUAR 84300 JOHOR,,mbl@mbl.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=72187&sid=08B7B5FDC1FBA7CE5878635C9217512C,03 - 78454033,YMC TECHNOLOGIES SDN BHD,'2017-08-02,"12, JALAN ASTAKA U8/83 SEKSYEN U8, BUKIT JELUTONG SHAH ALAM 40150 SELANGOR",,general@ymctech.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=101265&sid=BCDDEFC0E9DD5BAF25D18101D55DCE42,07 - 2228226,PIEECASSO RESOURCES SDN BHD,'2017-08-02,LOT 15.01 15TH FLOOR PUBLIC BANK TOWER NO 19 JALAN WONG AH FOOK JOHOR BAHRU JOHOR 80000 JOHOR,,visionvirtualoffice@yahoo.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=36924&sid=F39FB1F8C37EF0610F5A8E86EF03B038,089 - 212073,HAN YAW ENTERPRISE SDN BHD,'2017-08-02,"LOT 8D, BLOK 42 TINGKAT 1, LORONG 5 P.O.BOX 2300, SANDAKAN 90726 SABAH",,sales@hanyaw.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=82957&sid=C230EFFFE391967E8424213461B60D2C,082 - 433000,BNE TRADING SDN BHD,'2017-08-02,"LOT 1023, DEMAK LAUT INDUSTRIAL PARK, PHASE 1, LORONG 3, JALAN DEMAK LAUT, KUCHING 93050 SARAWAK",,bne@bne2u.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=92964&sid=6A60AF9B33B47C5C2D79EDCA11915C4B,012 - 9347566,KL AGRI SDN BHD,'2017-08-02,"K3-11-05, UOA BUSINESS PARK, NO.1, JALAN PENGATURCARA, U1/51A, SEKSYEN U1, SHAH ALAM 40150 SELANGOR",,operations@klagri.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=84587&sid=9C30537FD37D41F4C97046E203FE039B,07 - 5545579,ANJUNG KILAUAN SDN BHD,'2017-08-02,NO.19 & 21 JALAN MEGA 1/4 KAW PERINDUSTRIAN NUSA CEMERLANG 79200 JOHOR,,abmgroups78@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=101652&sid=2B2F297D6BBC57E7FD1AF78948C604EA,06 - 7907921,AYINA GLOBAL SDN BHD,'2017-08-02,NO 74 JALAN TIMUR 6/2D BANDAR ENSTEK  71760 NEGERI SEMBILAN,,syuhada@ayina.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=101510&sid=484BFCB193C3E9C26EEDA635EC42682B,03 - 42917811,NRFI MANUFACTURING (MALAYSIA) SDN. BHD.,'2017-08-02,NO 6 JALAN KENCANA 20 TAMAN KENCANA CHERAS 56100 KUALA LUMPUR,,ianwong@nrfigroup.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12356&sid=E35A7447CCE2308892E18A2804E1A692,05 - 2908230,YEE LEE EDIBLE OILS SDN BHD,'2017-08-02,"LOT 85, JALAN PORTLAND TASEK INDUSTRIAL ESTATE IPOH 31400 PERAK",,yleomktg@yeelee.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=89895&sid=B0A6BB3ECECA00F6ED7C61E2A66697E8,03 - 33234885,NEW ASIA LOGISTIC SERVICES (M) SDN BHD,'2017-08-02,"11-A JALAN BAYU TINGGI 1A BATU UNJUR, KLANG 41200 SELANGOR",,newasialogistic@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=96226&sid=B90DAAD7B6403EF71837140771AC3EBE,03 - 21635308,CHROME CHARMS CORPORATION SDN BHD,'2017-08-02,B-11-1 MEGAN AVENUE 2 NO 12 JLN YAP KWAN SENG  50450 KUALA LUMPUR,,timtanks@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=63742&sid=4E77D5C5AD646F66D3973B003D436290,03 - 80636562,USAHA STRATEGIK SDN BHD,'2017-08-02,"12-1, JALAN MUTIARA 1/1 TAMAN MUTIARA INDAH PUCHONG 47110 SELANGOR",,usahastrategik@yahoo.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=73404&sid=91B7BE15578F447AED2F167E7811ABE0,07 - 6626031,KULIM NURSERY SDN BHD,'2017-08-02,1ST FLOOR WISMA KNSB 416 JALAN KENANGA 29/10 INDAHPURA 81000 JOHOR,,liza.knsb@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=73173&sid=8F5380B1EB28D04E1728573590C281FD,03 - 41314154,SAMAREKA SDN BHD,'2017-08-02,"NO 22A-1, JALAN WANGSA DELIMA 2A SEKSYEN 5 WANGSA MAJU  53300 KUALA LUMPUR",,admin@samareka.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=39238&sid=48F4C3BD4012C78544021B31E16C8D86,05 - 5487068,GAYA MAWAR (M) SDN BHD,'2017-08-02,"122, JALAN TASEK TIMUR TAMAN TASEK INDRA IPOH 31400 PERAK",,jennkoh.gm@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=80367&sid=A0B464A9BA842CE02BB2B7B450DFEC13,03 - 55191388,KLK BIOENERGY SDN BHD,'2017-08-02,11 JALAN UTAS 15/7 SHAH ALAM 40200 SELANGOR,,kw.ho@klkoleo.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9857&sid=285C3C5FB3C8B8ED44F9F4EBEFAA1158,06 - 7971999,RALCO PLASTIC SDN BHD,'2017-08-02,11 JALAN PJS 11/28-B BANDAR SUNWAY PETALING JAYA 46150 SELANGOR,,billyvoon@ralco.net
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=70928&sid=67B165340FBF9CF071E93197FEFFAC4B,03 - 33452782,OLEON SDN BHD,'2017-08-02,"LOT 57, JALAN SUNGAI PINANG 4/3/KS11 SELANGOR HALAL HUB, PULAU INDAH INDUSTRIAL PARK PORT KLANG 42920 SELANGOR",,kahbee.yap@oleon.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=93977&sid=03C52A527150D8FB192402F6F58778CC,03 - 79815592,INFLUX HOLDING SDN. BHD.,'2017-08-02,153 JALAN DESA MESRA TAMAN DESA 58100 KUALA LUMPUR,,info@influxlipids.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=94054&sid=2187B1AD1024FACF3D47F780C83DF12E,03 - 78049177,SM AMALINA INDUSTRIES SDN BHD,'2017-08-02,NO 55 B JALAN SS 6/12 KELANA JAYA PETALING JAYA 47301 SELANGOR,,info@smamalina.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14370&sid=9346202327EF22CF1B23A0ED6D9A6277,03 - 33249852,TIMUR NETWORK SDN BHD,'2017-08-02,26 LORONG BAYU TINGGI 1B/KS 6 BATU UNJUR KLANG 41200 SELANGOR,,sales@timurnetwork.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=94360&sid=8A303E41C28BC536A0DE83E725E939C2,03 - 61882242,HISBRO SDN BHD,'2017-08-02,NO 40-2A 2ND FLOOR JALAN 2 BATU CAVES CENTRE POINT 68100 SELANGOR,,hisbro@yahoo.com
