HREF,CONAME,BIZADD,TEL,EMAIL,DATE_SCRAPED,FAILMSG 
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=4895&sid=C95C8C76341F68D9DBC0B82091D5FEE7,PENCHEM INDUSTRIES SDN BHD,"1015 JLN PERINDUSTRIAN BUKIT MINYAK 7 KAWASAN PERINDUSTRIAN BUKIT MINYAK MUKIM 13 BUKIT MERTAJAM, SEBERANG PERAI TENGAH 14100 PULAU PINANG",04 - 5015976,cheemang@penchem.com,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=83435&sid=CDD6D643B3B08AFF877D452B4DE8B29B,MAYPREEN SDN BHD,2 JALAN INDUSTRI USJ1/13 TAMAN PERINDUSTRIAN USJ 1 47600 SELANGOR,012 - 3293038,yetmee@gmail.com,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=78210&sid=BF57CD731A2F7B1C10E96239F2345011,KYZEN SDN BHD,"PLOT 47, HILIR SUNGAI KELUANG 2 PHASE 4, BAYAN LEPAS IND. PARK 11900 PULAU PINANG",04 - 6303000,beebee_tay@kyzen.com,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=7408&sid=C95DBAE377A41179BA20AD98A6634CCC,KOMARK INTERNATIONAL (M) SDN BHD,"LOT 132, JALAN 16/1 KAW PERINDUSTRIAN CHERAS JAYA BALAKONG 43200 SELANGOR",03 - 90803333,enquiry@komark.com.my,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=79660&sid=E3979B3F623A6217D1DCB228C52ECFBA,JADI CHEMICALS SDN BHD,"1, JLN PEGUAM U1/25A HICOM GLENMARIE INDUSTRIAL PARK SECTION U1, SHAH ALAM 40150 SELANGOR",03 - 78040333,info@jadi.com.my,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=41354&sid=3BFA8D85AD401355FD759ED888CA9899,LUBRIMAXX MANUFACTURING SDN BHD,10 JALAN DAWAI 16/2 SEKSYEN 16 SHAH ALAM 40200 SELANGOR,03 - 55112346,bruce@lubrimaxx.com,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=81748&sid=703F80D6DA2A6DD568857FE14CE60B04,DOUBLE CORPORATE SDN BHD,"38, JLN INDUSTRI 3/1 TAMAN PERINDUSTRIAN TEMERLOH MENTAKAB 28400 PAHANG",09 - 2778389,kslee@doublecorporate.com,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=88307&sid=66560A1EBBB94D4AA1D7C2C5F9B86A9A,CHEMIA WORLD SDN BHD,"D12-1-1, BLOCK D12, DANA 1 COMMERCIAL CENTRE, JALAN PJU 1/46A, PETALING JAYA 47301 SELANGOR",03 - 78426058,logistics@chemiaworld.com,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=87343&sid=35BC16B7EF1F9E0741C5F0AAB36B4081,GERATEK SDN BHD,"14, JALAN SERI MUKA 36/27A TAMAN MENEGON INDAH SHAH ALAM 40470 SELANGOR",03 - 33817575,geratekgroup@yahoo.com,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=90532&sid=28C269019453D8677A9D59545BB9C4E2,FELCRA NIAGA SDN BHD,WISMA FELCRA NIAGA NO 10 JALAN USAHAWAN 5 KAWASAN PERUSAHAAN SETAPAK 53200 KUALA LUMPUR,03 - 41423036,fatin@felcraniaga.com.my,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11578&sid=671A6443DFE6A443B5F5CF47407DD0A9,IMEC HYGIENE SDN BHD,"33 & 35 JALAN BA 2/1 KAWASAN PERINDUSTRIAN BUKIT ANGKAT SUNGAI CHUA, KAJANG 43000 SELANGOR",03 - 87349255,inquiry@imec.com.my,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=89850&sid=FB38C2C1F1ABDFF5E261527846184C33,MEGAVISION CENTRE SDN BHD,"19-B, WISMA KRINGAT 1 LORONG BATU CAVES 1 BATU CAVES 68100 SELANGOR",036 - 1811214,megavision.my@gmail.com,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=89916&sid=603158B60701C262A810490BB6C4CF5F,DELEUM CHEMICALS SDN BHD,NO. 2 JLN BANGSAR UTAMA 9 BANGSAR UTAMA 59000 KUALA LUMPUR,03 - 22957788,info@deleum.com,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=92152&sid=410E0844B09719D41B3CD226418A881B,CESTI TECHNOLOGIES SDN BHD,"HEDGEFORD GALLERIA, 13-2 BLOCK B PLAZA WANGSA MAJU, JALAN MAJU RIA 2 SEKSYEN 10, WANGSA MAJU 53300 KUALA LUMPUR",03 - 41443669,azam@cesti-enviro.com,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=88166&sid=BADBB9AE3E4DDEA31ADDE1FC49AA6234,BT CHEMICALS SDN BHD,"LOT 71 JALAN P10/21 SELAMAN INDUSTRIAL PARK, 43650 SELANGOR",03 - 89223633,biotex@biotex.com.my,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=37348&sid=9EBCF09BABD3C02286C50ACEEB96F603,TURAB INC (M) SDN BHD,"10A, JLN LAKSAMANA 11 TMN MEWAH JAYA 3 KLANG 42100 SELANGOR",03 - 51622208,turabinc@gmail.com,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=91234&sid=FB4F6FF6676E94820BEBA5175ED30A42,EURO-CIRCUIT TECHNOLOGY SDN BHD,NO 10A JALAN KEBUDAYAAN 1A TAMAN UNIVERSITI SKUDAI 81300 JOHOR,07 - 3822946,euro_circuit@yahoo.com.my,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=5210&sid=37E4139C71D6DBEE6C56D7D82FBF8F62,IEZON SDN BHD,NO.10 JLN PEKAKA 8/16C KOTA DAMANSARA PETALING JAYA 47810 SELANGOR,03 - 61511883,julietyeap@gmail.com,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=92882&sid=C8509CBA66C693F48D75219940A363E0,MM COSMETIC SDN BHD,NO 106-01 JALAN MOLEK 2/2 TAMAN MOLEK 81100 JOHOR,07 - 3612331,mmcosmetic@hotmail.com,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=93824&sid=9D940C81B5F4E43ACC80611602BD0283,INTERMED MANUFACTURING SDN BHD,NO 22B JALAN WAN KADIR 1 TAMAN TUN DR ISMAIL 60000 KUALA LUMPUR,03 - 77286440,INTERMED@INTERMEDMANUFACTURING.COM.MY,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=107883&sid=F4EEA6351EEA142F72E2CDE585B5BBA0,ISQ HOLDINGS SDN BHD,1 SOLOK BERINGIN BATU MAUNG  11960 PULAU PINANG,04 - 6264886,lwng@isq.my,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=108130&sid=E7C16F94091D7C364AC4DE1253044CE7,ENVIRO CLEAN ENERGY SDN BHD,LOT 424 JALAN NILAI 7/17 KAWASAN PERINDUSTRIAN NILAI 7 NILAI 71800 NEGERI SEMBILAN,03 - 62622179,ecechitosan@gmail.com,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=93641&sid=19979B9EB75E387F53BEB10CDE3C617F,JAMAX INDUSTRIES SDN BHD,20-1 JALAN SUNGAI BURUNG Y32/Y BUKIT RIMAU SHAH ALAM 40460 SELANGOR,03 - 51318113,yong@loftfurniture.com.my,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=107986&sid=5181CB16123B255FC0797453B3A50FDC,JADES & EASYSTONE SDN.BHD,LOT 16290-5 LORONG CP 4/36A TAMAN CHERAS PERDANA BATU 9 3/4 KAJANG 43200 SELANGOR,06 - 7678980,jadeseasystone@gmail.com,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=107899&sid=590A263F91DEB54FE7612D519698309D,DETAILING MASTER ENTREPRISE,252 JALAN KIP 4 TAMAN PERINDUSTRIAN KIP KEPONG 52200 KUALA LUMPUR,017 - 7027878,khoo@3rchemical.com,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=61931&sid=5DEDA7FA875945DE4F6E4287A672A349,BARRAT INTEGRA SDN BHD,43 JALAN USJ 21/11 UEP SUBANG JAYA 47630 SELANGOR,03 - 80238262,gklee@barrat.com.my,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=78566&sid=BBA529A362F9DC7DB25E0E1FD1CCE1C6,VENTUREMORE (M) SDN BHD,7A JLN TUN MOHD FUAD 3 TMN TUN DR ISMAIL KUALA LUMPUR 60000 KUALA LUMPUR,03 - 77294408,venturemore@gmail.com,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=69991&sid=956CB17BCD311EA54BE72BB4C5C946C5,ORAPI APPLIED (M) SDN BHD,NO 10 JAPAN PJU3/49 PJU3 SUNWAY DAMANSARA PETALING JAYA 47810 SELANGOR,03 - 78053805,msia.sales@orapi.com.my,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=82841&sid=2E0BAFDDA9BA02C7F8576056A0F95738,CREATIVE CLEANING SOLUTION,"8, JALAN ANGGERIK MOKARA 31/52 KOTA KEMUNING SHAH ALAM 40460 SELANGOR",03 - 51229501,nijue@yahoo.com,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=76063&sid=4D6E20866005E5F9D92F348EED981DE0,RICCA PEACOCK ASIA SDN BHD,LOT 17 JLN DDP 3 DOLOMITE BUSINESS PARK BATU CAVES 68100 SELANGOR,03 - 61864513,rpa@reka-n.com,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=87245&sid=868F7583B2F4FF5E618C5168293216CF,ISHANA VALENCIA,50 JALAN S2 G2 GARDEN AVENUE SEREMBAN 2 70300 NEGERI SEMBILAN,06 - 6307903,ishanavalencia@yahoo.com,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=94050&sid=67D169685E4867674C4FAD21A6AF65C7,MUMS HEAVEN,NO 61 JALAN SG 3/1 TAMAN SRI GOMBAK BATU CAVES 68100 SELANGOR,013 - 2252700,anyss_nasution@yahoo.com,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=86291&sid=B85ABAC4230BCFD26B0A327D9E5AB3D8,NANO SHIELD SDN BHD,"B1-15-3, SPACE U8, PERSIARAN PASAK BUMI BUKIT JELUTONG  40150 SELANGOR",17 - 8888289,chunchiehkeong@gmail.com,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=78899&sid=01B4F48A272E3629B87BE350BA3358EE,RAHMAT MAKMUR,"NO 51,PRKT 02. KAMPUNG SRI MAKMUR. KUANTAN PAHANG 26030 PAHANG",019 - 9725447,rahmatmakmursdnbhd@gmail.com,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=81585&sid=64B683C01A076ED0401AA13E30573AF6,CASA HIJAU SDN BHD,"NO. 70 A & B, JALAN SUNGAI BILAH 1/KU4, RANTAU PANJANG 42100 SELANGOR",03 - 32903387,casahijau.trading@gmail.com,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=83197&sid=31AF85C954942E436643F35A05638D8E,KATANTECH MALAYSIA SDN BHD,NO. 8 LORONG INDUSTRI 9 KAWASAN INDUSTRI BUKIT PANCHOR NIBONG TEBAL 14300 PULAU PINANG,13 - 4437500,chinchuan.lim@katantech.com,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12084&sid=064C43C6CB5AB8A753FF7E0A58A295A0,COLOR PIGMENT (M) SDN BHD,"PT 360, JLN TPP 5/1 TMN PERINDUSTRIAN PUCHONG, SECTION 5 PUCHONG 47100 SELANGOR",03 - 80615629,chew@colorpigment.com,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=87498&sid=8DF1943C0EA811FF7C6E9D9480F24FB5,MAKES SDN BHD,"33-2, TINGKAT 2, JALAN RS 1 RAWANG SENTRAL RAWANG 48000 SELANGOR",03 - 60871939,makes.nkk@gmail.com,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=92989&sid=D6222DF3F5BD277A12DD85B1795182FF,CHEM INTEGRATED (M) SDN BHD,"D5-5-1, BLOCK D5 DANA 1 COMMERCIAL CENTRE JALAN PJU 1A/46, PETALING JAYA 47301 SELANGOR",012 - 3921933,ss@chenintegrated.com,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=93888&sid=EAE1610D2A09BBF69668C22390B3C631,BACOFF (M) SDN BHD,WISMA BACOFF NO 9 JALAN PJS 5/28B PUSAT PERDAGANGAN PETALING JAYA SELATAN PETALING JAYA 46150 SELANGOR,03 - 58798707,sales.bacoff@gmail.com,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=75711&sid=34EC0AB1126D077DD9BA32C9B6029C55,WAKOMAS NIAGA SDN BHD,"E-7-08 CAPITAL 5, OASIS SQUARE 2A JALAN PJU1A/7A, ARA DAMANSARA PETALING JAYA 47301 SELANGOR",03 - 74922611,rafidah.sarni@wakomas.com.my,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=76508&sid=9333AF4630D4E8D20D8F4E95D9FAAD34,ESIONAL LUBRICANTS MARKETING SDN BHD,"W-3A-06 & W-3A-07, LEVEL 3A, WEST WING METROPOLITAN SQUARE, JALAN PJU 8/1 BANDAR DAMANSARA PERDANA, PETALING JAYA 47820 SELANGOR",03 - 77323208,account@esional.com,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=91530&sid=E6E1429B735FBE48E80B68168828CA3A,MINANGKAYUUN SDN BHD,UNIT C4-3A-3A SOLARIS DUTAMAS BOULEVARD TOWER C4 JALAN DUTAMAS 1 MONT KIARA 50480 KUALA LUMPUR,03 - 64191676,nadira@mksb.net.my,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14438&sid=2BD3308A5D0B1CC07554BC988322AEDA,TOPKRETE SDN BHD,B4-10 PLAZA DWITASIK JALAN SRI PERMAISURI BANDAR SRI PERMAISURI 56000 KUALA LUMPUR,03 - 91716199,stephen@penetron.com.my,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13589&sid=F4A70A17AFD712405950396FA861820C,HUB TECHNOLOGIES (M) SDN BHD,NO. 11 JALAN ANGGERIK MOKARA 31/54 KOTA KEMUNING SHAH ALAM 40460 SELANGOR,03 - 55254411,omar@aerohub.com.my,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=83742&sid=57DB6B6E28F8833994EFC1DA96FEC825,TEVO CREATIONS SDN BHD,"PLOT 155, JALAN PERINDUSTRIAN BUKIT MINYAK 7 BUKIT MINYAK INDUSTRIAL ESTATE,MK 13, S.P.T. BUKIT MERTAJAM 14100 PULAU PINANG",04 - 5085688,david.chew@tevocreations.com,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=90496&sid=BB1E47B9FE4E0B9C2C590C571A8A5BF2,KEMBARA CAHAYA SERVICE,10A JALAN ANGGERIK 2/3 TAMAN ANGGERIK JOHOR 81200 JOHOR,07 - 2447719,kcs.kembaracahaya@gmail.com,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=70638&sid=D2356B8F5FECBBE931BB3F957EE5BDAC,PALM BIOGREEN SDN BHD,"44 - 47, JALAN P/AM 3, ARAB MALAYSIAN INDUSTRIAL PARK, NILAI 71800 NEGERI SEMBILAN",06 - 7971618,palmbiogreen.my@gmail.com,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=58547&sid=31364128370FA42B4796F2B7D34E187B,OMNI SENJA SDN BHD,9D (3RD FLOOR) JALAN PERDANA 10/10 PANDAN PERDANA 55300 KUALA LUMPUR,03 - 92749098,omnisenja@gmail.com,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=108561&sid=593A0DBD499ACC586A0C9F52815CFFD4,GEN-EE CORPORATION SDN BHD,10-1 JALAN 1/109E TAMAN DESA BUSINESS PARK  58100 KUALA LUMPUR,03 - 79807211,waiwoh@genee.com.my,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=106057&sid=1C759A0A142CA5D0498307BB00EF0280,SPEEDCHEM CORPORATION SDN BHD,8 JALAN INDAH 2/2 TAMAN AMPANG INDAH  6800 SELANGOR,03 - 92815770,sunbeamkimia8@gmail.com,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=106078&sid=4F20F933835447149653A8CAFB3EA79F,CPS WAXBITZ SDN BHD,UNIT 15 ARA BANGSAR LOT 1 JALAN KAPAS BANGSAR 59100 KUALA LUMPUR,019 - 3252936,candlepitstop@gmail.com,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=41371&sid=BA6A3E55A0B1CA373762934C70A28C70,MUBIPLAS INDUSTRIES SDN BHD,5 JALAN 31/10A TAMAN PERINDUSTRIAN IKS MUKIM BATU 68100 KUALA LUMPUR,03 - 61855103,mubiplas@yahoo.com,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=40763&sid=FB4509ABD27447EFC259CF82D245D1C0,DAGANG TERUS SDN BHD,"5 FLOOR, UBN TOWER 10 JLN P.RAMLEE 50250 KUALA LUMPUR",03 - 20781688,sapari-mdsani@marubeni.com,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=98029&sid=2AC3E6C0C21E178E5243AB903C0F1359,MICROCLEAR SDN BHD,"BLOK 3A-1, UTM-MTDC TECHNOLOGY CENTER, TECHNOVATION PARK, 81310 SKUDAI, JOHOR  81310 JOHOR",380 - 4353,ifnuhakimmicroclear@gmail.com,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=60759&sid=9DE1ADC131E73C5594F825F4D6CE3AB4,TAIPING UZAI TRADING SDN BHD,"NO.6 LORONG 3, TMN PERUSAHAAN PERKHIDMATAN PENGKALAN TAIPING 34000 PERAK",05 - 8491394,chinweeyee@gmail.com,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=38490&sid=093378BB784AC853FFAB24CD0DBC6FFE,ENTOGENEX INDUSTRIES SDN BHD,SUITE D-3A-8 PLAZA MONT KIARA NO 2 JLN KIARA 50480 KUALA LUMPUR,03 - 62035531,al@entogenex.com,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=7828&sid=E5851C327713F3BCA65D2CD09687C940,DAILY CHEMICAL INDUSTRIES SDN BHD,"3RD FLOOR, LOT 46-3F, BH BUNDUSAN PLAZA PENAMPANG, KOTA KINABALU 88807 SABAH",088 - 716336,dcisb2000@gmail.com,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=2402&sid=F5CEF20510F42B9B20B53C414C9B67E9,MAMMORE RESOURCES SDN BHD,"P.O.BOX 14479, KOTA KINABALU,  88851 SABAH",088 - 750915,manimore_tan@hotmail.com,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9938&sid=86C49411CC1BD084A212B05DF02DB047,SEN CHING KIMIA SDN BHD,"TB3504 PERTAMA COMMERCIAL CENTRE W.D.T. 265, TAWAU 91000 SABAH",089 - 761191,cnycesb@gmail.com,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=107160&sid=2ED064DECBB5C472AD1918B673731606,CHEMITONE SDN BHD,48 JALAN USAHAJAYA KAWASAN PERINDUSTRIAN RINGAN USAHAJAYA SIMPANG AMPAT 14100 PULAU PINANG,19 - 3535039,chemitone@gmail.com,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=4529&sid=DC3BFF7F8C04EB73E71B60BD969D68A2,RON-SENG PAPER PRODUCTS SDN BHD,NO23 JALAN SIBU 17 TAMAN WAHYU BATU 6 JALAN IPOH 68100 KUALA LUMPUR,03 - 62510100,rspp@ron-seng.com.my,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=5679&sid=6E9A87C0D65527FA351A0DEDD1118059,MEGA MOUNT INDUSTRIAL GASES SDN BHD,PLO 192 KAW PERINDUSTRIAN SENAI IV JLN SIBER 8 SENAI 81400 JOHOR,07 - 5998388,mmigsb@megamount.com,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8895&sid=005AF3E23D89BD487FA85F4AF5D99A83,MIRACON (M) SDN BHD,"LOT 1776,  JALAN KPB2 KAW PERINDUSTRIAN BALAKONG, P.O BOX 29, BALAKONG SERI KEMBANGAN 43300 SELANGOR",03 - 89419918,xaviersoh@miracon.com.my,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=107151&sid=3677F0325D69B90CD6CD131C37221606,WB COATINGS ASIA SDN BHD,LEVEL 7 MENARA MILENNIUM JALAN DAMANLELA PUSAT BANDAR DAMANSARA DAMANSARA HEIGHTS 50490 KUALA LUMPUR,03 - 51611318,john.wong@wbcoatings.asia,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=4980&sid=1C16562F7915DFF7A18CF28C207EA77E,TAIKO CLAY MARKETING SDN BHD,"B2-05-01, BLOCK B2, MERITUS @ OASIS CORPORATE PARK NO.2, JALAN PJU 1A/2 ARA DAMANSARA, PETALING JAYA 47301 SELANGOR",03 - 76607716,taikoclaymkt@taikogroup.net,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=5853&sid=381291954CB67244154476E6C444B41F,NI CAPTURE SDN BHD,"LOT 1017, MUKIM 9 KAMPUNG PAYA BAYAN LEPAS TELUK KUMBAR  11920 PULAU PINANG",04 - 6491722,ezyclean@hotmail.com,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13414&sid=064B6B21F9253EB0B39DEFF2EE815D93,THE W CLAY PRODUCTS SDN BHD,"NO.77-1 GROUND FLOOR WISMA NEW FAR EAST JLN LINTAS, KOTA KINABALU 88300 SABAH",088 - 260727,stellawong@thewgroup.com.my,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=107734&sid=C204E66943AAF26872BC9FA0CBFE18C5,PHYTO HERBAL INDUSTRIES TRADING SDN BHD,40 JALAN ISTIMEWA 5 TAMAN PERINDUSTRIAN CEMERLANG ULU TIRAM 81800 JOHOR,07 - 8625993,lishiu.lee@phhp.com.my,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=58456&sid=FF67ED7346038B2248E3A87E3043BE41,METALS & CHEMICALS TECHNOLOGY SDN BHD,46A JALAN 17/155C BANDAR BUKIT JALIL 57000 KUALA LUMPUR,03 - 89940951,menangcosmoteam@gmail.com,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=58339&sid=08297BC93827A02EF1F0DFA350AA95C7,SOUTHERN PRODUCTS MARKETING SDN BERHAD,WISMA SOUTHERN 6TH FLOOR NO.26-34 JALAN DATO HAMZAH KLANG 41000 SELANGOR,03 - 33756789,enquiry@southern.com.my,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=107732&sid=DE5330E9C5C0547895C4F3C5786D363C,CHANGKAT REMBIAN MINERALS SDN BHD,PT 2992 KM10 TELUK INTAN ROAD BIDOR  35500 PERAK,05 - 4332868,nazrinyusof1991@gmail.com,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=107837&sid=7191768C48275D4B96736034A38CACF5,ACCERVEST AGRI VENTURES,C2/18/21-G TOWER 6 VENICE HILL CONDO BATU 9 CHERAS 43200 SELANGOR,012 - 2112238,gene.koay@accervest.com,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=104578&sid=62E41E73BA09631B2C520CEC25DC30BB,EUREKA SYNERGY SDN BHD,NO 41 2ND FLOOR JALAN MPK 4 MEDAN PERDAGANGAN KEPAYANG SEREMBAN 70300 NEGERI SEMBILAN,06 - 6338239,general@eureka-synergy.com,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=85531&sid=5FDC3C2F71766BDA8711FD6329E2D844,HUNKA OLEOCHEMICAL (M)SDN BHD,"2,LORONG 6 TAMAN PERUSAHAAN PERKHIDMATAN PENGKALAN TAIPING 34000 PERAK",05 - 8491648,hunkaoleo@gmail.com,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=77454&sid=7DFD8B710D5455AA7A73905D912F76A8,TEXCHEM PLOYMERS SDN BHD,"1465 MUKIM 11, LRG PERUSAHAAN MAJU 6 PERAI INDUSTRIAL ESTATE PHASE 4 PERAI 13600 PULAU PINANG",04 - 5079753,june.lim@texchem-polymers.com,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=79229&sid=FD4A80B780276AF80F2CF8095C09AF1F,ANANO SPHERE SDN BHD,"D36-06, BLOCK D, PJ8 SERVICE SUITES NO.23 JALAN BARAT, SEC 8 PETALING JAYA 46050 SELANGOR",011 - 15510868,info@ananosphere.com,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=60296&sid=2D52EA4404AAB672D7ECC6651A8E11B4,GREENFEED AGRO SDN BHD,"UNIT NO. 9-7, 7TH FLOOR THE BOULEVARD MID VALLEY CITY LINGKARAN SYED PUTRA 59200 KUALA LUMPUR",03 - 22018135,ywtan@greenfeed.com.my,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=37237&sid=21012DC82ECC432F0616CE00BFBFC887,ERAPOLY MARKETING SDN BHD,"LOT 4089, JLN P4/8 SECTION 4 BANDAR TEKNOLOGI KAJANG SEMENYIH 43500 SELANGOR",03 - 87237988,swchan@erapoly.com,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=82980&sid=D45EFE799B412CCDA8662BCD8B34A5F6,UNIVERSAL WESTECH SDN BHD,"57, JALAN APOLLO U5/187 SECTION U5 SHAH ALAM 40150 SELANGOR",03 - 78423698,woo@uwestech.com.my,'2017-09-14,
