HREF,TEL,DATE_SCRAPED,CONAME,BIZADD,FAILMSG,EMAIL
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=2973&sid=443834419466997A5BCD20911099493B,09 - 2719000,'2017-08-02,ROBIN RESOURCES (MALAYSIA) SDN BHD,"1, JALAN INDUSTRI 5 TAMAN PERINDUSTRIAN TEMERLOH MENTAKAB 28400 PAHANG",,contact@robinmdf.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=76019&sid=218514294E02294CB2C976B976C82361,07 - 6632454,'2017-08-02,LAW TIMBER MARKETING SDN BHD,20 JALAN SELAMAT TAMAN MAS 81000 JOHOR,,vie.an@rocketmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=78199&sid=5A1507347BEC0DA6411012879BD4F346,09 - 9607550,'2017-08-02,BESTWIN RESOURCES SDN BHD,"BATU 37, KAW PERINDUSTRIAN PERKAYUAN JALAN KUALA KRAI KULA KRAI 18000 KELANTAN",,wanfeng9331@yahoo.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=78743&sid=739C365778813894683F52C62593AB2A,03 - 55194022,'2017-08-02,TIMBER PRESERVATIVES SDN BHD,"31, JALAN TUKUL P15/P SECTION 15 SHAH ALAM 40000 SELANGOR",,emma@ancomcropcare.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=73925&sid=EA426326CC616C0F6C8102A1462BA5F1,06 - 6318030,'2017-08-02,OUD UNITED DISTILLERY SDN BHD,72 FIRST FLOOR JLN.S2/F1 FIRST AVENUE GARDEN HOMES SEREMBAN 2 70300 NEGERI SEMBILAN,,oudshareena@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=79248&sid=D569B50156EBA6FADB1B9BD95262D32A,05 - 8410988,'2017-08-02,C S MAJU ENTERPRISE,"26, LORONG 3, TAMAN PEGAWAI KANAN KERAJAAN ASSAM KUMBANG TAIPING 34000 PERAK",,gmt_charcoal@yahoo.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=61403&sid=2FCB0157DD052F8BE4F7619C1E775618,03 - 62061988,'2017-08-02,URTH PAL SDN BHD,C-1-9 PLAZA DAMAS JALAN SRI HARTAMAS 1 50480 KUALA LUMPUR,,info@biopet.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=79728&sid=CD68D035B6014B17F67BE37839879FFA,013 - 9790080,'2017-08-02,SILVERLANE RESOURCES SDN BHD,"36, JALAN BILLION MEWAH 8 TAMAN BILLION MEWAH BATU CAVE 68100 KUALA LUMPUR",,doa_baba35@yahoo.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8541&sid=D34E682B99EF7A8D74244B73CEB1C560,088 - 238119,'2017-08-02,GGM ENTERPRISE (SABAH) SDN BHD,"LOT 101 LEVEL 1, WISMA SESB JLN TUNKU ABDUL RAHMAN P.O. BOX 11476, KOTA KINABALU 88816 SABAH",,mitu2272002@yahoo.co.jp
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=79757&sid=AE4F83985746E4F89787A30CA000BF90,07 - 3583009,'2017-08-02,W.T.W PLYWOOD & TIMBER SDN BHD,"12 & 14, JALAN MUTIARA EMAS 5/9 TAMAN MOUNT AUSTIN JOHOR BAHRU 81100 JOHOR",,wtwtrading@yahoo.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14776&sid=8C72C45F9CAD181B1858E994AD65144C,01 - 69018336,'2017-08-02,WELBECK GLOBAL MARKETING,"32A-A, JLN BAYU TINGGI 6, BAYU TINGGI, KLANG 41200 SELANGOR",,autilig@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10099&sid=2D60845ED1F4D6EB6DAF1DF0974358CA,09 - 6313157,'2017-08-02,KILANG PAPAN MOHAMAD YUSOF DAN ANAK-ANAK (TRG) SDN BHD,"D-987, BKT KUBANG JAMBU JALAN KELANTAN KUALA TERENGGANU 20050 TERENGGANU",,mohdshoki@netscape.net
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=75711&sid=34EC0AB1126D077DD9BA32C9B6029C55,03 - 74922611,'2017-08-02,WAKOMAS NIAGA SDN BHD,"E-7-08 CAPITAL 5, OASIS SQUARE 2A JALAN PJU1A/7A, ARA DAMANSARA PETALING JAYA 47301 SELANGOR",,benjaminharris@wakomas.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=84163&sid=C0A4348ACED0EB0080B37FC89550E1CE,09 - 6313157,'2017-08-02,KARAS TIMBERTECH ENGINEERING SDN BHD,D987 BUKIT KUBANG JAMBU JLN KELANTAN KUALA TERENGGANU 20050 TERENGGANU,,mohdshoki@netscape.net
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=44314&sid=DC9F251CCE62109070627805D7B8EF14,03 - 62754188,'2017-08-02,IRM COMPOSITE SDN BHD,22A-2 JALAN MERANTI SD 13/5 BANDAR SRI DAMANSARA 52200 KUALA LUMPUR,,zulirm@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=3876&sid=145C3245414CB797FE5F83B470292E2B,09 - 2776333,'2017-08-02,EVERGREEN FRAME MOULDING (M) SDN BHD,"7,  JALAN INDUSTRI 3 TMN. PERINDUSTRIAN TEMERLOH MENTAKAB 28400 PAHANG",,leelee@evergreenframe.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=35663&sid=A2ED2E2A6617F7251D956DF3471779BE,03 - 79691088,'2017-08-02,PERI FORMWORK MALAYSIA SDN BHD,"UNIT B 12-02, LEVEL 12 BLOCK B, EAST WING, PJ8 NO 23, JALAN BARAT, SEKSYEN 8 46050 SELANGOR",,Bernhard.Steinle@perimalaysia.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=78200&sid=C58C05A01EAADCCADD316763AFFB0F91,019 - 7902871,'2017-08-02,ALLWIN RESOURCES SDN BHD,"BATU 27, JALAN KUANTAN - KEMAMAN KG. CHERATING KUANTAN 26080 PAHANG",,wanfeng9331@yahoo.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=85077&sid=50D4515847E858520F84977F0671534A,06 - 9873155,'2017-08-02,GRADGOLD SDN BHD,"LOT 2595, JBM260, JALAN BUKIT MOR PARIT JAWA MUAR 84150 JOHOR",,salesgradgold@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=77004&sid=5DDB7747AD76FB5507467116A139916F,05 - 3662333,'2017-08-02,EC MOULDING (MALAYSIA) SDN BHD,PLOT 26 JALAN JOHAN 2/3 KAW PERINDUSTRIAN PENGKALAN II PUSING 31550 PERAK,,info@ecmoulding.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=85638&sid=3876B8C06ACD0C0BF0619F79E82630AA,012 - 2666450,'2017-08-02,FATTY AND SKINNY MUSIC,58A JALAN SS2/4A  47301 SELANGOR,,john.johnlauguitars@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=35718&sid=D74CB742E32C4845F9207C0729E8AF2D,03 - 22823223,'2017-08-02,MIECO MANUFACTURING SDN BHD,"LEVEL 9, MENARA BRDB 285 JALAN MAAROF BUKIT BANDARAYA 59000 KUALA LUMPUR",,enquiry@mieco.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=85719&sid=4B8F5DC27DCDE3BE5B88F759E4AB8C23,07 - 6625739,'2017-08-02,GINA HOLDINGS SDN BHD,"111, JLN JAMBU BOL TMN INDAHPURA KULAI 81000 JOHOR",,ginaholding@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=85849&sid=D49B5C173B7A5A4F9691CD094D43EAA2,016 - 6308630,'2017-08-02,GREAT PAC UNIVERSAL PRODUCTS,45 JALAN IMJ 2 TAMAN INDUSTRI MALIM JAYA 75350 MELAKA,,greatpacm@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=76001&sid=9C3A01803E8804363F45BF9A82A9138F,03 - 32500691,'2017-08-02,KHIRTHIKAA RESOURCES,"BLOK A-3-02, JALAN 5A/KU15, TAMAN PEREPAT PERMAI 2, KAPAR KLANG 42200 SELANGOR",,khirthikaaresources@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=6251&sid=8A51BBE48DE99E1F9B09A22E0E49ACA2,07 - 4320553,'2017-08-02,E.S. NG BUILDING PRODUCTS SDN BHD,"2, JALAN TIMAH HITAM OFF JALAN BKT PASIR BATU PAHAT 83000 JOHOR",,esngh95@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14821&sid=02DB847FCB7C21CB3BFE67930BBD974D,09 - 5663750,'2017-08-02,KITAPANEL WOOD PRODUCT SDN BHD,"LOT 104, JALAN INDUSTRI 6 KAW PERINDUSTRIAN SEMAMBU KUANTAN 25350 PAHANG",,info@finepress.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=86104&sid=24163AC59A422C30938B493C1DD4E8F5,011 - 13233296,'2017-08-02,TANZANIA MARKETING & DISTRIBUTOR,"00-08 BLOCK TANJUNG , JALAN PERMAI 2 MERDEKA VILLA AMPANG 68000 SELANGOR",,azmanharon1970@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=65205&sid=B4CF3A3C2C3ABDA8E700054676A5CAD4,03 - 33257030,'2017-08-02,VINTAGE TRADE SDN BHD,3B JALAN BAYU TINGGI 2 BATU UNJUR 41200 SELANGOR,,vintagetrade.sdn.bhd@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=87508&sid=9FA3E6C09F08291EDAD576E8CE1847BF,03 - 79726796,'2017-08-02,KAYU KAYAN EKO HIJAUAN SDN BHD,"6-2, JALAN KUCHAI MAJU 1 OFF JALAN KUCHAI LAMA KUALA LUMPUR 58200 KUALA LUMPUR",,ekohijauan@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13716&sid=D93FE47F4DB0B9E46EC1A5EBDB5D72A2,03 - 89452023,'2017-08-02,PALM WOOD TECHNOLOGY SDN BHD,"LOT 32587, JALAN BS 7/7 SERDANG UTAMA INDUSTRY PARK SERI KEMBANGAN 43300 SELANGOR",,gbpalm@yahoo.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=86287&sid=93A1EC2AA277874279A2500A6295D256,03 - 80683616,'2017-08-02,MEGABIO ENERGY SDN BHD,"6 JALAN INDUSTRI MAS 7 TAMAN MAS, PUCHONG 47130 SELANGOR",,rusell@megabioenergy.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=86975&sid=9BC7D4C5E487A793B09C1EAEDC1C7964,086 - 333099,'2017-08-02,GRAND PARAGON SDN BHD,LOT 814 JEPAK INDUSTRIAL ESTATE BINTULU 97013 SARAWAK,,yeweh@samling.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=4513&sid=28175967E63C4458FFABF8BF297401C7,04 - 4162828,'2017-08-02,MASTIMBER INDUSTRIES SDN BHD,LOT 25 KUALA KETIL INDUSTRIAL ESTATE KUALA KETIL 09300 KEDAH,,timex22@yahoo.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14760&sid=7539FE60681EEEEBBF701CF8B16DF3FB,019 - 9839818,'2017-08-02,TRENTIM WOOD SDN BHD,"472G, 1ST FLOOR JALAN KAMARUDDIN KUALA TERENGGANU 20400 TERENGGANU",,trentimwood@yahoo.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11444&sid=0D8F9023E2713537E05939FF3383F819,012 - 4742042,'2017-08-02,POLYPALM WOOD PRODUCTS SDN BHD,7 JALAN PERUSAHAAN KULIM INDUSTRIAL ESTATE KULIM 09000 KEDAH,,info@polypalm.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8008&sid=2C29873B0990B87411078787A2B20AF7,04 - 4901911,'2017-08-02,NEMSU SDN BHD,"1ST FLOOR, 506, LORONG CENGAI HIJAU TAMAN BERSATU KULIM 09000 KEDAH",,nemsu506nsb@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=88449&sid=5079386246F1A8A37D02F2E0A45D15F2,03 - 90575695,'2017-08-02,GREEN INNOTECH TRADING,23-10-5 JALAN 1/125A TAMAN DESA PETALING 57100 KUALA LUMPUR,,euro.greenstp@yahoo.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=74946&sid=395A8A3281D7FB309E2C3C6A8BFC5029,04 - 4620302,'2017-08-02,ENSOON TIMBER INDUSTRIES SDN BHD,"PLOT 5 KAW PERINDUSTRIAN BUKIT SELAMBAU BUKIT SELAMBAU, SUNGAI PETANI 08010 KEDAH",,wenjinshun@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9764&sid=1BD426A9FFF7B05FC65FBF33972705F1,04 - 4161976,'2017-08-02,CONSISTENT PATTERN SDN BHD,"LOT 210 & 211, FASA 11 KAW PERUSAHAAN KUALA KETIL KUALA KETIL 09300 KEDAH",,cpsb_08@streamyx.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=80938&sid=72BE2C80B76659F3A12A03C87056E3BB,04 - 5833220,'2017-08-02,PAFT TIMBER SDN BHD,"1404 LORONG BAKAU 2 TAMAN INDUSTRI PERABUT SUNGAI BAONG, SUNGAI JAWI 14200 PULAU PINANG",,catherinesoong@ion-wood.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12365&sid=4C2FFD0FAEC5126F0506248B9A015B55,012 - 5845880,'2017-08-02,SINSEESENG CASKET TRADING,"17, LORONG 7 JALAN BAKAR SAMPAH SG PETANI 08000 KEDAH",,info@sinseeseng.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=60871&sid=84A2987D2722BF486D362F1E5091E0A0,04 - 4251377,'2017-08-02,IKATAN INDAH WOOD INDUSTRIES SDN BHD,"IKATAN INDAH BUILDING A9, JALAN KAMPUNG BARU SUNGAI PETANI 08000 KEDAH",,sales@ikatanindah.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=88599&sid=5708BBAAEA15AAD4DFFF5D301438D2D1,09 - 2771876,'2017-08-02,BUMI KASTURI SDN BHD,LOT 20 KAWASAN PERINDUSTRIAN SONGSANG TEMERLOH 28000 PAHANG,,me-nang@hotmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=83492&sid=D218F3890EB1AF908F8E4615CACB82AD,03 - 62511101,'2017-08-02,PIO RESOURCES SDN BHD,"L8-22 LEVEL 8, BREM MALL JALAN KEPONG 52000 KUALA LUMPUR",,piokl@pio.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12325&sid=0FC232F8EE322D0CF4F8CFE209440FC6,016 - 2084627,'2017-08-02,TAKZIM TEXTILE SDN BHD,5-1 PUSAT DAGANGAN UMNO SHAH ALAM SEKSYEN 11 PERSIARAN DAMAI SHAH ALAM 40100 SELANGOR,,info@takzimtextile.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=35787&sid=6CAEA23F4216604A21592D267F7FEDC5,088 - 491885,'2017-08-02,INNOVATORY FURNITURE SDN BHD,"(LOT 15), JALAN 3 KKIPTIMUR, INDUSTRIAL ZONE (1213), KKI, TELIDOK KOTA KINABALU 88460 SABAH",,innovatoryfurniture@yahoo.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=60763&sid=F2828E0EB86362C72075853D39DF0FA5,011 - 14269739,'2017-08-02,KPC MANUFACTURING (M) SDN BHD,"LOT 335 (C), BATU 26 JLN SG. LALANG ULU SEMEYIH 43500 SELANGOR",,zulfairis@kenafshoppe.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=41118&sid=A42046E0FD3A0C8C2F07FE23D846ED36,013 - 3401491,'2017-08-02,GREEN DRAGON WOOD PRODUCTS (M) SDN BHD,"UNIT NO. 01, LEVEL 20, BLOCK A TREFOIL @ SETIA CITY, JALAN SETIA DAGANG AH U13/AH SETIA ALAM, SEKSYEN U13, SHAH ALAM 40170 SELANGOR",,info@greendragon.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11424&sid=DC9F35F2419E23E720E4ADE33354CD29,04 - 7821936,'2017-08-02,BESGRADE PRODUCTS SDN BHD,BATU 10 JALAN POKOK SENA MUKIM JABI 06400 KEDAH,,lys@besgrade.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=89875&sid=B2F9408D50B69A88FCB3860931AB16CC,03 - 30811600,'2017-08-02,EHSTAN SDN BHD,LOT 2646 JALAN HAJI SIRAT  41400 SELANGOR,,info@ehstan.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=82957&sid=C230EFFFE391967E8424213461B60D2C,082 - 433000,'2017-08-02,BNE TRADING SDN BHD,"LOT 1023, DEMAK LAUT INDUSTRIAL PARK, PHASE 1, LORONG 3, JALAN DEMAK LAUT, KUCHING 93050 SARAWAK",,bne@bne2u.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=81820&sid=18678FBFDFF188D49684477C5FCF00EE,09 - 2773366,'2017-08-02,PAHANG LIAN HUAT SDN BHD,"LOT 1860, BATU 3 JALAN MENTAKAB TEMERLOH 28000 PAHANG",,info@mytimber.org
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=41418&sid=29D09563D0B52257A843412E5EAB7A73,03 - 42510601,'2017-08-02,EVERISE CRIMSON (M) SDN BHD,"30-1, JALAN ARA SD 7/3A BANDAR SRI DAMANSARA  52200 KUALA LUMPUR",,jef_ismail@lycos.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=92314&sid=19A24D1BC5D7EA8A73D0C144E656821F,03 - 77701393,'2017-08-02,QQ (M) SDN BHD,55G & 56G PETALING UTAMA AVENUE JALAN PJS 1/50 TAMAN PETALING UTAMA PETALING JAYA 46000 SELANGOR,,qqmsb@yahoo.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=90365&sid=097DBC3DB7E76B760EE943C7B85933C9,04 - 3901971,'2017-08-02,DR. RAHMATULLAH HOLDINGS SDN BHD,6716 PENGKALAN TAMBANG PERMATANG PASIR 13500 PULAU PINANG,,finafmattress@yahoo.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8198&sid=95F84CFF8B351FB6D0D49E4366E5BEB6,07 - 6522031,'2017-08-02,PREMIER WOODPROFILE SDN BHD,"LOT 8619, 24 1/4 MILE JALAN AIR HITAM, DESA PERINDUSTRIAN KULAI KULAI 81000 JOHOR",,mail@premwood.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9334&sid=819986D074C00CA82E3A0E08B4086810,607 - 4102188,'2017-08-02,AH HAI INDUSTRIES SDN BHD,"18, 20 & 22, JALAN SERI SULONG 27A TAMAN INDUSTRI SERI SULONG BATU PAHAT 83500 JOHOR",,mk@ah-hai.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=41469&sid=09DC9D49750AA5D6AD846AEB2E7FC15D,03 - 89452023,'2017-08-02,PALM WOOD TIMBER SDN BHD,"LOT 32587, JALAN BS 7/7 SERDANG UTAMA INDUSTRY PARK SERI KEMBANGAN 43300 SELANGOR",,gbpalm@yahoo.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=93617&sid=7B90D4861ED8C43F4C772FECA0DFF1C9,019 - 2214836,'2017-08-02,MAZARUL ENTERPRISE SDN.BHD.,LOT 3778 KG BELAT RAJA JALAN TAMBUN TULANG ARAU 02600 PERLIS,,mazarul1@yahoo.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=96454&sid=82AA1F3412787CCB12777338DF87DFC2,03 - 51039865,'2017-08-02,TREEHOUZ ASIA SDN BHD,NO 76 JALAN KAPAR 27/89 TAMAN ALAM MEGAH SEKSYEN 27 40400 SELANGOR,,eh.tan@treehouz.asia
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11540&sid=B61F16D87D7384692B51D41F96DA7628,03 - 31342602,'2017-08-02,SRI LEDANG SDN BHD,"LOT 11782, JALAN IKAN MATA DUYONG TELOK GONG PORT KLANG 42000 SELANGOR",,sledang@pd.jaring.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=93657&sid=0F72048D218481986A93937AC119947B,055 - 253323,'2017-08-02,MAJEE INTERNATIONAL SDN. BHD.,30B JALAN MERU IMPIAN A1 PUSAT PERNIAGAAN MERU IMPIAN IPOH 30020 PERAK,,ck@majee.org
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13575&sid=D69BC22FD6B386DED708757EEAFC6045,03 - 31342188,'2017-08-02,EURIHO INDUSTRIES SDN BHD,"LOT 9188, JALAN TELOK GONG TELOK GONG PORT KLANG 42000 SELANGOR",,ric@euriho.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=96369&sid=5465A7D85DE871E2BAE3AAF23190D686,012 - 2093856,'2017-08-02,NTD BIOLITE RESOURCES,43 JALAN BK1/3 BANDAR KINRARA PUCHONG 47180 SELANGOR,,ntdbiolite@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=85037&sid=72C0E1675DBBE9711D7D80204E6196DA,016 - 5993877,'2017-08-02,GREEN CHARCOAL INDUSTRIES SDN BHD,"30, LALUAN RASI JAYA 11 TMN RASI JAYA MENGLEMBU 31450 PERAK",,info@greencharcoal.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=76256&sid=7D1BE1623882C7A328A1C9A1166EBCD5,012 - 2093856,'2017-08-02,EXCEL ENERGY GLOBAL SDN BHD,"33A, GROUND FLOOR, PETALING UTAMA AVENUE JALAN PJS 1/50, PETALING UTAMA PETALING JAYA 46150 SELANGOR",,kack386@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=96601&sid=E9346462DAF305F3E7A60717E4E5ADF8,012 - 3197119,'2017-08-02,DL BIZ VENTURES,NO 8 JALAN AWANA 5 TAMAN CHERAS AWANA CHERAS 43200 SELANGOR,,doreenlow@hotmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=81041&sid=801162B3666EF780978C7D5DBDE24B0E,088 - 387222,'2017-08-02,BUKIT SABAH WOOD PELLETS SDN BHD,"13D KG.BAKAU, JALAN BAHARU MILE 5.5, JALAN TUARAN, 88450 INANAM KOTA KINABALU, SABAH. 88450 SABAH",,bswp88@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=89871&sid=ED0BA60C5E62F19EBF242ED193F47254,05 - 6237191,'2017-08-02,NIKOM CARBON TECHNOLOGY SDN BHD,"LOT 885, KM 12, JALAN CHANGKAT JONG TELUK INTAN 36000 PERAK",,enquiry@nikomcarbon.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=96932&sid=D88CAF3FF314D59F3F859697FAA3888D,03 - 80527299,'2017-08-02,PALM ECO PALLET SDN BHD,10 JALAN PUTERI 5/5 BANDAR PUTERI  47100 SELANGOR,,palmecopallet@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=97168&sid=9021D03BD233A44BE0B2327125B34677,012 - 6476788,'2017-08-02,AGILITY TRADING,5 JALAN IMPIAN EMAS 2 TAMAN IMPIAN EMAS SKUDAI 81300 JOHOR,,hslee@agilitytrading.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=81617&sid=884E90ABC6A9BBB8A8EB8566BE8C9745,06 - 9865660,'2017-08-02,KG GLOBAL FURNITURE (M) SDN BHD,"1-20,JALAN PERINDUSTRIAN 3 KAW PERINDUSTRIAN BUKIT BAKRI BATU 8 BUKIT BAKRI 84200 JOHOR",,info@kgfresources.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=31175&sid=D9A28B308BEC5947F21648B76C7AA634,012 - 5126777,'2017-08-02,LIZARD BUSINESS TRADING,"SUITE #107, MBE TAIPAN 51G, JALAN USJ 10/1 SUBANG JAYA 47620 SELANGOR",,elvinlim@lizard-timber.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=79576&sid=D4CA5938C1A01A55B4F45E594C932549,03 - 31342118,'2017-08-02,B&G GREEN BIOENERGY SDN BHD,"LOT 11891 KG NELAYAN, JALAN TELOK GONG PORT KLANG 42000 SELANGOR",,bh88tan@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=4052&sid=3AA484030C6B149B3C48323F560BC8C2,03 - 60912225,'2017-08-02,MEADOW WOOD SDN BHD,"LOT 1046, JALAN SUNGAI BUAYA TST NO 15 RAWANG 48009 SELANGOR",,kasturee@mdw-wood.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=93982&sid=11C358FC4D5819C5A783A513722212F6,016 - 3778848,'2017-08-02,IPRO METAL SDN BHD,NO 48 JALAN SL 9/8G BANDAR SG LONG 43000 SELANGOR,,johnny@iprometal.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=94562&sid=AD13B54ED5B3156E75970E3975E85459,010 - 7079991,'2017-08-02,WOOD CONCEPT MANUFACTURER SDN BHD,"135, JLN VILLARAYA 1/5 BT 23 SG LALANG VILLARAYA INDUSTRIAL PARK SEMENYIH 43500 SELANGOR",,woodconcept.manufacturer@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11430&sid=92ADE9B81A1B0F3F928EB0205B79C644,03 - 62803330,'2017-08-02,YEE POH TIMBER SDN BHD,"32-2, JALAN ARA SD7/3A BANDAR SRI DAMANSARA  52200 KUALA LUMPUR",,info@yeepoh.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=93993&sid=04AB5915E9A68D9AFA0CA07A942FB1E4,04 - 9761858,'2017-08-02,BIDIN BIN JASIN SDN BHD,BATU 2 JALAN RAJA SYED ALWI KANGAR 01000 PERLIS,,bidinjasin@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=68918&sid=1FACAD5DA2DE96A5D1F6C27A6D61D94F,016 - 5593877,'2017-08-02,GREEN CHARCOAL ENTERPRISE,"30, LALUAN RASI JAYA 11 TMN RASI JAYA MENGLEMBU 31450 PERAK",,gcharcoal787@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=94827&sid=C4EA02C53AAB80DB03F550593E883B30,03 - 78046244,'2017-08-02,MIG GREEN RESOURCES SDN BHD,25 A-3 BLOCK E1 DATARAN PRIMA JALAN PJU 1/42 PETALING JAYA 47301 SELANGOR,,mfaridz@gmail.com
