DATE_SCRAPED,FAILMSG,TEL,HREF,EMAIL,CONAME,BIZADD 
'2017-08-04,,082 - 383101,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=83873&sid=00842ACAEBC4C8A1EA669F2E24D0FC7C,oneooneaccount@gmail.com,ONE O ONE VISION CREATIONS SDN BHD,"2ND FLOOR, SUBLOT 11 SURVEY LOT NO. 1529, BLOCK 17, JALAN LAPANGAN TERBANG KUCHING 93250 SARAWAK"
'2017-08-04,,03 - 51215055,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=92808&sid=641E60870B8C4F9E1780549E5B079343,alvinbok.bbs@gmail.com,SKIN ESSENTIALS (M) SDN BHD,28 JALAN ANGGERIK MOKARA 31/47 KOTA KEMUNING SHAH ALAM 40460 SELANGOR
'2017-08-04,,03 - 89557554,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11221&sid=9AA96DADF2B9D5DD23BDF21D4D2EBF66,mkch9227@gmail.com,JABBAR HERBS MANUFACTURING SDN BHD,"18TH MILE, KAW KIK MARA FASA II JALAN PADANG TEMBAK, PENGKALAN CHEPA KOTA BHARU 16100 KELANTAN"
'2017-08-04,,012 - 8866389,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=95807&sid=3999E503804CA49F5874FABB8BAF31B1,rosengu@hotmail.co.uk,EPI TREATZ (KUCHING) SDN BHD,NO 60-A GROUND FLOOR SUBLOT 25 SURVEY LOT 16724 LORONG SONG 4 JALAN SONG KUCHING 93350 SARAWAK
'2017-08-04,,03 - 61563281,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=55356&sid=75C7C8E0B9B900B4DEFFAB1FD9E043B7,kymgroup@gmail.com,KYOUMEI INDUSTRIES SDN BHD,"NO 2A, JALAN DATARAN VILLA PUTRA 2 DATARAN VILLA PUTRA SUNGAI BULOH 47000 SELANGOR"
'2017-08-04,,03 - 62722368,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13294&sid=C88A174A7CFC5F711C6507F8EFB7A21D,julianachong123@gmail.com,JF BEAUTY GROUP SDN BHD,"LOT NO. 2C/5(B), ANZEN BUSINESS PARK NO. 3-9, JALAN 4/37A KAWASAN INDUSTRI TAMAN BUKIT MALURI 52100 KUALA LUMPUR"
'2017-08-04,,03 - 89618169,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=61614&sid=29CCBDE4AB202E75367C6869D90331EF,coscolab@coscolab.com,COSCOLAB SDN BHD,"NO.1, JALAN TAMING 2 KAWASAN PERINDUSTRIAN TAMING JAYA, SERI KEMBANGAN, 43300 SELANGOR"
'2017-08-04,,010 - 3137111,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=94595&sid=D719F4DF093B0E710AD3C13E2F1252C7,zdsweetbeauty@gmail.com,ZD BIO INDUSTRIES SDN. BHD.,11 JALAN KEMUNING 3 PERUSAHAAN RINGAN KEMUNING SUNGAI PETANI 08000 KEDAH
'2017-08-04,,03 - 61873857,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=6832&sid=956C02B2B5F0075F24F76AAEA8BAFC33,nagaglobaltrade@yahoo.com.my,NAGA GLOBAL TRADE (M) SDN BHD,13A WISMA KERINGAT 2 LORONG BATU CAVES 2 BATU CAVES 68100 SELANGOR
'2017-08-04,,03 - 79873682,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=94593&sid=D491800CFD2081C8F7D4B1CAF7407BD8,hlcc.joseph@gmail.com,HLCC MARKETING SDN BHD,3A-3 3RD MILE SQUARE 151 JALAN KLANG LAMA 58100 KUALA LUMPUR
'2017-08-04,,012 - 7070346,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=94889&sid=C616AF2C88C5351E263442C50FB2DC39,ranum.merahsdnbhd@gmail.com,RANUM MERAH SDN BHD,NO 8A LEVEL 1 BLOCK 2 WORLDWIDE BUSINESS CENTRE JALAN TINJU 13/50 40000 SELANGOR
'2017-08-04,,03 - 80521952,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=94955&sid=D4CC56C597A0F05E49A625E5A6DB412B,shahree@jgemilang.com,JELANG GEMILANG SDN BHD,6-2 JALAN PUTERI 5/1 BANDAR PUTERI PUCHONG 47100 SELANGOR
'2017-08-04,,05 - 8481700,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=84150&sid=0875D16D2CD4A56FC6B7A1653D9D080A,shikin@m-activated.com.my,M ACTIVATED CARBON MANUFACTURING SDN BHD,LOT 6859 JALAN MATANG MATANG 34750 PERAK
'2017-08-04,,03 - 92236868,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=65356&sid=DA15250A302F1DCB1B557D79BC929FF5,magicboobeauty@gmail.com,MAGICBOO BEAUTY SDN BHD,LOT 108 SEC 92A JALAN UTUSAN (JLN 6) OFF JALAN CHAN SOW LIN SG BESI 55200 KUALA LUMPUR
'2017-08-04,,03 - 77331290,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=54220&sid=7A90EFA8E8BE9D86472150FD5CBF6D1A,shirali@aryanjaya.com.my,ARYANJAYA RESOURCES SDN BHD,"13A - 06, MENARA PERMATA DAMANSARA JALAN DAMANSARA  60000 KUALA LUMPUR"
'2017-08-04,,03 - 61564661,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=5023&sid=7651934AE6B4060A84C556591BE0DB97,info@livingnatural.com.my,WEGLOBE MARKETING SDN BHD,"BLOCK 41 & 43, JALAN BRP 6/10 BUKIT RAHMAN PUTRA	 SEKSYEN U20,  SG. BULOH,  SHAH ALAM 47000 SELANGOR"
'2017-08-04,,07 - 3500165,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=94619&sid=0B0A889174462D1D76D48AD6A0EEBEF6,afiqahbintiselamat@gmail.com,EMZ CHEM SDN BHD,NO 12 JALAN ROSMERAH 2/7 TAMAN JOHOR JAYA 81100 JOHOR
'2017-08-04,,07 - 3313935,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=95171&sid=B345531042AC4D3FB5EE33894098AD14,ksj_jack@yahoo.com,SALONIAGA SDN. BHD.,NO 103 JALAN SUTERA 1 TAMAN SENTOSA 80150 JOHOR
'2017-08-04,,03 - 80707069,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=95509&sid=F020F74C559658AD9C0F75154CA9177E,tshebat@gmail.com,TS HEBAT SDN BHD,44-1 JALAN DU2 TAMAN DAMAI UTAMA PUCHONG 47180 SELANGOR
'2017-08-04,,03 - 87411661,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=50411&sid=9B01A3D1313FFC9A322B7B6892F8C245,snerissa@ad-teguh.com,AD TEGUH SDN BHD,"NO.5-1, JALAN DAMAI MEWAH 1, TAMAN DAMAI MEWAH, OFF JALAN SEMENYIH, KAJANG 43000 SELANGOR"
'2017-08-04,,07 - 5588522,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9981&sid=A1838DC3E70C7A7FFD377CE8EE5172D8,pk.tang@myflipper.com,ORCA INNOVATION SDN BHD,"56, JALAN IMPIAN EMAS 4 TAMAN IMPIAN EMAS SKUDAI 81300 JOHOR"
'2017-08-04,,03 - 78132319,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=95825&sid=241A5C9B7DA6DA8BBDA22E7C6E2ACBA0,derrick@ruralasset.com,RURAL ASSET TRADING SDN BHD,B-1-8 JALAN PJU 1A/20A DATARAN ARA DAMANSARA PETALING JAYA 47301 SELANGOR
'2017-08-04,,03 - 78872756,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=95826&sid=EBC17A8836C953CED5B3D0B86ACE06B9,info@valdapharm.com,VALDA PHARM SDN BHD,BLOK A-3-5 GOLF VISTA LINGKARAN MERU VALLEY  30020 PERAK
'2017-08-04,,03 - 21453116,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=6047&sid=0D60301242C504D578A580D4B62C6EA0,pa@snips.com.my,SNIPS SALON SDN BHD,LOT FF 013 C 1ST BB PLAZA JALAN BKT BINTANG 55100 KUALA LUMPUR
'2017-08-04,,012 - 6850993,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=95827&sid=FD66647C9AB7E638FE7CED1CEC2478A9,growprojectindustries@gmail.com,GROW PROJECT WORKS,103 JALAN 4 TAMAN SEKAMAT KAJANG 43000 SELANGOR
'2017-08-04,,03 - 55237977,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=95842&sid=DDDBAF077ED2C1D92393F44BDF5CF839,jenmansen@gmail.com,GOLDEN SWAN BIOTECH,NO 29-4 JALAN TENGKU AMPUAN ZABEDAH F9/F SHAH ALAM 40150 SELANGOR
'2017-08-04,,03 - 26323952,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=84161&sid=CB3E4972A74E2708CFF9F2FE6EFD33F6,info@iscotwin.com,ISCO INSTANT SOLUTION SDN BHD,D7-5-22 BANGUNAN PERDAGANGAN D7 800 JALAN SENTUL 51100 KUALA LUMPUR
'2017-08-04,,011 - 21410871,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=96016&sid=F8C6D1F5BD7E7914F25373DD40BA6C3C,hidayahterbilangtrd@gmail.com,HIDAYAH TERBILANG TRADING,NO 6-16 TAMAN TERBILANG BAGAN AJAM  13000 PULAU PINANG
'2017-08-04,,03 - 90116995,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=86055&sid=A78FD70DDDF43BFF76C9FB54FC36431D,2811651515@qq.com,ALP EDUCATIONAL MANAGEMENT CORP. SDN BHD,"1, JALAN 10/4 BANDAR SUNGAI LONG KAJANG 43000 SELANGOR"
'2017-08-04,,014 - 2852381,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=81805&sid=5E350B842AE8974171F77A083FFE466F,care@myshine.com.my,MY SHINE (M) SDN BHD,"62A, TINGKAT 1, JALAN PU7/3 PUSAT BANDAR PUCHONG PUCHONG 47140 SELANGOR"
'2017-08-04,,03 - 80621012,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=16709&sid=E458CA9402455B8092246C693FC402AA,linghuahoon@yahoo.com,AF MANUFACTURING SERVICES SDN BHD,"18, JALAN BP4 BANDAR BKT PUCHONG PUCHONG 47100 SELANGOR"
'2017-08-04,,03 - 41076367,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=96095&sid=BB5E4DB58674037869C4504B52D82914,makcunjutawans@gmail.com,MAK CUN JUTAWAN SDN BHD,2-2A JALAN UP 1/5 TAMAN UKAY PERDANA AMPANG 68000 SELANGOR
'2017-08-04,,03 - 87395007,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13538&sid=BA32A03E2A7EF86BCB051BC1A174BD12,claymiff2011@gmail.com,MIFF HOLDING SDN BHD,KOMPLEKS KILANG SME BANK LOT 10 JALAN SG. RAMAL DALAM KAJANG 43000 SELANGOR
'2017-08-04,,017 - 2080898,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=96009&sid=708419584DDC6DDBB64CF7963B22E0E1,duchessbeaute@gmail.com,DUCHESS BEAUTE ENTERPRISE,NO 16-1 JALAN WANGSA MELAWATI 3 WANGSA MELAWATI KUALA LUMPUR 53300 KUALA LUMPUR
'2017-08-04,,03 - 77329747,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=96216&sid=4F242E595FC375813B798B73A852E2AE,raizanz@gmail.com,IDEALYST BEAUTY SDN BHD,B8-3-7 SIGNATURE PARK BLOK 8 JALAN TEKNOLOGI PJU 2/1A SEKSYEN 2 KOTA DAMANSARA 47810 SELANGOR
'2017-08-04,,013 - 7207008,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=96217&sid=84FA7E5CD2E54CC14D615CF3358C8FE6,Beautyhealthseries@gmail.com,BEAUTY HEALTH SERIES PLT,NO 10 JALAN KEMUNING INDAH 32/143K KEMUNING UTAMA SHAH ALAM 40460 SELANGOR
'2017-08-04,,03 - 78660504,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=96171&sid=D3F60F4EBDD4584D94289FCF582E75D5,ionman1491@yahoo.com.hk,IONMAN SDS (M) SDN BHD,7 JALAN SS2/66 PETALING JAYA  47300 SELANGOR
'2017-08-04,,03 - 92851688,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=61833&sid=E9CB56EAD9DD888B75C7E808346FAAF8,abdgani12@gmail.com,DAG BEAUTY SDN BHD,"2-1, 2ND FLOOR JALAN 1/76C DESA PANDAN 55100 KUALA LUMPUR"
'2017-08-04,,03 - 28572888,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=71906&sid=884E2AA995C2847B1D1261BDB3A8C9B8,info@debeauty.com.my,ANTOX DE BEAUTY SDN BHD,177-3 JALAN LANCANG TAMAN SRI BAHTERA 56100 KUALA LUMPUR
'2017-08-04,,03 - 89262623,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10395&sid=243830F4A298DF4E78441DDC2B4459E3,yirin@dynaplast.com.my,DYNAPLAST (M) SDN BHD,"16, JALAN P 10/16 TAMAN INDUSTRI SELAMAN, SECTION 10 BANDAR BARU BANGI 43650 SELANGOR"
'2017-08-04,,03 - 92057663,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=80845&sid=98BFF625CE5AC870BF9A8851D455BE76,management@neuzell.com,JL WELT (M) SDN BHD,"LEVEL 8 PAVILION KL 168, JALAN BUKIT BINTANG 55100 KUALA LUMPUR"
'2017-08-04,,019 - 2363907,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=96950&sid=DF8A4515F50A71E07A6C62F98853570F,wawaidris@gmail.com,WOW MUSLIM VENTURES,NO 20 LORONG PERMAI 4/2 TAMAN PERMAI JAYA AMPANG 69000 SELANGOR
'2017-08-04,,03 - 89576828,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=96943&sid=AA00DE8A559139D26860C40F06FBAEA2,promanagesb@gmail.com,BIG POOL NET SDN BHD,B-4-13A STREET MALL ONE SOUTH JALAN OS TAMAN SERDANG PERDANA SEKSYEN 6 SERI KEMBANGAN 43300 SELANGOR
'2017-08-04,,03 - 62507191,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=95046&sid=037F66F20926E452220D429DA094A110,villie@drycutgroup.com,DRY CUT SDN BHD,55-57 JALAN SRI UTA 1 SRI UTARA JALAN IPOH-RAWANG 68100 KUALA LUMPUR
'2017-08-04,,019 - 6757872,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=97031&sid=40105DBFB9D0E33066F831975E991BFE,dannie9139@mdamarket.com.my,MISSION A MARKETING,A-9-3 TAMAN SHAMELIN PERKASA JALAN 2/91A 56100 KUALA LUMPUR
'2017-08-04,,03 - 77224358,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=96980&sid=0FA1A35FE3BE02DCEE8AF7251E6F02AF,aasj.client@gmail.com,AASJ CORPORATE CONSULTANTS SDN. BHD.,90A 1ST FLOOR JALAN BURHANUDDIN HELMI TAMAN TUN DR ISMAIL 60000 KUALA LUMPUR
'2017-08-04,,16 - 6501831,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=96987&sid=5C3E8BBD37C25DE1347230AD233ACE23,enquiry@floteknik.com.my,FLOTEKNIK ENTERPRISE,LOT A12 KAW. INDUSTRIAN MARA KM 13 OFF JLN BATU CAVES BATU CAVES 68100 KUALA LUMPUR
'2017-08-04,,03 - 90758000,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=96956&sid=6911BE428F4931441EE9F0BA3878C14E,jiayan@aqurateintl.com,AQURATE INGREDIENTS INTL (M) SDN BHD,NO 23 & 25 JALAN AWANA 15 TAMAN CHERAS AWANA BATU 9 43200 SELANGOR
'2017-08-04,,016 - 6600600,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=97152&sid=AB5CEE0FF5B33CDDC390A28B4D5C6C48,hello.lovera@gmail.com,DW GLOBAL PLT,10-32 PLAZA AZALEA SEKSYEN 14 PERSIARAN BANDARAYA SHAH ALAM 40000 SELANGOR
'2017-08-04,,011 - 12314992,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=97113&sid=10756887FEE4B1B5BD10EF7006B47EF6,allen.shen.apex@gmail.com,APEX COSMECEUTICAL TECHNOLOGI SDN BHD,NO 3326 JALAN TANJUNG BANDAR INDAHPURA KULAI 81000 JOHOR
'2017-08-04,,09 - 5171818,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=97071&sid=AC09716CA4706B70958C269C9F412A23,pt.mutiaraprima@gmail.com,PT MUTIARA PRIMA,24 JALAN GAMBUT KUANTAN  25000 PAHANG
'2017-08-04,,03 - 62111988,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=97151&sid=9BF0F1131C6FCE0FD8FC993F43FBEC7D,asianpotions@gmail.com,ASIAN POTIONS SDN BHD,LOT G2-39 LEVEL G2 PUBLIKA SHOPPING GALLERY NO 1 SOLARIS DUTAMAS 1 OFF JALAN DUTA 50480 SELANGOR
'2017-08-04,,03 - 55136116,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=97307&sid=39A45C3DBFD432BEBB8F83E2B3B94475,info@bioangle.com.my,BIO-ANGLE VACS SDN BHD,1-02-3 BLOK 1 PRESINT ALAMI PUSAT PERNIAGAAN WORLDWIDE 2 PERSIARAN AKUATIK SEKSYEN 13 SHAH ALAM 40100 SELANGOR
'2017-08-04,,03 - 55253202,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=76532&sid=97029C4A2EAA4CB65A21394B0E300FEF,nelson.khoo@directlyhers.com,DIRECTLY HERS SDN BHD,39-1 JALAN ANGGERIK ARANDA BG 31/BG KOTA KEMUNING 40460 SELANGOR
'2017-08-04,,542 - 0139235542,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=97285&sid=8DF68D3DB0C2EB641DB6690D103907DA,onebeautyhq@gmail.com,ONE BEAUTY SIGNATURE SDN. BHD.,NO 71-A TINGKAT 1 PERSIARAN PM3/2 PUSAT BANDAR SEKSYEN 3 32040 PERAK
'2017-08-04,,03 - 78422458,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=41137&sid=06CB2974131FB5418A7E63B7476691F9,suzila@tanamera.com.my,TANAMERA TROPICAL SPA SDN BHD,"LOT 3726, JALAN TEMBUSU KAMPUNG MELAYU SUBANG SHAH ALAM 40150 SELANGOR"
'2017-08-04,,07 - 2233487,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=79750&sid=54E34897F0D0CA93F46B6D3C3C5674EE,general@gracecosmetic.com,GRACE COSMETICS (MALAYSIA) SDN BHD,8 JALAN PERMATANG 5 KEMPAS BARU 81200 JOHOR
'2017-08-04,,03 - 80628011,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=53257&sid=C6E8C970B48DC2866CBE2D2DE1988AB0,janetskinrenew@yahoo.com,BIOCOSLAB MANUFACTURING SDN BHD,"22A-1,JALAN PUTERI 5/5 BANDAR PUTERI PUCHONG 47100 SELANGOR"
'2017-08-04,,03 - 27117196,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=79207&sid=C0C95D473B79B04437F1B1A1D86D3394,info@parvuslife.com,PARVUS SDN BHD,"C-3-1, PLAZA MONT KIARA NO. 2, JALAN KIARA MONT KIARA 50480 KUALA LUMPUR"
'2017-08-04,,03 - 41472790,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=92131&sid=C0FB90E4C27E057EEA978A73710DEFF3,izuan@al-hilmi.com.my,AL-HILMI AGARWOOD SDN BHD,LEVEL 1 WISMA AL-HILMI NO 252A JALAN BANDAR 12 TAMAN MELAWATI 53100 KUALA LUMPUR
'2017-08-04,,088 - 237076,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=37612&sid=C69BB8D93D5D1F104A599BBFEA00D7B4,mken02@hotmail.com,AFCL BIOSCIENCE SDN BHD,"LOT 3, KM KILANG SME JALAN PAPAR LAMA LOK KAWI PENAMPANG 88200 SABAH"
'2017-08-04,,03 - 91713344,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8416&sid=D874116D8CB7F47B63FB8E0969BB3001,zalina@gamatemas.com.my,GAMAT EMAS SDN BHD,NO. 1-3 JALAN DANAU LUMAYAN DANAU LUMAYAN BUSINESS PARK CHERAS 56000 KUALA LUMPUR
'2017-08-04,,010 - 3662862,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=98404&sid=A8C86802219C7EBDB578C7BF758B9214,bionetwork2862@gmail.com,BIONETWORK ENTERPRISE,NO 61 JALAN SS 24/18 TAMAN MEGAH PETALING JAYA 47310 SELANGOR
'2017-08-04,,013 - 3613400,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=98372&sid=59EFB5C72C336C97CDF5BD204FA40271,secretpotionswellness@gmail.com,SECRET POTIONS WELLNESS,1-3A UKAY BOULEVARD MRR2 ULU KLANG AMPANG 68000 SELANGOR
'2017-08-04,,03 - 92123206,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=98338&sid=7684139FBB4290A9DAB0BDC5F95CEF5C,zeyad@apollo-overseas.com,APOLLO OVERSEAS INT SDN BHD,LEVEL 8 BLOCK A ZETAPARK SETAPAK CENTRAL 53300 KUALA LUMPUR
'2017-08-04,,012 - 2986511,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=98493&sid=558F5C84A164703AB0579D8C822BE725,event4umalaysia@gmail.com,D LA FAZ ENTERPRISE,25 JALAN BKD 11 TAMAN BUKIT KATIL DAMAI 2 BUKIT KATIL 75450 MELAKA
'2017-08-04,,016 - 8286421,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=98325&sid=FEBE838E1FF9D026E968481396F5E9E3,terasgemilang@yahoo.com,DOME ENTERPRISE,PETI SURAT 315 KUDAT SABAH 89058 SABAH
'2017-08-04,,03 - 76103811,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=98396&sid=68EAB60AE534DE81BE87290C66057AFA,khyra818@gmail.com,LARISA BEAUTE SDN BHD,B-01-20 DATARAN CASCADES NO 13A JALAN PJU 5/21 KOTA DAMANSARA PETALING JAYA 47810 SELANGOR
'2017-08-04,,011 - 23719011,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=98498&sid=00683B8CBB17A8B00CC86FEA3658FA8E,wanies69@yahoo.com,FARRA ELISE BEAUTY,NO 65 JALAN MUTIARA 6/7 TAMAN SELAYANG MUTIARA BATU CAVES 68100 SELANGOR
'2017-08-04,,012 - 6157847,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=98465&sid=56AE29B653C3629B1F5E6B4FC48126AF,rhs63cayaku@gmail.com,RHS 63 GLOBAL SDN BHD,NO 27 JALAN 10 KOSMOPLEKS BANDAR BARU SALAK TINGGI SEPANG 43900 SELANGOR
'2017-08-04,,013 - 9044730,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=98636&sid=19A14988FDFB9127A9CDAEC46281F917,surrabeauty@gmail.com,SURRA BEAUTY SDN. BHD.,LOT 3592 (NO 9) JALAN BARU PAK SABAH DUNGUN 23000 TERENGGANU
'2017-08-04,,016 - 3179679,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=98614&sid=DF557DE0618319D77D08D1CA37EFE22E,shekhe@shillsbeauty.com,SHILLS BEAUTY SDN BHD,"NO.55, JALAN UTAMA 2/7 TAMAN PERINDUSTRIAN PUCHONG UTAMA PUCHONG 47140 SELANGOR"
'2017-08-04,,03 - 78878222,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11269&sid=B2652503B6788A1DB984EE21B2EE26BB,ll.chew@maxwellpharma.com,MAXWELL PHARMA SDN BHD,"73-3 BLOCK G, ZENITH CORPORATE PARK, JALAN SS7/26, KELANA JAYA, PETALING JAYA 47301 SELANGOR"
'2017-08-04,,13 - 4437500,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=83197&sid=31AF85C954942E436643F35A05638D8E,info@katantech.com,KATANTECH MALAYSIA SDN BHD,NO. 8 LORONG INDUSTRI 9 KAWASAN INDUSTRI BUKIT PANCHOR NIBONG TEBAL 14300 PULAU PINANG
'2017-08-04,,019 - 2505253,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=98495&sid=DE7AB3B981CF4D1627784838078BC9A6,qasehsarah@gmail.com,A SUMMIT ENTERPRISE,NO 6B-5 LORONG NAPOH OFF JALAN RUSA KLANG GATE SETAPAK 53100 KUALA LUMPUR
'2017-08-04,,03 - 32905998,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=87301&sid=4B093BE52C5FF6D81E59A37E684A1224,shimosato@miyabi-aromatics.com,MIYABI AROMATICS SDN BHD,"2, JALAN SUNGAI BATU 8/KU6, KAWASAN PERINDUSTRIAN KLANG UTAMA KLANG 42100 SELANGOR"
'2017-08-04,,03 - 42573233,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=98653&sid=1C42E90DC64E3EA62F06F3EBB40D11E6,hairgym_ad@hotmail.com,HAIRGYM SDN BHD,UNIT 2-08E PLAZA AMPANG CITY NO 332A JALAN AMPANG 50450 KUALA LUMPUR
'2017-08-04,,03 - 89267253,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=98718&sid=F9F768CB34CF457ED573EDD3C259540A,info@lavenderwellnessspa.com,HAS LIFESTYLE TRADING,1ST FLOOR OFF NO 23 JALAN MEDAN PUSAT BANDAR 4A PUSAT BANDAR BANDAR BARU BANGI 43650 SELANGOR
'2017-08-04,,03 - 55685100,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=2603&sid=D1BB5751031F885F2BC950572D713747,chtan@northwest.com.my,NORTH WEST ENTERPRISE SDN BHD,"5, JALAN PEGUAM U1/25, SECTION U1 HICOM-GLENMARIE INDUSTRIAL PARK SHAH ALAM 40150 SELANGOR"
'2017-08-04,,03 - 41424151,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=76257&sid=81D9E2861CA478E7A936A85E363FE849,simon@fortepharma.asia,FORTE PHARMA SDN BHD,40-2 JALAN RAMPAI NIAGA 4 MEDAN NIAGA RAMPAI 53300 SELANGOR
'2017-08-04,,04 - 4917577,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=98785&sid=1323FF2B8D1AA531BA50656EC29A7E9F,orianehq@gmail.com,ORKID BIRU ENTERPRISE,NO 6B KAMPUNG PAYA PADANG KULIM KELANG LAMA KULIM 09000 KEDAH
