FAILMSG,HREF,EMAIL,CONAME,DATE_SCRAPED,BIZADD,TEL 
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=94821&sid=935BC6C38BD15B11E99898900AF21E51,cstang.amt@gmail.com,ADVANCE METALCUT TECHNOLOGY SDN. BHD.,'2017-08-02,8 LORONG MURNI 9 TAMAN DESA MURNI SUNGAI DUA 13800 PULAU PINANG,012 - 5118023
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=73848&sid=C471A2604531615002887F8710A2157E,iecpe@myjaring.net,IEC PLANT ENGINEERING SDN BHD,'2017-08-02,"917, BLOCK A, KELANA CENTRE POINT, 3 JALAN SS7/19 KELANA JAYA 47301 SELANGOR",03 - 78471084
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=84014&sid=604198622DB98243552E19FC8DB499D2,annie.bkfm@boonkoon.com,BOON KOON FLEET MANAGEMENT SDN BHD,'2017-08-02,"998, GROUND FLOOR JALAN TOK KANGAR JURU SIMPANG AMPAT 14100 PULAU PINANG",04 - 5017177
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=86296&sid=CF3FE6B0E7C9B07975B45E000D60C15C,aminfo@amsales.com.my,AM SALES & MARKETING SDN BHD,'2017-08-02,"3A, JALAN TEKNOLOGI 3/5A PUSAT TEKNOLOGI SINAR DAMANSARA PJU 5, KOTA DAMANSARA 47800 SELANGOR",03 - 61578822
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15524&sid=BF5F5A4EFD2C666C62D7C9A130299E71,tarmahjb@tarmah.com,TARMAH MACHINERY SDN BHD,'2017-08-02,"34, JALAN RONGGENG TIGA TAMAN SKUDAI BAHRU JOHOR BAHRU 81300 JOHOR",07 - 5575228
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=86441&sid=ED3BEA29083E356EFC24FBB21947058D,globalmetal32@yahoo.com,GLOBAL METAL INDUSTRIES,'2017-08-02,12 JLN SRI SULONG 14 TMN INDUSTRI SRI SULONG BATU PAHAT 83500 JOHOR,07 - 4101148
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=71932&sid=7BCA8EDDDDA6840EA3D3B0B50AD3DC48,ridzuanali@dpservices-ap.com,D&P PROCESS SERVICES SDN BHD,'2017-08-02,SUITE 20-05&07 LEVEL 20 G TOWER 50400 KUALA LUMPUR,03 - 21637299
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=84563&sid=92300609FD7871401766431322985BD9,sales.abholdings@gmail.com,AB HOLDINGS SDN BHD,'2017-08-02,"8-2, JALAN KASUARINA 3 BANDAR BOTANIC CAPITAL KLANG 41200 SELANGOR",03 - 33252268
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=84638&sid=24E27F1C4E7911C805BB6940A08B5294,alvin@osmocell.com,OSMOCELL MALAYSIA SDN BHD,'2017-08-02,"D-3-3 BLOCK D, SETIWALK PERSIARAN WAWASAN 47160 SELANGOR",03 - 58807586
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=80375&sid=4EF3EE8CA0B30D3907F2736F5A721C0F,john28yath@gmail.com,YATH STEEL (M) SDN BHD,'2017-08-02,7 JALAN UTAMA 2/21 TAMAN PERIDUSTRIAN PUCHONG UTAMA 47100 SELANGOR,03 - 80518343
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=84075&sid=CA85DC82A7D95DF718548BFBDD1FC666,lechi@nederman.com,NEDERMAN (MALAYSIA) SDN BHD,'2017-08-02,"61, JALAN SURIA PUCHONG 2 PUSAT PERDAGANGAN SURIA PUCHONG PUCHONG 47110 SELANGOR",03 - 89401192
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=5556&sid=9155AE5BF70488B3F86587BF7F2C23BF,kendek@kendek.com,KENDEK INDUSTRY SDN BHD,'2017-08-02,"LOT 1032, JALAN KB 2/15 BALAKONG SERI KEMBANGAN 43300 SELANGOR",03 - 89611100
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=59344&sid=01A439D2061FA31EF5BD7D3D013376B9,jackson@aquionics.net,AQUIONICS TECHNOLOGIES SDN BHD,'2017-08-02,"138, JALAN MELATI 5/1 BUKIT BERUNTUNG RAWANG 48300 SELANGOR",03 - 60282609
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=76358&sid=5FAC7584BF46B18771A1FCEBBE3D3C5F,contact@aerokwai.com,AEROKWAI SDN BHD,'2017-08-02,34 JALAN MEGA 1/5 TAMAN PERINDUSTRIAN NUSA CEMERLANG GELANG PATAH 81550 JOHOR,07 - 5582376
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=75257&sid=39E7A23D6D914EF57894B783F9B657E8,sales.pg@ais.my,AUTOMATION INDUSTRY & SYSTEMS (M) SDN BHD,'2017-08-02,"50, LORONG NAGASARI 11 TAMAN NAGASARI PRAI 13600 PULAU PINANG",04 - 3905607
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=76108&sid=64522C73D373BC0768B7700062E65512,qiaohui.liew@zeiss.com,CARL ZEISS SDN BHD,'2017-08-02,"SUITES P5.16 & P5.17 BUILDING INFORMATION CENTRE LOT2, JALAN 243/51A PETALING JAYA 46100 SELANGOR",03 - 78775058
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=84174&sid=1762A8DCE7300FB0CF0ACC4C6ECB9C78,richard.teng@rnamarketing.com,RNA MARKETING SDN BHD,'2017-08-02,"28, JALAN SS26/13 TAMAN MAYANG JAYA PETALING JAYA 47301 SELANGOR",03 - 78801399
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=82832&sid=78F395160C68B084A983E7F097488B5C,jkglobalteam@gmail.com,JK INTELLINGENCE TECHNOLOGY,'2017-08-02,12-1 JALAN RIMBUNAN RAYA LAMAN RIMBUNAN 51200 KUALA LUMPUR,03 - 62421138
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=82796&sid=85DF10E11FE2A465AE7D3E5BCAA741F4,marketing@euroasia.my,EUROASIA FOOD EQUIPMENTS,'2017-08-02,PLOT 210A JALAN PERINDUSTRIAN BUKIT MINYAK 6 BUKIT MERTAJAM 14000 PULAU PINANG,04 - 5019898
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=82764&sid=5B8BD80F258EEEAEBBAEB9C6BDDB814C,shafa@momsb.com.my,MOMINNOVATION SDN BHD,'2017-08-02,15-2 JALAN 1/8B BANDAR DAMAI PERDANA 56100 KUALA LUMPUR,03 - 91003900
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=84244&sid=4A5D05B7A89C0CF9C87C2348F4018DE0,btpang@picogenki.com,PICOGEN INDUSTRY SDN BHD,'2017-08-02,6764 JALAN KAMPUNG GAJAH BUTTERWORTH 12200 PULAU PINANG,04 - 3249188
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=76363&sid=F5DF87B0C95BE7F6256C9B6A5CA724EF,info@winstar.com.my,WINSTAR TRADING SDN BHD,'2017-08-02,"LOT 13256, KM2 PERSIARAN HAMZAH ALANG MERU KLANG 42200 SELANGOR",03 - 33931328
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=84248&sid=F053FD614219338D2FF94C6181650EC8,ridzuan@waldania.com.my,WALDANIA AUTOMATION SDN BHD,'2017-08-02,"24, LALUAN KLEBANG RESTU 19 MEDAN KLEBANG RESTU CHEMOR 31200 PERAK",012 - 5903983
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=79934&sid=CD7B0B0C85A925A725DFCE54E6DA9194,info@pratic-cnc.com.my,PRATIC MACHINERIES TECHNOLOGY (M) SDN BHD,'2017-08-02,26-2B JALAN TEMENGGUNG 7/9 SECTION 9 BANDAR MAHKOTA CHERAS 43200 SELANGOR,03 - 90105098
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=16450&sid=00C3E12A3B971904D9A4CC1498AA737B,wmi@weldmaster.com.my,WELD MASTER INDUSTRIES SDN BHD,'2017-08-02,5-7 PERSIARAN PERUSAHAAN KLEDANG UTARA 1/5 KAW PERINDUSTRIAN CHANDAN RAYA 31450 PERAK,05 - 2829421
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8087&sid=18199CED1D38C9B177EEFCB6171D8C5A,co.chong@upecaem.com.my,UPECA EQUIPMENT MANUFACTURING SDN BHD,'2017-08-02,"12A, JALAN MERANTI PUCHONG D'25 @ MERANTI PUCHONG PUCHONG 47120 SELANGOR",03 - 80526389
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=75431&sid=410283D3E7A420AB94E9EAEA50B93AF3,settlee@eadmin.com.my,HL ADVANCE TECHNOLOGIES (M) SDN BHD,'2017-08-02,6 JALAN INDUSTRI MAS 7 TAMAN MAS 47130 SELANGOR,03 - 80683616
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13258&sid=ECB516F4BBA170999FD1420E3C5C0033,Michael.Kreller@ixmation.com,IXMATION (ASIA) SDN BHD,'2017-08-02,PENANG SCIENCE PARK SEBERANG PERAI TENGAH  14100 PULAU PINANG,04 - 5047777
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=80189&sid=A12C8FCF12487A6C112BFC68B8661429,map@mixtecap.com,MIXTEC ASIA PACIFIC SDN BHD,'2017-08-02,12 JALAN BAYU 6 BANDAR SERI ALAM MASAI 81750 JOHOR,07 - 3877880
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=4338&sid=8FF2B2A105258BC4074A9972F2323E48,info@hertztec.com.my,HERTZTEC CORPORATION SDN BHD,'2017-08-02,"11A,  JALAN TP7/7 SIME-UEP INDUSTRIAL PARK SECTION 26,  SHAH ALAM 40400 SELANGOR",03 - 51922111
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=81804&sid=4C38917901AC07389F80085B16DA85D4,enquiry@offshorekesuma.com,OFFSHORE KESUMA SDN BHD,'2017-08-02,"313, BLOCK 2, LAMAN SERI BUSINESS PARK PERSIARAN SUKAN, SECTION 13 SHAH ALAM 40100 SELANGOR",03 - 55243880
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=80022&sid=BBA3EB1F6418D913DCD1F0D2D4FBAE38,sales@legion1.com,LEGION HARDWARE & MACHINERY SDN BHD,'2017-08-02,4863 JALAN SUNGAI NYIOR  12100 PULAU PINANG,04 - 3312226
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=79406&sid=4315243131129B94FEF1B5A8B58D3DC5,esheng1888@yahoo.com,E SHENG ENGINEERING & TRADING,'2017-08-02,3 JALAN SB JAYA 3 TAMAN INDUSTRY SB JAYA SUNGAI BULOH 47000 SELANGOR,018 - 3861888
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=79702&sid=7B9F93021954FB77BC5360032B9A38E5,hosloong@yahoo.com,INTERTECH EQUIPMENT (M) SDN BHD,'2017-08-02,"7, TAMAN HARUAN 1 SUPREME GARDEN PRAI 13700 PULAU PINANG",012 - 4033880
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=79484&sid=5DB5F7500581796603F171DDD8B37C10,rcaguna@yahoo.com,ALFAHS TRADING & SERVICES,'2017-08-02,"6, JLN PINGGIRAN USJ 2/5, TMN PINGGIRAN USJ SUBANG JAYA  47610 SELANGOR",03 - 51917100
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=72804&sid=5927361001D4CD5E74C68BBE8BF3355C,azmin@palmeka.com,PALMEKA SDN BHD,'2017-08-02,"13, JALAN TPP 6/4 TAMAN PERINDUSTRIAN PUCHONG PUCHONG 47100 SELANGOR",03 - 80514105
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10932&sid=9A0ABDA531A71B1327A97A0497EF3787,formahero.machinery@gmail.com,FORMAHERO MACHINERY  SDN BHD,'2017-08-02,"5, JALAN KAMUNTING 1, SEKSYEN BB6, BANDAR BUKIT BERUNTUNG, RAWANG  48300 SELANGOR",03 - 60212199
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=61611&sid=FC0229DC6D1F81B5084A3B8B65B66A0D,hbtan81@hotmail.com,LINSENG ENTERPRISE,'2017-08-02,9404 BATU 2 1/2 JALAN SEMABOK 75050 MELAKA,06 - 2618681
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=79731&sid=4C7E7220246B6EF95F45CE4B41BFBDFF,rina@esticgroup.com,STAR TECHNOLOGY INDUSTRIAL CORPORATION SDN BHD,'2017-08-02,"32-1, AMPANG BUSINESS CENTRE JALAN MEDAN BUKIT INDAH 2 TAMAN BUKIT INDAH 68000 SELANGOR",03 - 42916568
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=72839&sid=6743849D3E1D5F96D5DB959521E23C7F,kopemat.malaysia@gmail.com,KOPERASI PEMUNGUT MADU LEBAH TERENGGANU BERHAD,'2017-08-02,PEKARANGAN ISTANA BADARIAH JALAN SULTAN MAHMUD KUALA TERENGGANU 20400 TERENGGANU,09 - 6251131
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=78575&sid=7398616E6759E21218CC83AEBAD2CF36,info@ngemachinery.com,NGE MACHINERY & SERVICES SDN BHD,'2017-08-02,3 JALAN SBC 7 TAMAN SRI BATU CAVES 68100 SELANGOR,03 - 61786000
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=73683&sid=9D6D4632C28AC61199728B3DD864C9E4,chainmachines@gmail.com,DYM MACHINES INTERNATIONAL SDN BHD,'2017-08-02,"4TH FLOOR, 4C-5, BLOCK C, ANZEN BUSINESS PARK, JALAN 4/37A, KAWASAN INDUSTRI TAMAN BUKIT MALURI, 52100 KUALA LUMPUR",011 - 11846723
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15781&sid=E56D16977B6FBCAA16A7D4A255F627E7,ck.hong@mekamachinery.com.my,MEKA MACHINERY PART SUPPLY SDN BHD,'2017-08-02,"NO 7, JALAN TPP 5/10 TAMAN PERINDUSTRIAN PUCHONG SEKSYEN 5 47160 SELANGOR",03 - 80669602
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=70619&sid=F5C24996F20F61BE20E9B7B3AA3D073E,info@amh.com.my,AMH TECHNOLOGIES SDN BHD,'2017-08-02,"8, JALAN ANGGERIK MOKARA 31/61 KOTA KEMUNING, SECTION 31 SHAH ALAM 40460 SELANGOR",03 - 51229176
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=78583&sid=BB1C67194323469B168081AA0706C6A7,sales@ipsa.com.my,INSTRUMENTATION & PETROLEM SERVICES ASIA SDN BHD,'2017-08-02,"3A-02, 8TRIUM TOWER 1 JALAN CEMPAKA SD12/5 SRI DAMANSARA 52200 KUALA LUMPUR",03 - 62799980
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=78858&sid=669AFB7C8673BD1FC26AB8CB8C4F7D40,sales@jiamusimalaysia.com,JIAMUSI ELECTRIC MACHINE (M) SDN BHD,'2017-08-02,"15 JALAN 1/7 TAMAN INDUSTRI SELESA JAYA BALAKONG, SERI KEMBANGAN 43300 SELANGOR",03 - 89644568
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=79179&sid=FF3E3565BA2C07DBB49DE388240312F0,peter.lim@pnr-engineering.com.my,PNR ENGINEERING SDN BHD,'2017-08-02,"10, JALAN TAGO 11 TAMAN PERINDUSTRIAN TAGO SRI DAMANSARA 52200 KUALA LUMPUR",03 - 62723237
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=79049&sid=FD68FD25F2D2644F6B3935D45DE484BA,enquiry@lye.com.my,ENGTEX INDUSTRIES SDN BHD,'2017-08-02,"LOT 36, JALAN BRP 9/2B PUTRA INDUSTRIAL PARK BUKIT RAHMAN PUTRA, SG. BULOH 47000 SELANGOR",03 - 61401111
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=78679&sid=74E2BCBBE0D9D90E762E6D44DA1B8C20,kurniajuta@gmail.com,KURNIA JUTA SDN BHD,'2017-08-02,"19, JALAN KENCANA 18 TAMAN KENCANA 56100 KUALA LUMPUR",03 - 42945586
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=79088&sid=66F2AF66646BA36EB2B6DE105F969906,info@tem.com.my,T.E.M. ENGINEERING SDN BHD,'2017-08-02,"8, JLN TPP 6/7 TMN PERINDUSTRIAN PUCHONG SECTION 6 47100 SELANGOR",03 - 80624233
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=30572&sid=F764E932EC999B3CD489548DDA7A26D0,zoy@tapisteknik.com,TAPIS TEKNIK SDN BHD,'2017-08-02,"1, JALAN BISTARI 6 TAMAN INDUSTRI JAYA SKUDAI, JOHOR BAHRU 81300 JOHOR",07 - 5125525
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=79149&sid=22D976A5C6BB6E528A6117EB863C81AC,highrise@myjaring.net,HIGHRISE INDUSTRIES SDN BHD,'2017-08-02,"23, LORONG SUNGAI RASAU 27C OFF JALAN BATU TIGA KLANG 41300 SELANGOR",03 - 33445498
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=79231&sid=9543FA24916E4AE44F7336C1B4E1D2E9,htec.instruments.mfg@gmail.com,HTEC INSTRUMENTS MANUFACTURING SDN BHD,'2017-08-02,"31, JALAN PSK 2 PUSAT PERDAGANGAN SERI KEMBANGAN SERI KEMBANGAN 43300 SELANGOR",03 - 89489695
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=79749&sid=CC1B24D48759F5FD281E1A895602EB8C,limdynarco@gmail.com,DYNARCO SDN BHD,'2017-08-02,9 JALAN TODAK 5 SEBERANG JAYA PERAI 13600 PULAU PINANG,04 - 3995362
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=52489&sid=DDE499B465665A049755F75522705CD9,arenacipta_3m@yahoo.com,ARENA CIPTA (M) SDN BHD,'2017-08-02,130 JALAN SRI SULONG 1 TAMAN INDUSTRI SRI SULONG BATU PAHAT 83500 JOHOR,07 - 4101235
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=72184&sid=606FC80FF3F15A8E3C651E3F297E68A0,info@klanalytical.com,KL ANALYTICAL SDN BHD,'2017-08-02,"K-3-7, 2 JALAN SOLARIS SOLARIS MONT'KIARA 50480 KUALA LUMPUR",03 - 62036083
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=79424&sid=861F3656A20D6540AE737771801453D1,sfyong@exactalliance.com,EXACT ALLIANCE SDN BHD,'2017-08-02,"29A, JALAN KENARI 17E BANDAR PUCHONG JAYA PUCHONG 47100 SELANGOR",03 - 80765778
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11422&sid=1CAEF9FF18F1CFBE5C143307C30A396D,ysyen_dindings@yahoo.com,DINDINGS ENGRAVING SDN BHD,'2017-08-02,"43, PERSIARAN RISHAH 7 SILIBIN INDUSTRIAL ESTATE IPOH 30100 PERAK",05 - 5266505
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=81347&sid=59C2909AE4BAD7251EC93E243FD1AEE4,kenneth@kenann.com.my,KENANN ENGINEERING (M) SDN BHD,'2017-08-02,C-06-21 THE SCOTT GARDEN 289 JALAN KLANG LAMA 58100 KUALA LUMPUR,03 - 79718632
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=79951&sid=2115C6ABD7A81A05EFB184674B1C3FD1,jayde@amazingengrg.com,AMAZING ENGINEERING SDN BHD,'2017-08-02,3 JALAN SATRIA 17 TAMAN PERINDUSTRIAN JB PERDANA SKUDAI 81300 JOHOR,07 - 5113981
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=81359&sid=F768273289CE2DEC5A149B15A087CE7C,averasia.gst@gmail.com,AVER ASIA SDN BHD,'2017-08-02,"26, JALAN BUKIT 8, KAW MIEL BANDAR SERI ALAM PHASE IV MASAI, JOHOR 81750 JOHOR",016 - 3307328
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12895&sid=2E4F8F942F744B614A93B2E4C3E60025,kamarul@petro-retail.com,PETRORETAIL SDN BHD,'2017-08-02,"SUITE 16-01, 16TH FLOOR MENARA TAN & TAN 207, JALAN TUN RAZAK 50400 KUALA LUMPUR",03 - 21688500
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=73127&sid=DC5E4499DAF2601802DBEF72A2C079C5,patrick@yuenfee.com,YUEN FEE (WAN SOON) ENGINEERING SDN BHD,'2017-08-02,LOT 17224 JALAN HARUAN 6 OAKLAND INDUSTRIAL PARK 70300 NEGERI SEMBILAN,06 - 7646260
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=81486&sid=6AFCE0EE0CE541B10DF2EC5E631F40EE,vmt.equipment@hotmail.com,VMT EQUIPMENT SDN BHD,'2017-08-02,"B3-2-29, JALAN PINGGIRAN 1/3 TAMAN PINGGIRAN PUTRA SERI KEMBANGAN 43300 SELANGOR",03 - 89487028
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10552&sid=F1FCFEF6052355A44E1A4B6B297822CC,klho@hpmt-industries.com,HPMT INDUSTRIES SDN BHD,'2017-08-02,"LOT 5, JALAN SG KAYU ARA 32/39 TAMAN BERJAYA SHAH ALAM 40460 SELANGOR",03 - 57402890
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=81481&sid=043F7BB7DB0B492D5893563956E508D7,info@hatitech.com,HATITECH INTERNATIONAL SDN BHD,'2017-08-02,32A-A LORONG SENTOSA 4A TAMAN BAYU TINGGI 41200 SELANGOR,03 - 33221880
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=81523&sid=851F74D8AF7E6A380FE9B84BC447DEC2,kelvinloo@deskwork.com.my,DESKWORK SDN BHD,'2017-08-02,1-12B-7 SUNTECH @ PENANG CYBERCITY LINTANG MAYANG PASIR 3 11950 PULAU PINANG,04 - 6446190
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=73140&sid=FA7F715B32B6C9398717C09C9A221C58,sales@filterhub.com.my,FILTERHUB SDN BHD,'2017-08-02,"32, JALAN ANGGERIK VANILLA AD31/AD KOTA KEMUNING, SECTION 31 SHAH ALAM 40460 SELANGOR",03 - 51223332
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=81594&sid=25ABD3BF26B65188353B72ECD8ACB6A2,info@apexair.com.my,APEX AIR COMPRESSOR (M) SDN BHD,'2017-08-02,"10 & 12, JALAN TP 7/4 SIME UEP INDUSTRIAL PARK, SECTION 26 SHAH ALAM 40400 SELANGOR",03 - 51920057
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=74426&sid=075680F5AAD5276761922BB4D60BB5AE,sales@preston-technology.com,PRESTON TECHNOLOGY PLT,'2017-08-02,"1-2-30, IDEAL AVENUE MEDAN KAMPUNG RELAU 1 BAYAN LEPAS 11900 PULAU PINANG",04 - 6381701
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9861&sid=F1D722F877E65F7B6A62B3DD18EF3A27,purchase@cnym.com.my,CHUNG NYAP YOON MACHINERY SDN BHD,'2017-08-02,"NO 1 (LOT 47173), JALAN URANUS U5/124 SEKSYEN U5, SHAH ALAM 40150 SELANGOR",03 - 78458318
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9376&sid=4A0B10091A57BDF19873B2C139D7A160,contactus@besaram.com.my,BESARAM HARDWARE & MACHINERY SDN BHD,'2017-08-02,"1, JALAN 18/62 KAW PERUSAHAAN SERI KEMBANGAN SERI KEMBANGAN 43300 SELANGOR",03 - 89483933
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=81551&sid=A331BC10ACBAC6F7B03D4E2F49D15696,cindykok@multi-kinetictech.com,MULTI-KINETIC TECHNOLOGY SDN BHD,'2017-08-02,10 JALAN SG. TIRAM 2  11900 PULAU PINANG,04 - 6438068
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12753&sid=C9997F82842A7983CCBF08A61494BEDF,enquiry@ce-products.com,CE PRODUCTS SYNERGY SDN BHD,'2017-08-02,"6, JALAN 2/6 TAMAN INDUSTRI SELESA JAYA BALAKONG 43300 SELANGOR",03 - 89614688
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=61457&sid=56CA8631AC310FE823E926FB318C89B8,chauyang@yahoo.com,CHAU YANG ENGINEERING SDN BHD,'2017-08-02,"PT141967, LOT 11651 KAW PERINDUSTRIAN KANTHAN DTI CHEMOR 31200 PERAK",05 - 2922272
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9354&sid=C698C8437DDC2C98119B1B5877ABCDDC,kenco@kensains.com.my,KENSAINS SDN BHD,'2017-08-02,"7-1, JALAN PJU 1/41 DATARAN PRIMA PETALING JAYA 47301 SELANGOR",03 - 78044240
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10937&sid=B6C2BCFF527D456F18EE8C37F15B099D,info@fuda.com.my,FUDA WORLDWIDE INDUSTRY SDN BHD,'2017-08-02,"G-02, PBS FLAT, JALAN PBS 14/7 TAMAN PERINDUSTRIAN BKT SERDANG SERI KEMBANGAN 43300 SELANGOR",603 - 89417000
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=36478&sid=4F08769031117E1DEA8BF695DFC26EDA,fongcf@sermax.my,SERMAX SDN BHD,'2017-08-02,"20, JALAN ANGGERIK MOKARA 31/52 SEKSYEN 31, KOTA KEMUNING SHAH ALAM 40460 SELANGOR",03 - 51225152
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=80923&sid=DBC763CE2AB8CF48465D2DF7F3196488,anson_wong@zmce.com.my,ZMC ENGINERING (M) SDN BHD,'2017-08-02,23 JALAN SAGU 15 TAMAN DAYA 81100 JOHOR,07 - 3535277
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=80914&sid=F2E5E086620B96B6082833ED8A225979,nicole@mspmetrology.com,MSP METROLOGY (M) SDN. BHD.,'2017-08-02,"15, JALAN ROS MERAH 2/13 TAMAN JOHOR JAYA, JOHOR BAHRU 81100 JOHOR",07 - 3577677
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=80915&sid=7C86D3B9BE899BFAA5B12D2237F65751,lenny@mspmetrology.com,MSP METROLOGY SOLUTIONS SDN. BHD.,'2017-08-02,"15, JALAN ROS MERAH 2/13 TAMAN JOHOR JAYA JOHOR BAHRU 81100 JOHOR",07 - 3577677
