HREF,CONAME,EMAIL,PHONE,FAX,ADDRESS,PROFILE,FAILMSG 
http://www.thegreenbook.com/companies/voith-turbo-pte-ltd/,Voith Turbo Pte Ltd,,+65  68615100,+65  68615052,10 Jln Lam Huat (Off Kranji Rd) Voith Building S(737923),"
										


											 
										


                                        


                                            
                                        


                                        


                                            Voith Turbo Pte Ltd specializes in Automotive Brakes, Air Brakes, Hydraulic Brakes, Bus Part, Clutches, Coupling, Frequency Converter, Automotive Gearboxes, Reduction Gears, Hydraulic Equipments and Supplies, Marine Propeller, Power Transmission and Distribution Equipments, Pumps, Switches, Universal Joints, Variable Speed Drives and etc.
                                        


                                    ",
http://www.thegreenbook.com/companies/supratechnic-pte-ltd-welding-department-/,,,+65  68622100,+65  68622300,16A Joo Koon Circle   S(629048),,
http://www.thegreenbook.com/companies/supratechnic-pte-ltd-shelving-department-/,,,+65  68622100,+65  68622300,16A Joo Koon Circle S(629048),,
http://www.thegreenbook.com/companies/deltafield-engineering-pte-ltd/,Deltafield Engineering Pte Ltd,,+65  68623331,+65  68624448,51A Tuas Sth Ave 1  Tuas Cove Ind Centre S(637260),"
										


											 
										


                                        


                                            
                                        


                                        


                                            

Deltafield

 houses a team of veteran engineers, technical experts and skilled operators who have worked together since the 1990s. Incorporated in 2002, Deltafield is dedicated to reliable engineering, quality products and responsive customer service. Our portfolio includes an impressive array of government and industrial projects in Singapore and around the world.




Under the visionary leadership of our founding director, Mr Eng Chiew Teo, Deltafield has expanded rapidly to meet the growing demands of the market. Today, we are among an exclusive number of dealers and certified manufacturers based in Asia. We cater to a niche clientele involved in chemical-processing industries such as pulp and paper mills, water and wastewater treatment plants, F&B and pharmaceutical companies, mining, and oil and gas industries among others.




Our premises occupy 42,000 sq ft in the industrial estate of Tuas, Singapore. It comprises a fully equipped fabrication plant optimized for efficient workflow, and spacious capacity for the storage and movement of large equipment through various production stages. It also houses our engineering offices, test facilities, warehouse and corporate departments.




Deltafield is grouped under three business divisions: Turnkey Engineering Services, Projects For The Environment and Trading & Equipment Distribution. Our end-to-end approach includes the design and development of highly customized chemical progressive systems, as well as projects involving the integration of off-the-shelf cavity pumps, blowers and separators to create turnkey solutions tailored to specific requirements. To complement our services, we also represent a number of reputable brands in the sales and distribution of specialty pumps and equipment in Singapore and the region.




Your Gateway To Asia




As your local partner in Singapore, Deltafield opens the gateway to exciting business opportunities in Asia. We blend Asian business perspectives with in-depth technical knowledge to create relevant and practical operational solutions for the regional market. Our work is backed by an impressive track record that includes satisfied clients across North America, Europe, Australia and the Asia Pacific region. Find out how you can benefit from our unique East-West heritage.


                                        
                                    ",
http://www.thegreenbook.com/companies/supratechnic-pte-ltd/,Supratechnic Pte Ltd,,+65  68622100,+65  68622300,16A Joo Koon Circle   S(629048),"
										


											 
										


                                        


                                            
                                        


                                        


                                            n 1968, Supratechnic Pte Ltd was incorporated in Singapore.



In 2009, Supratechnic was ranked 249 in the Singapore Small and Medium Enterprises (SME) 500 listing. The Singapore SME 500 is the nation's only independent and most authoritative ranking initiative and is widely recognized as the national corporate benchmark.
                                        


                                    ",
http://www.thegreenbook.com/companies/r-i-k-industrial-pte-ltd/,R.I.K. Industrial Pte Ltd,,+65  67751121,+65  67741171,1 Sunview Rd #06-15 Eco-Tech @ Sunview S(627615),"
										


											 
										


                                        


                                            
                                        


                                        


                                            

R.I.K. INDUSTRIES PTE LTD (Subsidiary of Japan Fawick Co., Ltd)




R.I.K. was established in 2001, with the vision of Japan Fawick to better service its’ customers in the South East Asian Region.




The main purpose was to service and support our customer’s need in South East Asia.




Within a short period of four years, we have expanded our customer base from our headquarters in Singapore to the Rest of South East Asia. Establishing offices in Thailand (Bangkok) and Philippines (Manila) with extensive distribution and dealer networks.




RIK’s expertise started in 2001 being the Clutches and Brakes Specialist with the guidance of Japan Fawick.




Now RIK have evolved to be Equipment Specialist in Paper, Plastic, Printing and Printing Machines. R.I.K. Industries Pte Ltd is your Specialist for Clutches and Brakes AND Equipment Specialist for Paper, Plastic, Printing and Printing Machines.


                                        
                                    ",
http://www.thegreenbook.com/companies/pba-s-pte-ltd-woodlands-sec-1-/,,,+65  65766797,,2 Woodlands Sec 1 #03-23 Woodlands Spectrum I S(738068),,
http://www.thegreenbook.com/companies/pba-s-pte-ltd/,,,+65  65766776,+65  65766765,505 Yishun Ind Pk A  PBA Bldg S(768733),,
http://www.thegreenbook.com/companies/megadrive-transmission-pte-ltd/,Megadrive Transmission Pte Ltd,,+65  67434883,+65  67434345,32 Kallang Pudding Rd #04-05 Elite Ind Bldg 1 S(349313),,
http://www.thegreenbook.com/companies/asia-transmission-trading/,Asia Transmission Trading,,+65 68481384,+65 68481382,10 Ubi Cres #06-96 Ubi Techpark S(408564),,
http://www.thegreenbook.com/companies/bertda-services-sea-pte-ltd/,Bertda Services (SEA) Pte Ltd,,+65  64712155,+65  64713176,41 King's Rd   S(268091),"
										


											 
										


                                        


                                            
                                        


                                        


                                            

While different people are trying to enjoy what our current technology could bring us, 

Bertda Services (SEA) Pte Ltd

 is always at the back of these things, providing the best tools and different components, engineered and refined to make those things possible. Founded in the year 1982, where we were able to make a huge impact in the rapidly developing and spreading engineering industries of Singapore and South-East Asia by satisfying their growing needs for precision motion components.




Over the past years, Bertda didn’t put growth as an option, but rather a commitment. This can be clearly identified by our expanding international network from different trusted partners of manufacturing and design firms all around the world from Europe, North America, and Japan.




Despite of our achievements, we still find a way to give twice, in return to the trust that our customers are giving, by producing the goods they need at its best. We do this by coordinating with different OEMs and designers, investigating and looking into appropriate components and system motion products that offer fineness, high performance, reliability and affordability for their manufactured goods.




We really value our clients and customers, so, thus the money they spent. That is why we always make sure that they will have better budgetary control for R&D and production. Besides from our outstanding services, we also offer a wide range of motion products and components like, coreless DC motors, brushless motors, stepper actuators and motors, various AC motors. Sensors include potentiometers, encoders, transducers, tachogenerators, non-contacting sensors and many others. These products help to enable our clients to produce excellent results and achieve their goal.


                                        
                                    ",
http://www.thegreenbook.com/companies/adnil-pte-ltd/,Adnil Pte Ltd,,+65 62501905,+65 62522200,Blk 1002 Toa Payoh Ind Pk #01-1435 Lorong 8 S(319074),"
										


											 
										


                                        


                                            
                                        


                                        


                                            

In 1982,

 

Adnil Pte Ltd

 was established with a viewpoint of providing professional expertise and products related to mechanical power transmission. Over our 30 years in the industry, we have proven our knowledge and capabilities in handling different challenges which helped us grow more. In addition, we are chosen as the main distributor of various manufacturers worldwide.




With the help of our experienced and dependable staff, we are able to provide excellent products and services to our valued customers in wide range of industries such as oil and gas, chemical, pharmaceutical, food, paper, plastic, marine, steel and iron mills, cement, etc.




At Adnil Pte Ltd, we promise to deliver reliable and high quality products that will help every business operation to be efficient and cost effective.




The following are some of the produces we offer:

• Gearboxes

• Flexible Couplings

• Locking Bush - Hydraulic & Mechanical

• Industrial Brakes

• Industrial Clutches

• Universal joints/ Cardan shafts

• Industrial Vibrators

• Industrial Chains

• Pulleys

• Belts

• Sprockets

• Taper Bush

• Pinion Gears and Racks

• Bearings


                                        
                                    ",
http://www.thegreenbook.com/companies/hitech-auto-pte-ltd/,Hitech Auto Pte Ltd,,+65  64587277,+65  64587677,Blk 4014 Ang Mo Kio Ind Pk 1 #01-464 S(569630),"
										


											 
										


                                        


                                            
                                        


                                        


                                            Hitech Auto is a Singapore based company that was founded in 1999. We are a leading distributor for aftermarket parts for Port Terminal Tractor, Trailer, Truck, Bus and Off-Highway Machines 

from the Original Equipment Manufactures (OEMs) and Aftermarket Parts’ Suppliers.




 


Our comprehensive selection consists of truck and trailer components, air brake system components, electrical system components and many more.

 



Hitech Auto is a one stop choice for aftermarket parts. Our comprehensive and extensive selection means quick access to thousands of parts. We are a highly responsive organization that will deliver the right product to the right place at the right time. This is achieved by understanding our customers’ ever changing needs and providing a flexible environment of doing business.  


 




Hitech Auto prides itself in providing Outstanding Customer Service, Competitive Prices and Time Delivery.



                                        


                                    ",
http://www.thegreenbook.com/companies/ingersoll-rand-s-e-a-pte-ltd/,Ingersoll-Rand S.E.A. (Pte) Ltd,,+65  68611555,+65  68622086,42 Benoi Rd   S(629903),,
http://www.thegreenbook.com/companies/ina-heavy-machinery-equipment-pte-ltd/,Ina Heavy Machinery & Equipment Pte Ltd,,+65  68623887,+65  68621963,2 Tuas Ave 9   S(639169),,
http://www.thegreenbook.com/companies/ina-engineering-construction-pte-ltd/,,,+65 68623887,+65 68621963,2 Tuas Ave 9 S(639169),,
http://www.thegreenbook.com/companies/hnh-global-pte-ltd/,HnH Global Pte Ltd,,+65  63395370,+65  63395371,32 Old Toh Tuck Rd #01-11 I-Biz Centre S(597658),,
http://www.thegreenbook.com/companies/harco-engineering-pte-ltd-ubi-crescent-/,Harco Engineering Pte Ltd (ubi crescent),,+65  67437342,+65  67478325,10 ubi crescent #07-15 ubi techpark S(408564),,
http://www.thegreenbook.com/companies/hydrotec-s-pte-ltd/,HydroTec (S) Pte Ltd,,+65 63669786,+65 63669787,2 Sg Kadut Ave S(729639),,
http://www.thegreenbook.com/companies/harco-engineering-pte-ltd/,Harco Engineering Pte Ltd,,+65  67437342,+65  67478325,Blk 3021 Ubi Ave 2 #04-161  S(408897),,
http://www.thegreenbook.com/companies/genfor-lease-pte-ltd/,Genfor Lease Pte Ltd,,+65  62889991,+65  62805725,13A Pandan Cres   S(128478),"
										


											 
										


                                        


                                            
                                        


                                        


                                            An experienced and season supplier of Mobile elevating work platform in the Construction industry, Civil engineering works, Maine & Offshore applications, Oil & Gas industry, Petrochemical industry, Aircraft maintenance, Sports & recreation facilities, Exhibition & Show productions and many other related industries.
                                        


                                    ",
http://www.thegreenbook.com/companies/star-shine-equipment/,Star Shine Equipment,,+65  67544273,+65  67588771,1 Yishun St 23 #03-40 YS-One S(768441),"
										


											 
										


                                        


                                            
                                        


                                        


                                            

Star Shine Equipment

 is a reliable one-stop Construction & Civil Engineering Solution Provider, an authorised distributor of Furukawa Rock Drill Co. Ltd from Japan.


                                        
                                    ",
http://www.thegreenbook.com/companies/lucky-mechanical-engineering/,Lucky Mechanical Engineering,,+65  67599455,+65  63632794,108 Woodlands Ind Pk E3 S(757841),"
										


											 
										


                                        


                                            
                                        


                                        


                                            

Mainly engaged in the sale and repair of machinery and equipment, 

Lucky Mechanical Engineering

 was established to serve industries which are in need of machinery, accessories and spare parts for construction. Our company also deals with agricultural, landscaping and other engineering company.




For 30 years, we have remained as one of the leading providers of small construction equipment and parts, both in trading and services. We are also efficient in terms of transforming from rental of lorry to trading of used and reconditioned heavy construction equipments today.




The people of Lucky Mechanical Engineering are guaranteed goal-oriented, inspired by different challenges and demands of the customers. Our mission is to provide the right, quality and reliable equipments and to provide good after sales services for the best of the consumer.




Lucky Mechanical Engineering has variety of products and services including the following:




• Tamping rammer

• Generators

• Engines

• Plate compactors

• Concrete cutter

• Concrete vibrator

• Bar cutter and bender

• Diesel water pump

• Power trowel

• Excavator’s accessories


                                        
                                    ",
http://www.thegreenbook.com/companies/kranji-auto-machinery-trading/,Kranji Auto & Machinery Trading,,+65  63676868,+65  62698667,25 Sg Kadut Loop S(729466),"
										


											 
										


                                        


                                            
                                        


                                        


                                            

Established over 30 years ago, 

Kranji Auto & Machinery Trading

 has many years of experience in the heavy construction equipment & truck spare parts industry. Our experience and our extensive network allow us to provide quality machines at low prices to our customers. Part of our services includes rebuilding of vehicles, construction machineries, industrial machineries and equipment and exporting them to over 20 countries so that they can be utilized again.


                                        
                                    ",
http://www.thegreenbook.com/companies/duratec-equipment-pte-ltd/,Duratec Equipment Pte Ltd,,+65 62600880,+65 62600900,3 Sg Kadut Loop S(729450),"
										


											 
										


                                        


                                            
                                        


                                        


                                            

Bringing the most competitive equipments and machines to the construction industry,

 

Duratec Equipment Pte Ltd

 offers you proven compact and high level performance, low operating cost, and ease of operation and maintenance ensuring operator’s comfort and safety.




Duratec Equipment Pte Ltd is a well established and trusted supplier of construction equipment since 1993. We cater and provide services to various Building and Civil Engineering contractors in different countries in South East Asia, Bangladesh, Pakistan, Hongkong, Sri Lanka, and other regions in Middle East.




We continue to become the leading supplier aiming to achieve our mission to “Provide good quality products to all our customers” and to “Meet customer demand/satisfaction with prompt and on-time after sales service”.




Our company gives you our franchise products which includes the following:

• “SAKAI” Road Compacting equipment

• “RASA” Slurry and EPB type Jacking equipment

• “SANWA” Vertical and Horizontal Auger equipment

• “ICARO” Electrical Bar Bender and Cutter

• “WARMAN” Slurry Pumps

• “NAGANO” Hydraulic Jacks

• “KOBELCO” Used Excavators

• “Denyo” Generators




These are branded equipments and machines that will provide optimum performance featuring its high power and flexibility. Sakai is leading Japanese compactors equipment that can be used for all kinds of roads construction. Rasa consists of Slurry and EPB type Pipe Jacking Machine including a variety of cutter disk which is suitable for all types of soil condition.




We also cater used and reconditioned construction equipment for our client’s needs. We have the wheel loader, boom lift, pump, skid steer loader, generator, and hydraulic excavator.


                                        
                                    ",
http://www.thegreenbook.com/companies/anda-international-pte-ltd/,Anda International Pte Ltd,,+65 64816422,+65 64813611,20 Ang Mo Kio Ind Pk 2A #01-05/06 & 07 AMK Techlink S(567761),"
										


											 
										


                                        


                                            
                                        


                                        


                                            

ANDA INTERNATIONAL PTE LTD

 have been established since 1980 and we gained our recognition for being a material handling specialist through various government projects, local and overseas industrial plants. Our success came from the continuous supports given by our clients and strong technical backing from our principals and our associated companies in various parts of the world.




Today, ANDA INTERNATIONAL PTE LTD is having group of permanent qualified professional engineers and technicians stationed in various workshops and sites located in Malaysia, Indonesia , Myanmar and Singapore to assist your bulk handling problems and projects.




Anda Specialize Activities

• Modification and fabrication of conveyor systems

• Modification and up-grade existing material handling systems

• Hot and cold splicing for conveyor beltings

• Fabrication of special profile or cleated belts

• Fabrication of cement Discharge Hopper rubber & rubber sleeves

• Conveyor belt repair services

• Rubber lagging for pulley drums and rollers

• Rubber lining for tanks, hoppers, etc.

• Polyurethane coating for pipes rollers, feeders,etc.

• Silo cleaning services

• Dust suppression system

• Off-the road tyre repair services Ingersoll-Rand

• Industrial / Automotive Air Tools / Starters / Motors / Pumps / Parts / Service & Repairs




Anda Authorized Distributor and agent of:

• Ingersoll-Rand

• Depreux

• Rema Tip Top

• Fruitful




Stockist

• Flexco

• All type carcass rubber Conveyor Belts

• Conveyor Rollers / Pulley / Guide & Gravity Rollers etc


                                        
                                    ",
http://www.thegreenbook.com/companies/willsoon-f-e-pte-ltd/,Willsoon (F E) Pte Ltd,,+65  63632320,+65  63632101,511 Yishun Ind Pk A #01-02  S(768768),"
										


											 
										


                                        


                                            
                                        


                                        


                                            

We specialize in Sales, Rental & Service of pumps and related equipment. Since 1984 we have been providing simple and cost-effective pumping solutions to all industries including: construction, mining, industrial, process, chemical, marine and offshore.




Our markets lie in Asia Pacific exporting to countries such as Vietnam, Taiwan, China, Malaysia, Australia, Myanmar, Indonesia, Singapore, Thailand, Philippines.




All equipment, spare parts, engines/motors, chassis, hoses, sealing, skid, couplings and miscellaneous items will be taken into consideration for each order.




Over the years, our company has gained in strength and grew at a steady pace building upon a rock-solid foundation. Since the beginning, our founder Low Swee Sang promised good service and satisfaction to all our customers, focusing on integrity, reliability and practicality.




The name Willsoon (威顺) is derived from 2 Chinese words shown below

威风: Prestige

顺利: Success

The vision of Willsoon is to become the leading pumping solutions provider in Asia.

Willsoon’s mottos are integrity, practicality and reliability.

Integrity

Willsoon works with ethics and honesty in order to be an impressive business.

Practicality

We strive for all our products to be affordable and to get the job done efficiently and effectively.

Reliability

Safety comes with reliable people and machinery. To be reliable we consistently perform with excellence in mind.


                                        
                                    ",
http://www.thegreenbook.com/companies/allercare-pte-ltd/,,,+65 67388062,+65 67381623,1 Scotts Rd #04-51 Shaw Centre S(228208),,
http://www.thegreenbook.com/companies/airzone-engineering-services-supplies-pte-ltd/,Airzone Engineering Services & Supplies Pte Ltd,,+65  64400809,+65  64408980,30 East Coast Rd #03-19 Paramount Shopping Centre S(428751),,
http://www.thegreenbook.com/companies/airwave-pte-ltd/,Airwave Pte Ltd,,+65  67438888,+65  67487488,105 Jln Kembangan   S(419143),"
										


											 
										


                                        


                                            
                                        


                                        


                                            Airwave Pte Ltd is a leader in the manufacturing fabrication design and assembly of Indoor Air Quality (IAQ) Control System. Established in 1987, we revolutionalized the application of the humble Electronic Air Cleaner (EAC) systems into a major component in buildings - old and new,continuing to strengthen our already established service/maintenance division. Its facility bristles with energy and a united commitment to ensure that all our customers receives the best support possible.
                                        


                                    ",
http://www.thegreenbook.com/companies/airverclean-pte-ltd/,Airverclean Pte Ltd,,+65  67415800,+65  67413935,61 Kaki Bt Ave 1 #03-19 Shun Li Ind Pk S(417943),,
http://www.thegreenbook.com/companies/airklean-engineering-pte-ltd/,Airklean Engineering Pte Ltd,,+65 63826619,+65 63826182,5 Up Aljunied Link #07-02 Quartz Ind Bldg S(367903),"
										


											 
										


                                        


                                            
                                        


                                        


                                            Manufacturer & Distributor for AirGuard, Baldwin & UAS products in Asia region.
                                        


                                    ",
http://www.thegreenbook.com/companies/air-care-engineering-s-pte-ltd/,Air-Care Engineering (S) Pte Ltd,,+65  64823268,+65  64826789,1 Ang Mo Kio Ind Pk 2A #06-14 AMK Tech 1 S(568049),,
http://www.thegreenbook.com/companies/air-solutions-asia/,Air Solutions Asia,,+65  67811468,+65  65096065,33 Ubi Ave 3 #08-50 Vertex S(408868),"
										


											 
										


                                        


                                            
                                        


                                        


                                            


Air Solutions Asia, through innovation, offers a wide range of energy-efficient and cost-saving air-cooling solutions both outdoor and indoor. Our Research and Development efforts have resulted in a number of proprietary designs catered for commercial and industrial cooling needs. Our high efficiency coolers are among the top choices in the local market. 





Our ASA-COOL evaporative air coolers respond to the global call for a ""CLEAN & GREEN"" environment, by reducing the amount of energy used while maintaining a same level of service equivalent to an air-conditioner or other evaporative air coolers. 





Our vast experience and with the fact of customer comments, we try to find the best solution for your Commercial, Industrial, Residential, Agriculture or Sports related applications. We are committed to satisfy customers needs by providing them quality products and service commitments. Our very goal is to become the most favored brand and choice among the hearts of our customers. We expect to achieve this by making fulfillment excellence our above central operating strategy. 





We constantly challenge ourselves to continue to be a step ahead in terms of quality products and personalized service. We appreciate your continued support and comments.
                                        


                                    ",
http://www.thegreenbook.com/companies/air-filter-international-pte-ltd/,Air Filter International Pte Ltd,,+65  65631101,+65  65631121,Blk 2021 Bt Batok St 23 #01-206 Bt Batok Ind Pk A S(659526),,
http://www.thegreenbook.com/companies/air-odor-management-pte-ltd/,Air & Odor Management Pte Ltd,,+65 62863333,+65 67477992,60 Ubi Cres #01-04 Ubi Techpark S(408569),"
										


											 
										


                                        


                                            
                                        


                                        


                                            Air & Odor Management is a fully integrated air solutions company headquartered in Singapore.





Our services promote and encompass all aspects of clean air living, from diagnostic assessment and odor control, to air purifying and ambient scenting.





We believe the benefits of clean and healthy air not only enhances quality of life, but increases work productivity when offices and commercial buildings are free of harmful air pollutants and foul odors.





Our consultants work to meet your specific needs; our client list includes offices, shopping malls, hotels, restaurants, factories, and many other residential, commercial and industrial facilities.





Here at AOM, our philosophy is a great life begins with clean air.





Let us help care for the air you breathe.

                                        


                                    ",
http://www.thegreenbook.com/companies/aeolus-pte-ltd/,,,+65 63456388,+65 63444536,Blk 86 Marine Parade Central #03-205 Marine Parade Promenade S(440086),,
http://www.thegreenbook.com/companies/aegis-asia-pte-ltd/,Aegis Asia Pte Ltd,,+65  62419443,+65  62429042,3018 Bedok Nth St 5 #01-15 Eastlink S(486132),,
http://www.thegreenbook.com/companies/asia-airblast-pte-ltd/,Asia Airblast Pte Ltd,,+65  62666010,+65  62666968,55 Tuas Ave 1 S(639503),"
										


											 
										


                                        


                                            
                                        


                                        


                                            

Asia Airblast Pte Ltd




Asia Airblast Pte Ltd was established at Singapore in the year 1996. Our company serves in the surface preparation and finishing operation of industries around Far East Asia. As a result of our continuous efforts to improve the quality of our services, we were able to launch a design & engineering division and assembling capital equipment using the European tools and technology.




Our Company offers wide range of blasting and painting equipment that is focus on minimizing operational cost, maximizing performance and giving importance to the safety of operators. Mobile wheel blasting, UHP water jetting, slurry blasting and vacuum blasting are all suitable in a specific application where operator, access and environmental concerns are required.




Asia Airblast Pte Ltd’s collections of equipment are mainly composed of machine parts coming from International brands such as Europe, Japan and USA. We can provide equipment that are proven and tested to function well in extreme environments. From ship building to construction, may it be on shore or off shore; Asia Airblast Pte Ltd is the company you can depend.


                                        
                                    ",
http://www.thegreenbook.com/companies/airesearch-technology-pte-ltd/,Airesearch Technology Pte Ltd,,+65  62546041,+65  62546042,970 Toa Payoh Nth #03-12/14 S(318992),"
										


											 
										


                                        


                                            
                                        


                                        


                                            

For over 25 years 

Airesearch Technology Pte Ltd

 has been dedicated in developing products which will help ensure that the air we breathe is clean and good for health. Through our continuous research and development, we have created numerous innovations and products that allow people to live a better life with more comfort and less worries.




Our team presents three simple steps that provide innovative solution in preventing germs in our everyday living.




These steps are:

1. Killing germs within the room.

2. Killing germs which came from your aircon and enters the room.

3. Killing germs on surfaces of the room.




With our team’s extensive knowledge and experience, reliable products and services, strategic business approach and desire to continuously improve for a fresher tomorrow; Airesearch Technology Pte Ltd will keep on pushing boundaries and limitations to provide better solutions every day.




Products and services:

• Room solutions

• Air conditioner system solutions

• Surface solutions

• Other relevant solutions

• Maintenance




For further assistance and complete information, simply contact Airesearch Technology Pte Ltd or send your inquiries below and our team will be delighted to assist you.


                                        
                                    ",
http://www.thegreenbook.com/companies/industrial-safety-technologies-pte-ltd/,Industrial & Safety Technologies Pte Ltd,,+65 31251536,,Blk 1083 Eunos Ave 7A #01-37 S(409533),"
										


											 
										


                                        


                                            
                                        


                                        


                                            

INDUSTRIAL SAFETY TECHNOLOGY PTE LTD

 is a distributor, supplier and contractor for all types of specialized engineering works, technical support and fabrication designing. Our service includes supply, install and maintenance works for fire suppression system to exhaust and air cleaning system to ACMV system.




Setup in 16th June 2004, it is a new company but is considered to be the pioneers in this field of business in Singapore. The company employed honest and dedicated staffs and technical employees with vast years of experience to service its customers and the industries.




OBJECTIVE




INDUSTRIAL SAFETY TECHNOLOGY PTE LTD objective is to be one of the leading engineering companies in Singapore as well as the region on specialized fabrication and engineering works. And to create more local participation in the field of specialized engineering sector. We have capable and experience people in the company to train local technicians.


                                        
                                    ",
http://www.thegreenbook.com/companies/air-power-resources-pte-ltd/,Air Power Resources Pte Ltd,,+65  65451831,+65  65422808,Blk 30 Loyang Way #04-22 Loyang Ind Est S(508769),"
										


											 
										


                                        


                                            
                                        


                                        


                                            Air Power Resources is a Company that specializes in Vane, Screw, Centrifugal and Reciprocating air compressors. 





Air Power's Air Compressors provide clean, high quality, oil-free compressed air in fields such as the automotive, aviation, petro-chemical and power generation sectors, shipping and the utilities, essentially for energy transmission. In industries such as food and drinks, pharmaceutical, electronics and textile manufacturing, where compressed air comes in contact with the end products, Air Power's Intelligent Air Technology has been helping clients in meeting their quality and production objectives for many years.

                                        


                                    ",
http://www.thegreenbook.com/companies/air-parts-centre-pte-ltd/,Air Parts Centre Pte Ltd,,+65  64849553,+65  64849550,Blk 4010 Ang Mo Kio Ave 10 #07-03 TechPlace 1 S(569626),,
http://www.thegreenbook.com/companies/millennium-international-machinery/,Millennium International Machinery,,+65  62500450,+65  65099188,P O Box 30 Toa Payoh Central Post Office S(913101),"
										


											 
										


                                        


                                            
                                        


                                        


                                            

Established on July 01, 2000, 

Millennium International Machinery

 is a fast growing company that specializes in the provision of leasing, sales, and servicing of numerous industrial portable power generators, engine welders, and air compressors. We serve different industries like construction, oil and gas, engineering and shipbuilding sectors. Our company provides broad spectrum of carefully chosen high quality machine manufactured by Nippon Sharyo, Denyo and Airman. We have comprehensive machine types and models available for sales and rental.




All through the years, our company has established an extensive business network in Pakistan, Sri Lanka, Bangladesh, Australia and Asia which gives customers faster access to our numerous products and services. Our team of professional technicians is well-trained and has innumerable years of experience in heavy machinery, allowing them to deliver quality pre-sales and post-sales support with faster response time to all our valued clients. With our highly competent marketing and technical team together with our comprehensive range of top rated machineries, Millenium International Machinery is capable of providing total customer satisfaction to meet every need and requirement.




To continuously cater the growing needs of every industry, our company has expanded its range of products including industrial equipment such as lighting systems, vibratory rollers, mini excavators, and other heavy equipment.


                                        
                                    ",
http://www.thegreenbook.com/companies/rockford-enterprises/,Rockford Enterprises,,+65  67452301,+65  67452172,Blk 3026 Ubi Rd 1 #01-166 S(408719),"
										


											 
										


                                        


                                            
                                        


                                        


                                            

Rockford Enterprises

 is a prominent stockist, importer and exporter of different products for Ottawa, Capacity and SISU port truck spare parts, Kenworth and Pacific Truck Parts, and a lot more. We supply numerous ranges of construction equipment parts for diverse industries. Also, our company offers other products like oil field equipment parts and instrumentation.




We are one of the leading suppliers of construction equipment parts for:

• Excavators

• Cranes

• Motor Graders

• Tractors

• Asphalt Pavers

• Road Rollers

• Air Compressors

• Road Sweeper

• Drilling Tool Bits




We are committed in bringing excellent service to all our valued clients. Rockford knows the need of every customer for high quality yet economical products. So, we are constantly providing the most comprehensive array of equipment parts that suit every requirement and budget. Our aim is to continuously meet or even exceed customer’s expectations by means of offering our dependable products complemented with reliable service all the time.




In the coming years, we aspire to continuously improve in the aspect of expanding our product offerings as well as our customer service. We will never cease to learn more about our customer’s needs in order to deliver best and cost-effective products for them.


                                        
                                    ",
http://www.thegreenbook.com/companies/csi-oil-gas-pte-ltd/,CSI Oil & Gas Pte Ltd,,+65  67484818,+65  67484814,8 Pioneer Walk   S(627635),"
										


											 
										


                                        


                                            
                                        


                                        


                                            

CSI Oil & Gas Pte Ltd

 was incorporated in 2009 and started as a trading and services company. Our activities included not limited to the supply of customized engineered equipment like Air Compressor and Dryer packages, Nitrogen Generators, Chemical Injection Package, Produced Water Treatment for the oil & gas, petrochemical, refinery, power generation and marine industries.

Our equipment are manufactured and install world-wide that is from the Asia-Pacific region including: Indonesia, Korea, China, Malaysia, Myanmar, Thailand, Vietnam and up to Brazil and Middle East.

Based in Singapore, and with associate partners located in Indonesia, China, Thailand, Korea, Myanmar, Malaysia and Vietnam, we have supported offshore exploration & production platforms, vessels and pipelines including onshore pipelines and production operations.

In 2010, CSI has obtained our ISO 9001:2008 certification which is essential for our equipment supply meeting customer specifications, applicable statutory and regulatory requirements.

In 2013, CSI embarked with a joint venture with PON Asia Holding Pte Ltd, a 100% subsidiary of PON Holding BV from Netherlands.

CSI is committed to employee training, development, workplace safety and health. In 2014, CSI achieved the Singapore Prestige Class Award and bizSAFE3 certification.

CSI have also embarked the Corporate Social Responsibility program and have created a substantial impact on the community and will continue in our efforts to ensure sustainable development while creating value for our customers.

CSI focus on customer expectations is very much the epitome of our success. Our clientele base includes established engineering, petrochemical and shipping firms. CSI can offer the following engineered products:







Air Compressors




Dryers and Filters




Nitrogen Generator




Static Equipment




Heat Exchangers




Water Treatment Equipment & Systems




Produced Water Treatment Packages




Chemical Injection Packages / Skids




Mechanical and Process Packages




Other Engineered Equipment







CSI’s vision is to become the embodiment of a total solution in the fields of engineering consultancy, services, project management and supply of custom built systems and machine parts.


                                        
                                    ",
http://www.thegreenbook.com/companies/filtro-pte-ltd/,Filtro Pte Ltd,,+65  63922552,+65  63924456,7 Kallang Pl #04-08 S(339153),"
										


											 
										


                                        


                                            
                                        


                                        


                                            Established in 1982, Filtro is widely recognized as the company for compressed air purification, process, chemical, hydraulic, lubrication and coolant fluid filtration, coolers and static eliminators and precision spraying technology. We have extensive experience in providing filtration solutions and products to various industries; electronics, chemical/ petrochemical, food and beverage, water treatment, etc, spanning the whole spectrum of filtration from compressed air/ gases filtration and purification to process and industrial liquid filtration to cooling tower filtration. Filtro is now the definitive one-stop filtration solutions provider.
                                        


                                    ",
