HREF,CONAME,EMAIL,PHONE,FAX,ADDRESS,PROFILE,FAILMSG,BIGCAT,SMALLCAT 
http://www.thegreenbook.com/companies/tatho-enterprise/,Tatho Enterprise,,+65  62688136,+65  62688051,Blk 15 Pioneer Rd North #01-82 Lok Yang Light Ind Pk S(628464),"
										


											 
										


                                        


                                            
                                        


                                        


                                            

Tatho Enterprise

, a trusted company in Singapore and also an authorized distributor of 3M adhesive products is the company that you go to for quality components for your manufacturing needs.




With specialization in all kinds of bearing products, we are able to cater to different bearings needs. We listen to our customers’ requirements and provide the most suitable bearings through strong understanding of the characteristics of different types of bearings. Some of the bearings we provide include linear motion bearings, ball, roller and needle bearings.




Besides bearing products, Tatho Enterprise also provides other product offerings such as oil seals, O rings, packings, mechanical seals and 3M adhesives.




With a wide range of products coupled with the attitude of ever-improving our products and services, it is no wonder that Tatho Enterprise is the preferred supplier for our customers. Our efforts to provide quality products will help our customers to gain higher efficiency which in turn translate to higher productivity and lower operation costs. With the mindset to create a win-win situation, this in turn creates value in our service to the customers and builds their confidence in us. Over the years, Tatho Enterprise has gained good reputation and a strong customer relationship.


                                        
                                    ",,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/adhesives/
http://www.thegreenbook.com/companies/techfield-supply-pte-ltd/,Techfield Supply Pte Ltd,,+65  62813610,+65  62813620,10 Kaki Bt Rd 1 #01-14 KB Ind Bldg S(416175),"
										


											 
										


                                        


                                            
                                        


                                        


                                            

Techfield Supply Pte Ltd

 is a leading distributor of many reputable products in the Semiconductor, Vacuum, Oil & Gas as well as the Pharmaceutical Healthcare Industry.




We offer the lowest cost-effective solutions to our customers on a 24hr 7 days a week service support basis. Our products are of the highest quality and are stringently tested by many regulatory bodies to meet industrial standards, be it locally or worldwide.




Our Sales and Service support engineers are fully trained to help our customers in their various applications for the respective industries. We also have large inventories to cater to the increasing demands of the market where system uptime is of paramount importance.


                                        
                                    ",,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/adhesives/
http://www.thegreenbook.com/companies/cathay-machinery-pte-ltd/,Cathay Machinery Pte Ltd,,+65  68441727,+65  68441726,5 Kaki Bt Rd 1 #03-06 Eunos Technolink S(415936),"
										


											 
										


                                        


                                            
                                        


                                        


                                            

Incorporated in the year 1995, 

Cathay Machinery Pte Ltd

 is a purely agency representative involving in industrial parts, marine and automotive distribution for market replacement. Throughout the years, we have managed to expand our trading and distribution coverage from local to regional warehousing. From our gained experience, we have successfully widened our knowledge, expertise and territory when it comes to product distribution.




Cathay Machinery Pte Ltd is devoted to continuously enhance its network of distribution to provide top of the line products and services. We will keep on searching for new market opportunities and products that will assist in the success and strengthening of your business. Distributing your products at the right schedule and providing good customer service is on top of our priorities.




Our company aims to become not only to be the best business partner but also to be the leading international competitor in import, export, manufacturing, automotive parts, marine and hardware industries. As evidence of our hard work, we acquire to carry various prominent brands from around the globe.




Our Agency Products

• Masada Hydraulic Jacks

• Autosol

• Tridon Clamps and Wiper Blades

• Ideal Clamps

• Penray

• Versachem

• AC Delco

• Dayco Belts

• Lubrimatic

• EC & MW Aluminium Gantry Crane

• KYB Shock Absorbers

• DAYCO Automotive and Industrial Beltings

• Osaka Jack

• Mega Hydraulic Jacks

• Plews

• Devcon Maintenance and Repair Products

• EC & MW Aluminium Gantry Crane

• Hazet




You may directly contact us for more details concerning our products, for immediate orders you may post your enquiry below.


                                        
                                    ",,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/adhesives/
http://www.thegreenbook.com/companies/adtek-malaysia-sdn-bhd/,Adtek Malaysia Sdn Bhd,,+603 33927608,+603 33936608,"7 Jalan Korporat / KU9 Kawasan Perindustrian Meru 42200 Klang, Selangor D.E  Malaysia",,,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/adhesive-application-equipment/
http://www.thegreenbook.com/companies/chang-tai-chiang-hardware-pte-ltd/,Chang Tai Chiang Hardware Pte Ltd,,+65  64810240,+65  64826170,Blk 5054 Ang Mo Kio Ind Pk 2 #01-1117  S(569557),,,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/abrasive-cutting-wheels/
http://www.thegreenbook.com/companies/cba-industries-pte-ltd/,CBA Industries Pte Ltd,,+65 62725444,+65 62748732,217 Henderson Rd #02-02 Henderson Ind Pk S(159555),"
										


											 
										


                                        


                                            
                                        


                                        


                                            

CBA Industries Pte Ltd

 

mission is to provide quality products that will lower your manufacturing and production cost. We are fully engaged in the provision of cost efficient industrial products for the metal-working, wood-working, oil and gas, construction and cleaning industries.




History




Jimmy S.T. Lau founded a wholesale abrasive and distribution business in Petaling Jaya in 1975 after securing the exclusive distribution rights to Norton Abrasive Company, U.S.A. in Malaysia. He established the company to provide efficient grinding and sanding solutions to the wood and metal working sector. In 1979, he set up CBA Manufacturing Sdn. Bhd. as a conversion plant to cater to the growing demand of local industries. With this plant, CBA is able to maintain competitiveness and shorten delivery lead time of sanding belts from 3 months to 3 working days.




In 1985, Norton Abrasive Co., U.S.A. awarded him the distribution rights to Singapore, thus United CBA Pte. Ltd. was incorporated that year. The distributorship in Singapore provided the base for him to source more agencies to add to CBA’s portfolio. Ridge Tool Company awarded CBA the exclusive distribution rights in 1989 to distribute their renowned pipe working tools and drain cleaning machines under the brand Ridgid and Ridgid/Kollmann in Malaysia. Their high quality threading machines and pipe wrenches enable us to service several new market sectors namely the oil & gas, piping construction and plumbing.




Through carefully managed expansion programme, he is constantly seeking new agencies and ventures to expand our products and services to meet industries demands, to be industries’ preferred industrial supplier. 




Products & Services




CBA Industries Pte Ltd works with renowned suppliers in the specific field to provide customers with quality products at affordable prices from categories including:




Abrasives for Maintenance, Repair & Overhaul (MRO)

Adhesives, Lubricants & Sealants

Piping & Tubing related Tools

Degreaser & Cleaning Products

Personal Protection Equipment & Clothing

Power Tool Accessories 




Customers




CBA’s diverse customer base is comprised of professionals from businesses and institutions of all sizes, Government customers include technical schools and institutions on the state and national levels. Heavy manufacturing customers are involved in plywood, furniture, metals, plumbing & constructions. Transportation customers are involved in shipbuilding, aerospace and automotive industries. Retailing customers like hardware, general & engineering and automotive aftermarket.




Commercial customers include cleaning & maintenance contractors and hotels.


                                        
                                    ",,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/abrasive-cutting-wheels/
http://www.thegreenbook.com/companies/leeden-limited/,Leeden Limited,,+65  62626626,+65  62612688,1 Shipyard Rd   S(628128),,,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/abrasive-cutting-wheels/
http://www.thegreenbook.com/companies/betamax-enterprise-pte-ltd/,Betamax Enterprise Pte Ltd,,+65  63580648,+65  63540136,65A Neil Rd S(088897),"
										


											 
										


                                        


                                            
                                        


                                        


                                            We provide reliable welding accessories, safety products, electrical products & machinery for various industries.


We welcome all enquiries and are looking forward to be of service to you.


We offer fast, reliable, customer-oriented service. Whatever your needs our enthusiastic and helpful sales service team is ready to assist you.

                                        


                                    ",,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/abrasive-cutting-wheels/
http://www.thegreenbook.com/companies/allalloy-dynaweld-pte-ltd/,Allalloy Dynaweld Pte Ltd,,+65  68978878,+65  68977006,120 Pioneer Rd   S(639597),"
										


											 
										


                                        


                                            
                                        


                                        


                                            

Allalloy Dynaweld

 

was formed on 8th January 2008. It is managed by a team of personnel with more than 10 years of experience in the welding market.




 




Our objective

To become a valuable partner in our customer supply chain by providing quality welding consultancy services and solutions, to enhance our customer’s productivity. This can be achieved with our many years of experience and will always recommend processes that reduce wastage and increase welding efficiency.




 




Our mission

Delivering high end filler metals, welding machines, accessories and consumables that enhance our customer’s productivity and throughput.

Increasing their efficiency and reducing cost.

Be our customers and partners preferred partner by providing complete welding solutions.




 




Serving

- Marine, Oil & Gas Fabricators.

- Offshore Pipe Laying Constructors.

- Power Plant And Petrochemical Construction.




To build AllAlloy as the brand that means creativity, reliability, technical superiority, friendliness and honesty to our customers, partners and stakeholders.


                                        
                                    ",,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/abrasive-cutting-wheels/
http://www.thegreenbook.com/companies/auweld-international-pte-ltd/,Auweld International Pte Ltd,,+65 62626626,+65 62612688,1 Shipyard Rd S(628128),,,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/abrasive-cutting-wheels/
http://www.thegreenbook.com/companies/ad-tools-s-pte-ltd/,Ad-Tools (S) Pte Ltd,,+65  67478261,+65  67430156,520 Sims Ave #01-08  S(387580),,,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/abrasive-cutting-wheels/
http://www.thegreenbook.com/companies/victory-hardware-co/,Victory Hardware Co,,+65  62947588,+65  62970893,Blk 681 Race Course Rd #01-291 S(210681),"
										


											 
										


                                        


                                            
                                        


                                        


                                            Victory Hardware Company specializes in Abrasives, Brushes Wholesaler, Cutting Wheels, Diamond Dressers, Diamond Tools, Flap Wheels, Disc Grinding Machines, Hardware Wholesaler, Mounted Wheel & Point Abrasives, Polishing Mop, Sharpening Stones.
                                        


                                    ",,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/abrasive-cutting-wheels/
http://www.thegreenbook.com/companies/chan-man-lee-trading-co-pte-ltd/,Chan Man Lee Trading Co Pte Ltd,,+65  62946338,+65  62914692,75 Rowell Rd S(208011),"
										


											 
										


                                        


                                            
                                        


                                        


                                            

Chan Man Lee Trading Co Pte Ltd

 

was founded in the year 1958 by Mr. Chan Chin Ock with the help of his brothers, Peter and Chan Wah. Our company is known as one of the biggest stockist and supplier of different hardware tools in Singapore. With our success and continued growth in this business, we have reached other countries like China, India, Middle East and all over South East Asia.




Chan Man Lee Trading Co Pte Ltd caters to the exact needs of Industrial Engineering and Shipbuilding Industries. Our over 50 years of strong commitment in assuring quality products and services combined with fair pricing and outstanding purchasing and delivery system, made us the trusted partner of eminent brands coming from Germany, USA, UK, Spain, Italy, India and China.




Our Brands:

• Jacobs

• Pferd

• Tapmatic

• Triangle

• Dormer

• Presto

• Volkel

• Taylor & Jones

• V-Coil

• Eclipse

• Hunter and many more




Our product range:

• Cutting tools

• Hand tools

• Precision tools

• Abrasive tools

• Threading tools

• Engineering tools

• Drilling chucks

• Stencils and Punches




Chan Man Lee Trading Co Pte Ltd is always excited to take on any business requirements and needs of clients. Continuously passing on its management legacy to the next generation of well trained and trustworthy employees, the vast range of inventory and excellent fleet of vehicles for local deliveries made us the best choice of supplier for your business.


                                        
                                    ",,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/abrasive-cutting-wheels/
http://www.thegreenbook.com/companies/pnd-hardware-trading-pte-ltd/,PND Hardware & Trading Pte Ltd,,+65  65656233,+65  65666298,13 Gul Link   S(629383),"
										


											 
										


                                        


                                            
                                        


                                        


                                            

PND Hardware & Trading Pte Ltd

 started out as a company in 2003. We are the exclusive distributor for WD-40 in Singapore. We continue to grow as a company and today, we are the authorised distributor of renowned brands such as Araldite, Bahco, Blue-Point, KDS, and 3M in Singapore.




We specialise in general hardware items for the industrial and construction industry such as power tools, tool boxes, storage bins, safety products, safety shoes, cutting tools, hose and fittings, precision and hand tools, engineering tools, industry gloves supply, chemicals and lubricants, painting equipment as well as adhesives.




Currently, we offer over 1,500 products that cover the hardware industry. In addition, we also carry quality and affordable household products.




 




We endeavor to supply products of excellent quality and to satisfy our customers’ needs by providing professional and dependable services. We are also open to collaborating with other businesses as we believe that mutual expertise can be tapped on to aid business growth together.

Why Choose Us:

We are your one-stop hardware supplier who will cater to all your needs.










We provide a wide range of products including tools, saws, lubricants and more.




With more than 10 years in the industry; our clientele is widespread not only in Singapore, but also along in South-East Asian region as well.




We have also gained the trust and support from established organisations as evidenced by the exclusive distributor rights for WD-40 in Singapore.




Our products are of top quality and are priced competitively as well.




We deliver our promises without fail and strive to serve you better.








                                        
                                    ",,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/abrasive-cutting-wheels/
http://www.thegreenbook.com/companies/amcoweld-inc-pte-ltd/,Amcoweld Inc Pte Ltd,,+65 67429595,+65 67499595,Blk 1005 Eunos Ave 7 #01-06/08 S(409576),"
										


											 
										


                                        


                                            
                                        


                                        


                                            

Established in 1995,

 

Amcoweld Inc Pte Ltd

 

started to bring wide range of high quality metal cutting and welding equipment accessories to the industry. Through the years of providing sheer diligence and commitment to our valued clients, we became one of the leading suppliers in the market. With our passion, strength and perseverance, we have achieved our expansion that set up regional offices in Thailand, Malaysia, Indonesia and Vietnam.




We are supported by well-known companies and manufacturers worldwide. These manufacturers that are recognized with world leadership and technical excellence entrust comprehensive range of premium products to our company. These are advanced and high performing machines and equipment which provide cutting and welding solution to various industries. We also have set of manual, automatic, semi-automatic and robotic equipment that can meet the most demanding requirements of our customers.




At Amcoweld Inc Pte Ltd, we bring you large inventory of new and used equipment, welding consumables, spare parts and other accessories. We also introduce to you our friendly and very accommodating customer support personnel who will assist in every sales and technical concern you have. In fact, our commitment to technical excellence and customers’ satisfaction has earned us an “ISO 9001:2008 Quality Management System” award since 2003. Bizsafe Level 3 Certificate was attained in 2013.


                                        
                                    ",,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/abrasive-cutting-wheels/
http://www.thegreenbook.com/companies/allinton-engineering-trading-pte-ltd/,Allinton Engineering & Trading Pte Ltd,,+65  62960679,+65  62970024,331 Jln Besar S(208983),,,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/abrasive-cutting-wheels/
http://www.thegreenbook.com/companies/abraweld-s-pte-ltd/,Abraweld (S) Pte Ltd,,+65  68586841,+65  68586842,1 Up Aljunied Link #08-06 Joo Seng Warehouse Blk A S(367901),"
										


											 
										


                                        


                                            
                                        


                                        


                                            

Established since 2003, 

Abraweld (S) Pte Ltd

 

has lots of great experiences in the industry of abrasives grinding, cutting disc and welding. Our commitment and dedication are paid off every time we satisfy the needs and demands of our valued customers. We always aim to deliver the most extensive array of products in order to provide solutions for client’s diverse applications.




Our company offers complete range of Abrawheels Grinding and Cutting discs used for various materials on mild steels, stainless steel, duplex and super duplex, and carbon steels. In order to fulfill the growing needs of customers, we provided extensive array of Tmatic® products such as gas welding equipment, welding accessories, twin welding hoses, manual arc welding, welding cables, welding, tig and work gloves, welding aprons and sleeves, cape sleeves and a lot more for numerous engineering and fabrication works.




Abraweld (S) Pte Ltd always strives hard to carry out all customers’ needs and delivery. In the coming years, we will constantly endeavor to supply the most comprehensive and high quality products for the growing demands of the industry.


                                        
                                    ",,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/abrasive-cutting-wheels/
http://www.thegreenbook.com/products/window-frames/,,,,,,,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>,,
http://www.thegreenbook.com/companies/sma-industrial-pte-ltd/,SMA Industrial Pte Ltd,,+65  65604828,+65  65605083,Blk 2022 Bt Batok St 23 #03-128 Bt Batok Ind Pk A S(659527),"
										


											 
										


                                        


                                            
                                        


                                        


                                            

SMA INDUSTRIAL PTE LTD

 specialize and custom make surface finishing, grinding and polishing products.




We can customize abrasive sanding, grinding & polishing products for workpiece of different contours, materials or finishing requirement for stainless steel fabricators, aluminium, brass, hardened steel, cast iron, paint coating, epoxy flooring, parquet flooring, wood working industries etc.




By using abrasives from renowned manufacturers & being agent for Deerfos, Hermes allow us to make products of high quality.Our company's registered trademarked brands ESTAR & STORM range of abrasive & polishing products are well accepted by customers in Singapore & around the region.




We specialize in making:

• Abrasive Small Flap Mops Wheels

• Abrasive Flap Discs

• Small / Wide Sanding Paper / Cloth Belts

• Flap Wheels

• R-Lock Sanding Discs

• Sanding Discs PSA / Velcro

• Nylon Debur Dish

• Polishing Cloth Mops

• Surface Conditioning Sanding Belts / Disc

• Nylon Debur Mops

• Nylon Bristle Brush / Wheels

• Nylon & Cloth Combi Finishing MopsProducts include:

• Sanding Paper / Cloth Rolls

• Light Debur Wheels

• Hairline Wheels

• CNS Black Discs

• Flexible / Grinding / Cutting Discs

• Nylon Polishing Roll / Pad

• Sanding Air Tools

• General Hardware




We strive to improve, R&D for new products with our customer's needs in mind.


                                        
                                    ",,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/abrasive-cutting-wheels/
http://www.thegreenbook.com/companies/innova-home-deco-pte-ltd/,Innova Home Deco Pte Ltd,,+65  62809909,+65  62803263,9 Little Rd #03-02A MG Bldg S(536985),"
										


											 
										


                                        


                                            
                                        


                                        


                                            

INNOVA HOME DECO provide a total solutions for our customer’s window dressing (curtains/blinds/accessories) needs. Our professional window consultants are able to provide consultation on quality window treatments and window decorating advice. We will beautify your home and your windows with a huge selection of curtains styles and Indoor & Outdoor Blinds. Our styles range from country to contemporary and from traditional to modern and elegant. Our company’s core is providing the excellent service


                                        
                                    ",,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/windows/
http://www.thegreenbook.com/companies/integrate-pte-ltd/,,,+65 68979780,+65 68979738,120 Pioneer Rd #01-02 S(639597),,,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/windows/
http://www.thegreenbook.com/companies/hoi-kee-window-contractor/,,,+65 67627161,,44A Jln Lam Sam S(699392),,,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/windows/
http://www.thegreenbook.com/companies/golden-hind-enterprises/,,,+65 62962288,+65 62960631,40 Jln Pemimpin #01-08 Tat Ann Bldg S(577185),,,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/window-insulating-film/
http://www.thegreenbook.com/companies/s-l-sealing-solutions-pte-ltd/,S & L Sealing Solutions Pte Ltd,,+65 65155686,+65 65675288,50 Bt Batok St 23 #03-10 Midview Bldg S(659578),,,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/window-gaskets/
http://www.thegreenbook.com/companies/gm-2000-pte-ltd/,GM 2000 Pte Ltd,,+65  64471840,+65  64408326,49 Kaki Bt View  Kaki Bt Techpark II S(415973),,,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/window-fittings/
http://www.thegreenbook.com/companies/thrive-city-international-pte-ltd/,Thrive City International Pte Ltd,,+65  63347665,+65  63994510,57 Cairnhill Rd #06-09 Elizabeth Height S(229668),"
										


											 
										


                                        


                                            
                                        


                                        


                                            

The company was established in 1993 and is in the business of procurement of Electrical and Electronic Components and supplying them to the Construction, Industrial Automation, Marine, Oil & Gas, Railway and Telecommunication industries.




Related Companies:




Lionel Pte Ltd

Consultancy in Civil Construction and Supplies to Overseas projects




Ninopaix Networks Pte Ltd

Specialised in Computer networks and telecommunications supply, CCTV and IT services

Design and services including planning and installations, maintenance and repairs to Hardware and software and Network systems.




Kayctan BusinesSolutions Pte. Ltd.

Providing Business Solutions to local and foreign companies relating to licences, permits, corporate compliance, Income Tax matter and sales and purchases and rental of properties.




Lovely Land Enrichment & Tuition Centre Pte Ltd.

Enrichment Centre for Toddlers; foreigners learning English, after and before school care.




 


                                        
                                    ",,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/window-film-explosion-proof-safety-solar-decorative-etc/
http://www.thegreenbook.com/companies/golden-cycle-marketing-pte-ltd/,Golden Cycle Marketing Pte Ltd,,+65  62913939,+65  62971088,40 Jln Pemimpin #01-08 Tat Ann Bldg S(577185),"
										


											 
										


                                        


                                            
                                        


                                        


                                            

Established 29th of June in the year 1991,

 Golden Cycle Marketing Pte Ltd

 is the one stop provider for all your printing, signages and display needs. Our company is an authorized distributor in Singapore for 3M Signage & Digital Print Solutions, 3M Traffic Safety & Security Solutions, Nikkalite (Japan) Retroreflective Products, Oracal Colour vinyl and Orajet print vinyl.




Our eminent brands include the following:-

• 3M

• Oracal

• Orajet

• Nikkalite Retroreflective Products

• Kiwalite

• Transign

• Sihl Digital Imaging

• Gin Asahi

• Goodlite

• Goodfix

• Orofix

• XAAR




Golden Cycle Marketing Pte Ltd provides high quality visual solutions that are used by advertising companies, manufacturing industries and more. Our signages, printing and display products can be used as materials to promote business and give a pleasing first impression to potential customers. Contact us now, to know more details about our services and choose from our huge collection of signages, printing and displays. For immediate orders and quotation request, feel free to send your enquiries below.


                                        
                                    ",,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/window-film/
http://www.thegreenbook.com/companies/sb-cleaning-services/,,,+65 64459326,,Blk 139 Bedok Nth Ave 3 #13-198 S(460139),,,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/window-cleaning-service/
http://www.thegreenbook.com/companies/ramky-international-s-pte-ltd/,Ramky International (S) Pte Ltd,,+65  68765400,+65  68765489,16 Jln Kilang #02-01  S(159416),,,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/window-cleaning-service/
http://www.thegreenbook.com/companies/supersteam-asia-pacific-pte-ltd/,Supersteam Asia Pacific Pte Ltd,,+65  65954333,+65  67452440,Blk 3013 Bedok Ind Pk E #04-2128  S(489979),"
										


											 
										


                                        


                                            
                                        


                                        


                                            

SuperSteam Asia Pacific Pte Ltd is Singapore's One-Stop Cleaning-Shop, distributing a wide range of products suitable for every cleaning job. We are a one-stop supplier of professional cleaning products. Everyday, our quality products are used in airports, hotels, shopping malls, factories etc... all over South East Asia. 

 

 We provide more than just excellent products. You get expert advice from our friendly team of specialists who will gladly answer any cleaning questions you might have.


                                        
                                    ",,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/window-cleaning-equipment/
http://www.thegreenbook.com/companies/klenco-s-pte-ltd/,Klenco (S) Pte Ltd,,+65  68623388,+65  68617575,18 Gul Cres S(629527),,,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/window-cleaning-equipment/
http://www.thegreenbook.com/companies/assurich-industries-pte-ltd/,Assurich Industries Pte Ltd,,+65  64591069,+65  64571053,76 Tagore Lane S(787499),,,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/wheels-grinding-lapping/
http://www.thegreenbook.com/companies/durasiv-far-east-pte-ltd/,Durasiv Far East Pte Ltd,,+65  67411110,+65  67413882,8 Kaki Bt Rd 2 #03-13/14 Ruby Warehouse Complex S(417841),,,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/wheels-diamond/
http://www.thegreenbook.com/companies/dmx-products-pte-ltd/,DMX Products Pte Ltd,,+65  63561316,+65  63563058,Blk 998 Toa Payoh Nth #06-21/22  S(318993),"
										


											 
										


                                        


                                            
                                        


                                        


                                            Based in Singapore, is a company specialising in concrete cutting, breaking and drilling equipment & tools for the construction and stone industry. We make certain that only products of the highest quality, incorporating the most innovative and cost-effective solutions carries the DMX brand name, something that we attest to with our extensive application knowledge, which distinguishes us from the rest of the crowd. 

WE GET INVOLVED, FROM DESIGN TO MANUFACTURING 
We set high standards on product inspection and surveying, and for 18 years, we established a strong and constant contact with machine manufacturers, which stands as a hint for DMX in search of alternative solutions to satisfy more complex and various needs. We get involved in the product design, to the manufacturing process, in order to fine-tune the products to the right specifications, so that only the finest products goes to our customers.

 Our success in providing assistance with our extensive experience, our ideas for innovation, to ensure that the most cost-effective drilling, cutting and chiselling equipment and tools, is built around a team of experienced and highly-trained problem solvers, to get involved in finding the right solutions, even for the most challenging industry.
                                        


                                    ",,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/wheels-diamond/
http://www.thegreenbook.com/companies/united-industrial-products-pte-ltd/,United Industrial Products Pte Ltd,,+65  67469835,+65  67450385,Blk 1013 Geylang East Ave 3 #03-128  S(389728),"
										


											 
										


                                        


                                            
                                        


                                        


                                            

United Industrial Products Pte Ltd

 (Formerly known as United Industrial Trading) specializes in providing Abrasives Wheels, Superior Diamond Wheels, CBN Wheels, Magnetic & Precision Tools for grinding & Milling, Machine Tools accessories, 


                                        
                                    ",,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/wheels-cbn/
http://www.thegreenbook.com/companies/chee-cheong-trading-pte-ltd/,Chee Cheong Trading Pte Ltd,,+65  62988154,+65  62920133,206 Rangoon Rd Hong Bldg S(218452),,,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/wheels-castor/
http://www.thegreenbook.com/companies/cgt-technology-pte-ltd/,CGT Technology Pte Ltd,,+65 63569239,+65 63569240,Blk 808 French Rd #01-169 Kitchener Complex S(200808),,,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/wheels-castor/
http://www.thegreenbook.com/companies/castor-wheel-s-pte-ltd/,Castor & Wheel (S) Pte Ltd,,+65  67456944,+65  67456945,29 Kaki Bt Pl Eunos Techpark S(416207),,,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/wheels-castor/
http://www.thegreenbook.com/companies/castor-roller-ksw-singapore-pte-ltd/,Castor & Roller KSW (Singapore) Pte Ltd,,+65  62815845,+65  63124196,Blk 1 Defu Lane 10 #01-545  S(539182),"
										


											 
										


                                        


                                            
                                        


                                        


                                            

Castor & Roller KSW (Singapore) Pte Ltd

 is the one-stop castors & wheels center who are able to provide a wide range of quality castors & wheels. We are committed to our customers first and foremost. We support this commitment by providing a high level of services.


                                        
                                    ",,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/wheels-castor/
http://www.thegreenbook.com/companies/binal-international-pte-ltd/,Binal International Pte Ltd,,+65  62815770,+65  62813367,10 Up Aljunied Link #04-06 Johnson Controls Building S(367904),,,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/wheels-castor/
http://www.thegreenbook.com/companies/beng-yew-engineering-pte-ltd/,,,+65  63371061,+65  63373567,66 Niven Rd   S(228415),,,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/wheels-castor/
http://www.thegreenbook.com/companies/aws-bloss-marketing/,AWS Bloss Marketing,,+65  62982098,+65  65551193,80 Playfair Rd #02-04 Kapo Fty Bldg S(367998),"
										


											 
										


                                        


                                            
                                        


                                        


                                            

Since 2000, 

Aws Bloss

 has been the purveyor of quality products for the middle to upper class decorative hardware market. Its philosophy is ""Simple & Clean"", as evidenced by the product lines which adheres to this concept. It has found a niche with innovative designers and individuals who push the boundaries of decorative norms.


                                        
                                    ",,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/wheels-castor/
