HREF,CONAME,EMAIL,PHONE,FAX,ADDRESS,FAILMSG,BIGCAT,SMALLCAT 
http://www.thegreenbook.com/companies/golden-hind-enterprises/,Golden Hind Enterprises,,+65 62962288,+65 62960631,40 Jln Pemimpin #01-08 Tat Ann Bldg S(577185),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/window-insulating-film/
http://www.thegreenbook.com/companies/glass-fix-pte-ltd/,Glass-Fix Pte Ltd,"""info@glass-fix.net""",+65  62780887,+65  67490541,52 Ubi Ave 3 #04-42 FRONTIER ePark @Ubi S(408867),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/window-insulating-film/
http://www.thegreenbook.com/companies/s-l-sealing-solutions-pte-ltd/,S & L Sealing Solutions Pte Ltd,"""admin@slpolymersystems.com""",+65 65155686,+65 65675288,50 Bt Batok St 23 #03-10 Midview Bldg S(659578),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/window-gaskets/
http://www.thegreenbook.com/companies/window-s/,Window-S,"""window-s@windowfilm.com.sg""",+65  68993988,+65  68993969,Blk 2 Bt Batok St 24 #03-14 SkyTech S(659480),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/window-insulating-film/page/3/
http://www.thegreenbook.com/companies/hln-rubber-products-pte-ltd/,HLN Rubber Products Pte Ltd,,+65  63913818,+65  62956080,16 Kallang Pl #01-16/18  S(339156),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/window-gaskets/
http://www.thegreenbook.com/companies/v-kool-international-pte-ltd/,V-Kool International Pte Ltd,"""info.v-kool.sg@eastman.com""",+65  62760555,+65  62768316,12 Jln Kilang Barat #05-00  S(159354),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/window-insulating-film/page/3/
http://www.thegreenbook.com/companies/v-kool-s-pte-ltd/,V-Kool (S) Pte Ltd,"""ng.yanti@v-kool.com.sg""",+65 67765432,+65 67749949,159 Sin Ming Rd #01-08 Amtech Bldg S(575625),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/window-insulating-film/page/3/
http://www.thegreenbook.com/companies/king-wai-pte-ltd/,King Wai Pte Ltd,"""rolandnc@kingwaigroup.com""",+65  67473388,+65  67434313,155 Kallang Way #05-14  S(349244),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/window-gaskets/
http://www.thegreenbook.com/companies/3m-asia-pacific-pte-ltd/,3M Asia-Pacific Pte Ltd,,+65 64508888,+65 64568953,1 Yishun Ave 7 #02-00 S(768923),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/window-insulating-film/page/2/
http://www.thegreenbook.com/companies/texley-glass-coating-co/,Texley Glass Coating Co,,+65  62890636,+65  62890637,22 Yio Chu Kang Rd #01-23 Highland Centre S(545535),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/window-insulating-film/page/2/
http://www.thegreenbook.com/companies/ss-international-engineering/,SS International Engineering,"""info@ssint.com.sg""",+65  67411378,+65  68967028,50 Bt Batok St 23 #04-17 Midview Bldg S(659578),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/window-gaskets/
http://www.thegreenbook.com/companies/dirak-asia-pte-ltd/,Dirak Asia Pte Ltd,"""dirak@dirak.com.sg""",+65  68441992,+65  62973682,10 Kaki Bt Rd 1 #01-37 KB Ind Bldg S(416175),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/window-gaskets/
http://www.thegreenbook.com/companies/sunshine-control-film/,Sunshine Control Film,,+65 68413206,,Blk 1001 Eunos Ave 8 #04-10 S(409496),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/window-insulating-film/page/2/
http://www.thegreenbook.com/companies/sunshine-control-film-eunos-/,Sunshine Control Film (Eunos),"""sunshine.controlfilm@yahoo.com.sg""",+65  68413206,,Blk 1001 Eunos Ave 8 #04-10 S(409496),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/window-insulating-film/page/2/
http://www.thegreenbook.com/companies/sun-screen-window-film/,Sun-Screen Window Film,,+65 67429369,,200 Jln Sultan #03-03 Textile Centre S(199018),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/window-insulating-film/page/2/
http://www.thegreenbook.com/companies/multi-shades-screens-enterprise/,Multi Shades & Screens Enterprise,,+65 63534434,+65 62702338,Blk 113 Bt Merah View #01-546 S(150113),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/window-insulating-film/page/2/
http://www.thegreenbook.com/companies/sunmaster-marketing/,SunMaster Marketing,"""sunmastermktg@gmail.com""",+65  64824259,+65  64824622,5 Ang Mo Kio Ind Pk 2A #03-07 AMK Tech II S(567760),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/window-insulating-film/page/2/
http://www.thegreenbook.com/companies/kool-connected-window-films/,Kool Connected Window Films,,+65  67495570,+65  67499837,Blk 3015 Ubi Rd 1 #01-224  S(408704),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/window-insulating-film/page/2/
http://www.thegreenbook.com/companies/sun-x-film-pte-ltd/,Sun-X Film Pte Ltd,"""enquiry@sun-x.com.sg""",+65 62801318,+65 62845242,12 Jln Kilang Barat #01-01 GlobalMatrix Bldg S(159354),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/window-insulating-film/page/2/
http://www.thegreenbook.com/companies/kiong-solar-control-service/,Kiong Solar Control Service,"""writetomax@live.com""",+65  91754304,,1001 BT MERAH LANE 3 #01-53 ALEXANDRA VILLAGE INDUSTRIAL ESTATE S(159718),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/window-insulating-film/page/2/
http://www.thegreenbook.com/companies/kario-glass-construction/,Kario Glass Construction,,+65  67470168,+65  63167230,48 Toh Guan Rd East #06-111 Enterprise Hub S(608586),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/window-insulating-film/page/2/
http://www.thegreenbook.com/companies/tts-window-fashions-pte-ltd/,TTS Window Fashions Pte Ltd,"""tts@blinds.com.sg""",+65  68468484,+65  68466484,51 Ubi Ave 1 #03-26 Paya Ubi Ind Pk S(408933),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/windows/page/2/
http://www.thegreenbook.com/companies/jestac-pte-ltd/,Jestac Pte Ltd,"""marketing@jestac.com.sg""",+65  62888290,+65  62873252,2 Kim Chuan Dr #02-06 CSI Distribution Centre S(537080),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/window-insulating-film/page/2/
http://www.thegreenbook.com/companies/shan-yang-wood-products-pte-ltd/,Shan Yang Wood Products Pte Ltd,"""shanyang@mail.com""",+65  61007115,+65  63656918,Blk 6 Marsiling Ind Est Rd 1 #01-20  S(739275),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/windows/page/2/
http://www.thegreenbook.com/companies/sapphire-jle-pte-ltd/,Sapphire-Jle Pte Ltd,"""sahlee@sapphire.com.sg""",+65 65426616,+65 65425955,2 Loyang Dr S(508935),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/windows/page/2/
http://www.thegreenbook.com/companies/haeuei-enterprise/,Haeuei Enterprise,"""info@haeuei.com""",+65  67411996,+65  67411950,25 Kaki Bt Rd 2  Kaki Bt Warehouse Complex S(417850),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/window-insulating-film/page/2/
http://www.thegreenbook.com/companies/pang-giap-enterprise-88-pte-ltd/,Pang Giap Enterprise (88) Pte Ltd,"""sales@panggiap88.com.sg""",+65  62812485,+65  65561874,Blk 4035 Ang Mo Kio Ind Pk 1 #01-49  S(569642),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/windows/page/2/
http://www.thegreenbook.com/companies/luen-soon-iron-works/,Luen Soon Iron Works,,+65  64812220,,Blk 5050 Ang Mo Kio Ind Pk 2 #01-1029 S(569553),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/windows/page/2/
http://www.thegreenbook.com/companies/sapphire-windows/,Sapphire Windows,"""sales@sapphire.com.sg""",+65  65426616,+65  65425955,2 Loyang Dr   S(508935),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/windows/page/2/
http://www.thegreenbook.com/companies/mun-soon-industries-pte-ltd/,Mun Soon Industries Pte Ltd,"""munsooni@singnet.com.sg""",+65  64413200,+65  64415066,Blk 3013 Bedok Ind Pk E #01-2092  S(489979),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/windows/page/2/
http://www.thegreenbook.com/companies/lital-materials-contracts-engineers-pte-ltd/,Lital Materials & Contracts Engineers Pte Ltd,"""sales@lme.com.sg""",+65  67765811,+65  67793603,67 Ayer Rajah Cres #02-04/05/06  S(139950),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/windows/page/2/
http://www.thegreenbook.com/companies/glass-technique-asia-pte-ltd/,Glass Technique Asia Pte Ltd,"""sales@mygtasia.com""",+65  68534528,+65  68534518,10 Admiralty St #04-44 North Link Bldg S(757695),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/window-insulating-film/
http://www.thegreenbook.com/companies/filmtack-pte-ltd/,Filmtack Pte Ltd,"""info@filmtack.com""",+65 67463746,+65 67411950,25 Kaki Bt Rd 2 Kaki Bt Warehouse Complex S(417850),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/window-insulating-film/
http://www.thegreenbook.com/companies/fuminn-pte-ltd/,Fuminn Pte Ltd,"""junkofukuda@fuminn.com.sg""",+65  68621558,+65  68626776,22 Tuas Ave 4   S(639372),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/window-insulating-film/
http://www.thegreenbook.com/companies/east-tech-glass-services-construction-pte-ltd/,East Tech Glass Services & Construction Pte Ltd,"""etglass@singnet.com.sg""",+65  68443843,+65  67476823,Blk 1080 Eunos Ave 7 #01-157 & 161 S(409583),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/window-insulating-film/
http://www.thegreenbook.com/companies/corvel-international/,Corvel International,,,+65  68360224,390 Pasir Panjang Rd #04-03 S(118722),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/window-insulating-film/
http://www.thegreenbook.com/companies/dynamic-shades-pte-ltd/,Dynamic Shades Pte Ltd,"""sales@dynamicshades.com.sg""",+65  63695978,+65  62695978,30 Marsiling Ind Est Rd 5 #04-06E  S(739211),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/window-insulating-film/
http://www.thegreenbook.com/companies/armorshield-holdings-pte-ltd-burn-road-/,Armorshield Holdings Pte. Ltd (Burn Road),"""sales@armorshield.sg""",+65  62229230,+65  62220059,8 Burn Rd #12-08 Trivex S(369977),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/window-insulating-film/
http://www.thegreenbook.com/companies/beyond-builders-2005-pte-ltd/,Beyond Builders (2005) Pte Ltd,"""beyond05@singnet.com.sg""",+65  67486006,+65  67480606,Blk 1047 Eunos Ave 5B #01-08  S(409668),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/window-insulating-film/
http://www.thegreenbook.com/companies/absolute-tintz-pte-ltd/,Absolute Tintz Pte Ltd,"""eugene@absolutetint.com.sg""",+65  67425137,+65  67492907,50 Ubi Ave 3 #01-07 Frontier S(408866),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/window-insulating-film/
http://www.thegreenbook.com/companies/clearvisions-cleaning-solutions-pte-ltd/,Clearvisions Cleaning Solutions Pte Ltd,"""info@clearvisions.com.sg""",+65 63144290,+65 63140496,1 Jln Remaja #04-03D Hillview Hse S(668662),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/window-insulating-film/
http://www.thegreenbook.com/companies/integrate-pte-ltd/,Integrate Pte Ltd,,+65 68979780,+65 68979738,120 Pioneer Rd #01-02 S(639597),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/windows/
http://www.thegreenbook.com/companies/a-b-films-pte-ltd/,A & B Films Pte Ltd,"""sales@abfilm.com""",+65  63834567,+65  63834562,5 Kim Chuan Ter S(537028),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/window-insulating-film/
http://www.thegreenbook.com/companies/innova-home-deco-pte-ltd/,Innova Home Deco Pte Ltd,"""info@innovahomedeco.com""",+65  62809909,+65  62803263,9 Little Rd #03-02A MG Bldg S(536985),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/windows/
http://www.thegreenbook.com/companies/aja-enterprises-pte-ltd/,AJA Enterprises Pte Ltd,"""enquiry@aja.com.sg""",+65  62732322,+65  62734355,48 Toh Guan Rd East #07-151 Enterprise Hub S(608586),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/window-insulating-film/
http://www.thegreenbook.com/companies/hoi-kee-window-contractor/,Hoi Kee Window Contractor,,+65 67627161,,44A Jln Lam Sam S(699392),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/windows/
http://www.thegreenbook.com/companies/fascina-pte-ltd/,Fascina Pte Ltd,,+65  65464666,+65  65467600,9 Changi Sth St 1   S(486789),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/windows/
http://www.thegreenbook.com/companies/fersina-s-pte-ltd/,Fersina (S) Pte Ltd,,+65 65464666,+65 65467600,9 Changi Sth St 1 S(486789),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/windows/
http://www.thegreenbook.com/companies/ferro-aluminium-f-e-pte-ltd/,Ferro Aluminium (F E) Pte Ltd,"""ferro@ferroaluminium.com.sg""",+65 68630770,+65 68634008,7 Joo Koon Cres S(629024),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/windows/
http://www.thegreenbook.com/companies/f3-interior-supply-pte-ltd/,F3 Interior & Supply Pte Ltd,"""fdint@singnet.com.sg""",+65  68420455,+65  68420456,Blk 1074 Eunos Ave 6 #01-181 S(409630),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/windows/
http://www.thegreenbook.com/companies/first-access-international-pte-ltd/,First Access International Pte Ltd,"""enquiry@firstaccess.com.sg""",+65 68416645,+65 68415113,468 MacPherson Rd S(368185),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/windows/
http://www.thegreenbook.com/companies/enko-technology-pte-ltd/,Enko Technology Pte Ltd,"""sales@enkotechnology.com.sg""",+65  67466238,+65  67457918,155 Kallang Way #01-12 Kallang Way Flatted Fty S(349244),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/windows/
http://www.thegreenbook.com/companies/doctor-doors-gallery/,Doctor Doors Gallery,"""sales@doctordoors.com.sg""",+65  65559111,+65  64813911,10 Admiralty St #01-90 North Link Bldg S(757695),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/windows/
http://www.thegreenbook.com/companies/decorille-pte-ltd/,Decorille Pte Ltd,"""sales@decorille.com""",+65  67496688,+65  67021051,8 premier @ kaki bt ave 4 #04-07 S415875),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/windows/
http://www.thegreenbook.com/companies/a-grade-aluminium-metal-pte-ltd/,A Grade Aluminium & Metal Pte Ltd,"""a-gradealum@yahoo.com.sg""",+65  67444555,+65  67446569,Blk 1085 Eunos Ave 7A #01-10 S(409535),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/windows/
http://www.thegreenbook.com/companies/a-decor-inc-pte-ltd/,A Decor Inc Pte Ltd,"""sales@shanyang.com.sg""",+65  61001565,+65  65127749,Blk 6 Marsiling Ind Est Rd 1 #01-20 S(739275),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/windows/
http://www.thegreenbook.com/companies/adba-products-services-pte-ltd/,Adba Products & Services Pte Ltd,"""askme@adba.com.sg""",+65 67731257,+65 67731258,67 Ayer Rajah Cres #02-04 S(139950),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/windows/
http://www.thegreenbook.com/companies/ric-marine-offshore-supplies-pte-ltd/,Ric Marine & Offshore Supplies Pte Ltd,"""sales@ric-marine.com.sg""",+65 62620006,+65 62660652,11 Second Chin Bee Rd S(618777),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/windows/
http://www.thegreenbook.com/companies/coolkote-pte-ltd/,Coolkote Pte Ltd,,,+65  68344344,33 Ubi Ave 3 #01-36 S(408868),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/window-frames/
http://www.thegreenbook.com/companies/hoe-chong-beng-general-aluminium-contractor/,Hoe Chong Beng General Aluminium Contractor,"""hcb1986@gmail.com""",+65  62599242,,280 Woodlands Ind Pk E5 #07-11 Harvest @ Woodlands S(757322),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/window-frames/
http://www.thegreenbook.com/companies/gm-2000-pte-ltd/,GM 2000 Pte Ltd,"""contactus@gm2000.com.sg""",+65  64471840,+65  64408326,49 Kaki Bt View  Kaki Bt Techpark II S(415973),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/window-fittings/
http://www.thegreenbook.com/companies/compact-metal-industries-ltd/,Compact Metal Industries Ltd,"""info@compact.com.sg""",+65 68633268,+65 68633968,120 Pioneer Rd #01-03 S(639597),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/window-fittings/
http://www.thegreenbook.com/companies/thrive-city-international-pte-ltd/,Thrive City International Pte Ltd,"""admin@thrive-city.com""",+65  63347665,+65  63994510,57 Cairnhill Rd #06-09 Elizabeth Height S(229668),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/window-film-explosion-proof-safety-solar-decorative-etc/
http://www.thegreenbook.com/companies/trust-cleanz-initiative-pte-ltd/,Trust Cleanz Initiative Pte Ltd,"""alextham@trustcleanz.sg""",+65  67478779,+65  67299728,33 Ubi Ave 3 #08-71 Vertex S(408868),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/window-cleaning-service/page/2/
http://www.thegreenbook.com/companies/skf-asia-pacific-pte-ltd/,SKF Asia Pacific Pte Ltd,,+65  68767777,+65  68767707,1 Changi Sth Lane Level 2M  S(486070),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/wide-inner-ring-ball-bearings/
http://www.thegreenbook.com/companies/sls-bearings-s-pte-ltd/,SLS Bearings (S) Pte Ltd,"""enquiry@slsbearings.com.sg""",+65  65150515,+65  62546308,5 Tuas South  Street 15 S(636907),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/wide-inner-ring-ball-bearings/
http://www.thegreenbook.com/companies/timken-singapore-pte-ltd/,Timken Singapore Pte Ltd,"""enquiry.asean@timken.com""",+65  65320900,+65  65320922,51 Changi Business Pk Central 2 #08-06/07 The Signature Bldg S(486066),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/wide-inner-ring-ball-bearings/
http://www.thegreenbook.com/companies/koyo-singapore-bearing-pte-ltd/,Koyo Singapore Bearing (Pte) Ltd,,+65  62742200,+65  68621623,27 Penjuru Lane #09-01  S(609195),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/wide-inner-ring-ball-bearings/
http://www.thegreenbook.com/companies/ntn-bearing-singapore-pte-ltd/,NTN Bearing Singapore (Pte) Ltd,"""yp.chia@ntn.com.sg""",+65  64698066,+65  64695400,9 Clementi Loop   S(129812),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/wide-inner-ring-ball-bearings/
http://www.thegreenbook.com/companies/kian-ho-bearings-ltd-woodlands-/,Kian Ho Bearings Ltd (Woodlands),"""cindyteo@kianho.com.sg""",+65  62875866,+65  62849017,5 Changi South Street 3   S(486117),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/wide-inner-ring-ball-bearings/
http://www.thegreenbook.com/companies/kian-ho-bearings-ltd/,Kian Ho Bearings Ltd,"""admin@kianho.com.sg""",+65  62859852,+65  62141786,5 Changi Sth St 3   S(486117),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/wide-inner-ring-ball-bearings/
http://www.thegreenbook.com/companies/kian-ho-bearings-ltd-jln-besar-/,Kian Ho Bearings Ltd (Jln Besar),"""meeteng@yahoo.com.sg""",+65  62985866,+65  62947755,206 Jln Besar   S(208892),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/wide-inner-ring-ball-bearings/
http://www.thegreenbook.com/companies/schaeffler-singapore-pte-ltd/,Schaeffler (Singapore) Pte Ltd,"""marketing_sg@schaeffler.com""",+65  65408600,+65  65408668,"151 Lor Chuan #06-01 New Tech Pk, Lobby A S(556741)",,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/wide-inner-ring-ball-bearings/
http://www.thegreenbook.com/companies/klenco-s-pte-ltd/,Klenco (S) Pte Ltd,"""sales@klenco-asia.com""",+65  68623388,+65  68617575,18 Gul Cres S(629527),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/window-cleaning-equipment/
http://www.thegreenbook.com/companies/golden-cycle-marketing-pte-ltd/,Golden Cycle Marketing Pte Ltd,"""gcmsign@singnet.com.sg""",+65  62913939,+65  62971088,40 Jln Pemimpin #01-08 Tat Ann Bldg S(577185),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/window-film/
http://www.thegreenbook.com/companies/sb-cleaning-services/,SB Cleaning Services,,+65 64459326,,Blk 139 Bedok Nth Ave 3 #13-198 S(460139),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/window-cleaning-service/
http://www.thegreenbook.com/companies/ramky-international-s-pte-ltd/,Ramky International (S) Pte Ltd,"""contactus@ramky.com.sg""",+65  68765400,+65  68765489,16 Jln Kilang #02-01  S(159416),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/window-cleaning-service/
http://www.thegreenbook.com/companies/cleantools-s-pte-ltd/,Cleantools (S) Pte Ltd,"""sales@cleantools.com""",+65  67444777,+65  67450261,5 Kaki Bt Rd 2 #02-16 City Warehouse S(417839),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/window-cleaning-equipment/
http://www.thegreenbook.com/companies/1-stop-hub-pte-ltd/,1-Stop Hub Pte Ltd,"""enquiry@onestophub.com""",+65 68967969,+65 68967968,10 Bt Batok Cres #10-03 The Spire S(658079),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/window-cleaning-service/
http://www.thegreenbook.com/companies/supersteam-asia-pacific-pte-ltd/,Supersteam Asia Pacific Pte Ltd,"""info@supersteam.com.sg""",+65  65954333,+65  67452440,Blk 3013 Bedok Ind Pk E #04-2128  S(489979),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/window-cleaning-equipment/
http://www.thegreenbook.com/companies/magclean-services/,Magclean Services,"""magclean@ufoholdings.com""",+65 68967965,+65 68967968,10 Bt Batok Cres #10-03 The Spire S(658079),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/window-cleaning-service/
http://www.thegreenbook.com/companies/kyowa-security-guard-general-services-pte-ltd/,Kyowa Security Guard & General Services Pte Ltd,"""k-team@kyowasecurity.com.sg""",+65  67413368,+65  67417828,1 Tannery Rd #04-02/03 One Tannery Bldg S(347719),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/window-cleaning-service/
http://www.thegreenbook.com/companies/friendly-supplies/,Friendly Supplies,"""ask@friendlysup.com""",+65  96631997,+65  68481004,99 Kaki Bt Ave 1 #02-01 Shun Li Ind Pk S(415984),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/window-cleaning-service/
http://www.thegreenbook.com/companies/goodview-gardening-landscape-construction/,Goodview Gardening & Landscape Construction,"""goodviewgarden@hotmail.com""",+65  62939694,+65  62920084,54 Maude Rd #03-02 Townshend Bldg S(208346),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/window-cleaning-service/
http://www.thegreenbook.com/companies/conrad-services-pte-ltd/,Conrad Services Pte Ltd,"""sales@conrad.sg""",+65  65618992,+65  65618950,2 Jurong East St 21 #02-168 IMM Bldg S(609601),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/window-cleaning-service/
http://www.thegreenbook.com/companies/complete-services-pte-ltd/,Complete Services Pte Ltd,"""complete@holytree.com.sg""",+65  64442034,+65  67497568,59 Ubi Ave 1 #04-15 Bizlink Centre S(408938),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/window-cleaning-service/
http://www.thegreenbook.com/companies/bruder-cleaning-pte-ltd/,Bruder Cleaning Pte Ltd,"""enquires@brudercleaning.com""",+65 64562198,+65 64563598,7030 Ang Mo Kio Ave 5 #09-69 Northstar @ AMK S(569880),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/window-cleaning-service/
http://www.thegreenbook.com/companies/avenue-2-pte-ltd/,Avenue 2 (Pte) Ltd,"""enquiry@avenue2.com.sg""",+65  96434653,+65  63680383,Blk 701 Woodlands Dr 40 #02-108  S(730701),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/window-cleaning-service/
http://www.thegreenbook.com/companies/cleaning-express-pte-ltd/,Cleaning Express Pte Ltd,"""solutions@cleaningexpress.com.sg""",+65  68414498,+65  68414428,37 Tannery Lane #06-09 Tannery Hse S(347790),,http://www.thegreenbook.com/products/search/architect-builder-contractor-guides/,http://www.thegreenbook.com/products/window-cleaning-service/
